epoch	pi-loss	v-loss	average-v-values	std-v-values	max-v-values	min-v-values	kl	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	total-env-interacts
1	-0.047681622	864.248	-4.6564207	0.8758603	-0.25376037	-6.190165	0.012422443	-317.36926	25.112389	-277.23764	-345.41315	1000.0	4000
2	-0.050901614	911.91724	-7.363164	2.7809536	-0.25376037	-10.211603	0.013717561	-356.0537	63.627327	-277.23764	-448.3793	1000.0	8000
3	-0.052037347	856.9377	-9.303955	3.5625918	-0.25376037	-13.242758	0.0141563	-367.03613	80.231125	-212.86627	-467.2213	1000.0	12000
4	-0.05215382	782.03076	-10.846215	4.081142	-0.25376037	-15.510659	0.014381697	-360.1306	74.87892	-212.86627	-467.2213	1000.0	16000
5	-0.05179857	672.25946	-11.92605	4.2548184	1.831917	-16.418583	0.014517015	-336.34354	84.27361	-204.81874	-467.2213	1000.0	20000
6	-0.05125408	598.2999	-12.83937	4.390359	1.831917	-17.46818	0.014608559	-324.45627	84.854355	-184.2517	-467.2213	1000.0	24000
7	-0.051550843	541.57996	-13.5675	4.4601364	5.4062676	-18.16987	0.01468116	-311.27225	87.74711	-166.44511	-467.2213	1000.0	28000
8	-0.051733352	490.98404	-13.582037	4.4993544	12.18947	-18.16987	0.014735073	-290.26337	102.1603	-28.240374	-467.2213	1000.0	32000
9	-0.051257826	454.89606	-13.707646	4.493863	13.399052	-18.181734	0.014769132	-277.42725	105.58993	-28.240374	-467.2213	1000.0	36000
10	-0.051033575	421.14233	-13.332972	4.6833115	13.399052	-18.26364	0.014808746	-261.81934	111.80545	-28.240374	-467.2213	1000.0	40000
11	-0.051089242	394.25284	-13.528145	4.7156973	13.399052	-18.83537	0.01484147	-255.82803	109.86665	-28.240374	-467.2213	1000.0	44000
12	-0.050595213	370.29532	-13.144977	5.1664004	13.862695	-18.83537	0.014864615	-242.60707	116.51693	41.186657	-467.2213	1000.0	48000
13	-0.050218187	350.74573	-13.032627	5.3380294	13.862695	-19.003162	0.0148879755	-233.7252	117.235275	41.186657	-467.2213	1000.0	52000
14	-0.04970072	331.38004	-12.781723	5.5060363	13.862695	-19.032076	0.014904472	-224.5419	118.153625	41.186657	-467.2213	1000.0	56000
15	-0.049587727	318.5567	-12.005322	6.3497543	13.862695	-19.032076	0.014917481	-210.58907	125.87538	41.186657	-467.2213	1000.0	60000
16	-0.047303148	306.7454	-11.176395	7.4202776	18.18276	-19.232212	0.015023	-196.9686	133.28185	74.5537	-467.2213	1000.0	64000
17	-0.04730621	293.8808	-10.761267	8.089632	18.18276	-19.232212	0.015022874	-186.43217	138.2842	159.10226	-467.2213	1000.0	68000
18	-0.04727172	283.8278	-10.074236	8.701161	18.18276	-19.232212	0.015030573	-174.11314	144.97705	159.10226	-467.2213	1000.0	72000
19	-0.04731177	273.97653	-9.6304865	9.337057	18.18276	-19.232212	0.015036619	-164.63977	149.61232	185.05363	-467.2213	1000.0	76000
20	-0.045658685	267.31985	-8.396288	10.776531	19.297846	-19.232212	0.015038977	-146.54326	167.02753	307.4595	-467.2213	1000.0	80000
21	-0.043999143	260.14032	-7.7163386	11.434669	19.297846	-19.682634	0.015062709	-136.90251	172.27025	307.4595	-467.2213	1000.0	84000
22	-0.044039257	257.78464	-6.839647	12.216562	20.03242	-20.065145	0.015073076	-122.78967	180.40105	307.4595	-467.2213	1000.0	88000
23	-0.04430975	254.6245	-6.056346	12.942933	21.345215	-20.818779	0.015081409	-110.02051	186.77266	307.4595	-467.2213	1000.0	92000
24	-0.04436184	251.23463	-5.593509	13.381844	23.062395	-20.818779	0.015082851	-100.430786	192.38657	401.63095	-467.2213	1000.0	96000
25	-0.044435523	250.4075	-4.3631268	14.461786	26.248886	-20.818779	0.015081559	-83.27986	206.88445	410.74466	-467.2213	1000.0	100000
26	-0.04446785	246.40526	-3.792725	14.900703	26.248886	-24.119247	0.015081032	-75.40751	207.11836	410.74466	-467.2213	1000.0	104000
27	-0.044527438	248.74403	-3.2204106	15.473615	29.019485	-24.119247	0.015086289	-64.77076	213.19133	448.95505	-467.2213	1000.0	108000
28	-0.04470936	248.62857	-2.0613837	16.431276	32.070633	-24.119247	0.0150859635	-48.65347	225.61566	450.762	-467.2213	1000.0	112000
29	-0.04472082	245.72026	-1.5468074	16.80533	32.070633	-27.89012	0.015094344	-41.70886	225.97221	450.762	-467.2213	1000.0	116000
30	-0.04478777	244.08446	-1.1319091	17.146164	32.33762	-27.89012	0.015095527	-35.71965	227.15135	450.762	-467.2213	1000.0	120000
31	-0.044770204	248.65057	-0.3827198	17.806345	36.01617	-27.89012	0.015096107	-24.388279	237.41548	597.17426	-467.2213	1000.0	124000
32	-0.04380636	250.58267	0.74883753	18.688963	38.355087	-27.89012	0.015096525	-10.139378	247.23515	597.17426	-467.2213	1000.0	128000
33	-0.04391648	250.01802	1.2476963	19.246353	41.200035	-31.26479	0.015097272	-1.3679066	250.7553	597.17426	-467.2213	1000.0	132000
34	-0.04391417	249.17444	2.031626	19.956137	43.190342	-31.26479	0.015100725	9.28611	255.42445	597.17426	-467.2213	1000.0	136000
35	-0.042995136	252.2068	2.724249	20.55823	43.619408	-32.074444	0.01517049	17.750814	257.37347	597.17426	-467.2213	1000.0	140000
36	-0.04306702	254.00456	3.6615894	21.430777	46.80535	-40.826607	0.015169799	30.239027	266.52847	636.0219	-467.2213	1000.0	144000
37	-0.04223448	256.11584	4.374012	22.004147	46.80535	-40.947166	0.015172889	38.261627	269.71017	636.0219	-467.2213	1000.0	148000
38	-0.04234267	257.79706	4.9577107	22.52023	48.522682	-40.947166	0.015170077	46.643093	273.66763	675.7696	-467.2213	1000.0	152000
39	-0.042396136	259.01572	5.7533307	23.073215	50.066666	-40.947166	0.015166996	56.197197	276.83978	675.7696	-467.2213	1000.0	156000
40	-0.041652076	264.3717	6.6336126	23.838856	54.95185	-40.947166	0.01517508	68.814735	289.43536	844.69025	-467.2213	1000.0	160000
41	-0.0416989	267.0787	7.035904	24.257788	56.61903	-40.947166	0.015173297	74.8099	288.63858	844.69025	-467.2213	1000.0	164000
42	-0.041053932	271.15988	8.118606	25.154968	59.657692	-40.947166	0.015193092	88.05308	298.0454	844.69025	-467.2213	1000.0	168000
43	-0.040360317	274.43958	9.36785	26.182638	63.365635	-40.947166	0.015222255	103.21957	310.64954	844.69025	-467.2213	1000.0	172000
44	-0.040398095	277.03214	9.950372	26.741755	65.76861	-40.947166	0.01522215	111.3285	317.14667	882.9798	-467.2213	1000.0	176000
45	-0.039793566	284.95438	11.028758	27.641655	68.57156	-40.947166	0.015220382	124.58611	327.4327	913.2612	-467.2213	1000.0	180000
46	-0.039279513	298.97003	12.270743	28.675219	72.549934	-40.947166	0.015217092	139.7351	339.65433	917.43976	-467.2213	1000.0	184000
47	-0.039318237	304.87302	13.470319	29.690607	75.56904	-40.947166	0.015212536	154.20752	350.62814	1043.1265	-467.2213	1000.0	188000
48	-0.039377272	309.07397	14.573755	30.602463	77.69046	-40.947166	0.015212744	167.53658	359.60587	1043.1265	-467.2213	1000.0	192000
49	-0.03942185	318.75854	15.91125	31.70336	81.74123	-40.947166	0.015212206	183.8877	373.63538	1054.8342	-467.2213	1000.0	196000
