epoch	pi-loss	q-loss	average-q1-values	std-q1-values	max-q1-values	min-q1-values	average-q2-values	std-q2-values	max-q2-values	min-q2-values	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	average-test-episode-return	std-test-episode-return	max-test-episode-return	min-test-episode-return	test-episode-length	entropy-coeff	total-env-interacts	entropy-coeff-loss
1	-17.193115	4.1820164	14.862164	10.535015	73.56404	-12.939595	14.862677	10.539214	73.65397	-7.5232654	18.06548	17.773342	132.01402	5.7426605	22.346369	80.259964	4.284818	87.146805	74.06007	44.1	0.35944587	4000	-2.076007
2	-46.50301	31.296692	42.69392	33.543423	203.81776	-37.164993	42.691414	33.558254	210.31958	-32.2803	30.692453	45.569847	225.27534	5.7426605	27.303755	146.63037	66.474365	217.42876	74.06007	69.7	0.24634694	8000	-0.9216495
3	-71.10295	50.268677	67.053825	47.091053	214.23521	-57.130653	67.05156	47.10138	217.88676	-45.543266	51.123135	69.785774	235.57817	5.7426605	35.608307	167.74614	62.11173	223.5424	74.06007	79.4	0.20736788	12000	-0.5887842
4	-87.92247	54.739243	83.896065	55.10171	227.92076	-70.592834	83.89498	55.109287	224.7029	-58.349308	68.27532	82.65221	235.57817	5.7426605	42.32804	181.8837	59.11381	230.08514	74.06007	85.275	0.1883916	16000	-0.43419242
5	-99.74824	58.651108	95.71815	59.9507	281.2881	-77.69922	95.71673	59.955883	279.64197	-76.90855	80.793236	106.7711	1258.165	5.7426605	48.780487	334.0639	316.5884	1030.5027	74.06007	247.84	0.1800401	20000	-0.33687776
6	-111.13558	63.147022	107.049805	63.394543	281.2881	-109.4199	107.0484	63.397915	279.64197	-93.034805	89.88956	120.397446	1258.165	5.638154	55.42725	333.1221	289.02292	1030.5027	74.06007	235.63333	0.1753565	24000	-0.28058153
7	-121.14428	69.38476	117.07403	66.813896	281.2881	-113.44169	117.071594	66.816864	281.6473	-120.179016	101.961464	128.34372	1258.165	5.638154	61.135372	328.27658	267.88126	1030.5027	74.06007	223.25714	0.17429854	28000	-0.23345678
8	-129.94835	73.261055	125.94103	70.75395	302.45633	-143.78003	125.938324	70.75591	307.8602	-147.30983	112.396324	130.80617	1258.165	5.638154	65.17312	327.2484	250.60373	1030.5027	74.06007	211.875	0.17328157	32000	-0.21012856
9	-136.3408	76.44429	132.44418	73.33442	379.25534	-301.53098	132.44156	73.33609	387.31442	-257.88214	123.81682	137.48085	1258.165	5.638154	69.23077	403.73538	339.90668	1518.6433	74.06007	246.03334	0.16827141	36000	-0.18535446
10	-142.00943	79.69242	138.142	75.33913	379.25534	-301.53098	138.13951	75.34	387.31442	-257.88214	129.90265	153.65288	1258.165	5.638154	74.76636	406.86105	339.3288	1518.6433	74.06007	254.48	0.16866794	40000	-0.1609609
11	-147.43375	82.23683	143.61632	77.241554	379.25534	-301.53098	143.61394	77.24083	387.31442	-257.88214	138.48355	155.49469	1258.165	5.638154	78.57143	400.0115	324.26807	1518.6433	74.06007	245.52727	0.16879356	44000	-0.14951386
12	-151.74287	83.66605	148.01013	78.77334	379.25534	-301.53098	148.00793	78.771515	387.31442	-257.88214	146.137	157.25417	1258.165	5.638154	81.355934	400.4222	310.59488	1518.6433	74.06007	241.81667	0.16576	48000	-0.13990691
13	-154.83476	83.82045	151.18576	79.36435	379.25534	-301.53098	151.18413	79.36143	387.31442	-257.88214	153.42062	165.23718	1258.165	5.638154	86.23549	407.25113	299.40387	1518.6433	74.06007	246.57692	0.16237344	52000	-0.12762035
14	-157.2133	82.90129	153.6584	79.43151	379.25534	-301.53098	153.65717	79.42813	387.31442	-257.88214	160.50319	170.73734	1258.165	5.638154	90.90909	452.80606	331.99442	1518.6433	74.06007	300.39285	0.15908375	56000	-0.120402314
15	-158.84042	81.18458	155.38486	78.86014	379.25534	-301.53098	155.3839	78.856285	387.31442	-257.88214	167.50677	187.78442	1446.1287	5.638154	96.30819	440.53543	324.09763	1518.6433	74.06007	288.62668	0.15530019	60000	-0.11136138
16	-160.0772	79.572975	156.71886	78.07125	379.25534	-301.53098	156.71805	78.06701	387.31442	-257.88214	171.73787	184.1597	1446.1287	5.638154	97.41248	452.74634	320.4238	1518.6433	74.06007	294.29376	0.15145162	64000	-0.10928833
17	-160.75502	77.746284	157.50002	77.12858	379.25534	-301.53098	157.49933	77.12425	387.31442	-257.88214	178.87503	194.88774	1446.1287	5.638154	101.94903	496.627	366.3324	1597.5453	74.06007	315.68823	0.14727807	68000	-0.10371371
18	-161.03523	75.99225	157.8868	76.113144	379.25534	-301.53098	157.88626	76.10852	387.31442	-257.88214	187.09203	202.03035	1446.1287	5.638154	104.80349	474.78616	369.53354	1597.5453	14.459051	301.1722	0.14281367	72000	-0.09858959
19	-161.0444	74.47024	157.99055	75.085815	379.25534	-301.53098	157.99022	75.080986	387.31442	-257.88214	194.42581	209.88031	1446.1287	5.638154	108.10811	450.83762	373.75403	1597.5453	14.459051	286.30527	0.13886511	76000	-0.093187146
