epoch	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	pi-loss	v-loss	average-v-values	std-v-values	max-v-values	min-v-values	total-env-interacts
43	-268.4051	97.77499	-126.569496	-392.34012	1000.0	6.1602964	296.8302	-25.084448	1.8131427	-8.51975	-29.020182	172000
44	-298.34134	117.3629	-147.17831	-471.51785	1000.0	-3.3106422	243.18127	-26.205946	2.9273775	-10.522833	-30.18739	176000
45	-251.52235	34.110012	-202.39589	-294.76135	1000.0	4.913548	167.75201	-22.806313	1.2761581	-15.9003105	-27.66714	180000
46	-275.02142	33.24421	-227.54646	-312.39584	1000.0	-3.0859268	202.9816	-24.117958	0.8716977	-21.772802	-28.09604	184000
47	-318.87817	55.311302	-268.01358	-401.77603	1000.0	-7.5520406	213.01244	-27.933723	1.3077706	-23.716806	-30.85367	188000
48	-200.63647	48.509483	-136.75652	-259.8672	1000.0	13.794671	158.90572	-18.623688	1.8721561	-11.978809	-25.75321	192000
49	-303.60114	75.58391	-184.88654	-373.5448	1000.0	-13.668155	318.0985	-26.433496	1.6988143	-23.578905	-30.016031	196000
50	-274.79327	37.245113	-246.26828	-338.80594	1000.0	3.205347	354.31714	-25.040369	1.1104401	-20.149364	-29.971	200000
51	-296.94827	58.28636	-235.86049	-390.90125	1000.0	-5.1393223	149.0467	-27.247942	1.0318531	-24.851946	-30.79247	204000
52	-255.52193	22.048416	-219.87093	-279.9781	1000.0	6.2797337	186.8989	-23.448854	1.5724777	-11.827707	-27.936312	208000
53	-301.1441	13.712129	-288.7433	-322.28912	1000.0	-5.3462286	200.29936	-25.412931	0.742541	-22.211452	-28.22417	212000
54	-251.58359	13.031188	-236.16853	-272.14996	1000.0	3.0987895	218.79419	-23.435331	0.8965063	-18.955948	-27.416283	216000
55	-299.1021	80.08958	-191.76443	-387.01468	1000.0	-5.7077475	258.1526	-25.83015	0.7464583	-23.454678	-29.086582	220000
56	-298.84735	72.07842	-203.13771	-387.85764	1000.0	-2.577675	248.66336	-26.529867	0.7011225	-23.589247	-29.959507	224000
57	-249.43816	80.54037	-129.76682	-333.50375	1000.0	5.070629	175.73987	-23.670744	1.9653747	-11.211538	-28.141348	228000
58	-257.43402	95.566154	-114.122856	-362.5187	1000.0	0.5122347	201.92497	-22.705791	2.3796036	-8.479069	-27.751673	232000
59	-272.70825	34.427166	-221.08145	-304.72977	1000.0	-2.7481976	259.56348	-24.489466	0.87702686	-19.42577	-28.415176	236000
60	-287.80292	39.643925	-249.32713	-344.4331	1000.0	-3.0354488	155.37851	-26.169788	0.7696686	-23.5374	-29.567616	240000
61	-336.2722	46.319813	-268.42038	-383.41818	1000.0	-7.4108396	270.94067	-29.609907	0.9600328	-27.083675	-32.406414	244000
62	-258.422	46.567398	-187.00404	-305.31464	1000.0	8.50009	223.71286	-24.6253	1.50745	-15.420964	-28.68455	248000
63	-255.93825	41.73144	-207.01674	-310.11707	1000.0	1.393359	165.68338	-23.467703	1.2916793	-17.089806	-28.36206	252000
64	-299.20764	51.311752	-217.12003	-352.36374	1000.0	-5.534855	220.9779	-26.5089	0.7818014	-23.970865	-29.656288	256000
65	-192.82489	47.972134	-145.21574	-269.82928	1000.0	12.879609	188.56467	-18.761518	1.7611568	-5.7658234	-25.811607	260000
66	-256.89325	61.699352	-191.7444	-350.98206	1000.0	-6.4989223	229.63751	-22.789192	0.8395421	-19.720339	-27.161959	264000
67	-276.0574	49.588703	-213.72202	-351.08554	1000.0	-3.9520984	279.08722	-25.100634	1.0937408	-22.695278	-29.674192	268000
68	-228.6421	69.913086	-136.9804	-299.60175	1000.0	6.283124	145.78815	-21.495586	1.244137	-15.710487	-25.772915	272000
69	-204.24628	100.82059	-127.684746	-374.8667	1000.0	4.5048604	149.3232	-17.584883	3.7441814	-5.1298513	-27.903456	276000
70	-205.08685	31.415623	-162.34775	-248.01663	1000.0	-5.845126	197.55026	-19.59733	0.82354265	-16.300972	-25.066343	280000
71	-256.26492	54.305855	-168.68535	-308.41782	1000.0	-4.769557	199.8688	-21.764418	0.8751192	-18.308907	-26.88951	284000
72	-215.02295	70.92007	-111.28626	-286.43118	1000.0	2.506772	137.4852	-20.181458	1.063148	-15.741255	-24.955639	288000
73	-241.07413	48.901215	-187.18927	-319.1257	1000.0	-3.2986903	228.49045	-22.192307	0.8463987	-18.817123	-26.988594	292000
74	-255.31532	80.12031	-138.67242	-333.44	1000.0	-1.3746147	283.64917	-22.022898	1.0163038	-17.681023	-27.760624	296000
75	-257.2329	81.01875	-160.13715	-371.18176	1000.0	-2.8717747	224.19656	-22.967222	1.3234311	-18.593878	-29.101896	300000
76	-270.07794	17.069508	-253.11871	-297.18015	1000.0	-2.789824	150.18044	-23.982878	0.92520034	-20.093458	-29.04552	304000
77	-213.11867	68.447655	-132.27829	-314.74387	1000.0	6.075973	182.24176	-19.889145	1.2199936	-10.695991	-26.325033	308000
78	-239.19391	48.081985	-191.29034	-307.17496	1000.0	-2.469728	149.8804	-21.173145	0.87208694	-18.120125	-26.270782	312000
79	-267.1564	42.58804	-211.91034	-320.50803	1000.0	-4.4604692	139.85854	-23.75938	1.0198641	-21.013319	-28.18126	316000
80	-182.71887	38.325783	-122.824554	-224.06937	1000.0	10.131317	134.84145	-16.678024	1.7261223	-10.840085	-22.416046	320000
81	-286.5821	80.38191	-207.06229	-420.78107	1000.0	-14.084904	242.13268	-24.84552	1.7584273	-21.615526	-29.562101	324000
82	-289.85892	59.73486	-226.80023	-371.61197	1000.0	-3.444321	244.97104	-26.764723	1.4731573	-22.692934	-30.953308	328000
83	-196.29753	54.400723	-130.19768	-278.45578	1000.0	12.881613	204.91528	-19.654766	2.128999	-10.231226	-26.797318	332000
84	-219.36897	29.915539	-167.9641	-240.78822	1000.0	-0.17118025	177.57837	-19.435469	1.132407	-14.591848	-24.691397	336000
85	-258.3061	22.564339	-221.24591	-281.89276	1000.0	-7.731824	133.87177	-23.979015	1.1136359	-21.096722	-27.62336	340000
86	-222.29324	12.651786	-207.4658	-236.00703	1000.0	3.9014432	163.49603	-21.797796	0.74507433	-18.870317	-25.627018	344000
87	-218.92682	85.9876	-120.806915	-333.3461	1000.0	2.186987	244.09967	-20.347246	1.0170754	-10.917255	-25.093632	348000
88	-212.49771	72.23485	-104.052574	-303.84317	1000.0	0.8972764	179.8105	-19.951794	1.2938248	-8.937525	-25.057909	352000
89	-192.61432	53.018757	-131.25818	-275.61807	1000.0	3.0320063	181.93762	-17.95458	1.4020909	-13.347392	-24.227098	356000
90	-247.76086	32.93019	-204.72543	-294.34784	1000.0	-6.1972685	214.22688	-21.800423	0.78266543	-19.125694	-25.547628	360000
91	-258.1562	50.233288	-187.8852	-324.52908	1000.0	-3.3275182	250.28459	-23.7925	0.90873337	-20.8995	-27.587965	364000
92	-163.25217	17.896635	-133.69061	-181.80203	1000.0	13.214683	121.58998	-15.214109	1.9642437	-5.620812	-19.57698	368000
93	-230.18106	20.915342	-195.40204	-246.96278	1000.0	-9.022316	214.61594	-20.725637	0.7802582	-18.126947	-23.362028	372000
94	-252.7586	14.429471	-234.8042	-275.13434	1000.0	-3.0536828	125.08978	-22.097254	0.7177339	-19.64993	-25.416489	376000
95	-211.62311	16.49818	-194.11256	-237.91754	1000.0	3.6664462	189.1943	-19.781849	0.77931494	-16.72493	-22.758196	380000
96	-223.3081	25.033995	-197.13074	-257.15323	1000.0	-1.1995623	305.2376	-20.363178	0.5082147	-18.116274	-23.215944	384000
97	-222.1467	49.199726	-174.98186	-297.0101	1000.0	0.0039805174	192.004	-19.971256	0.5776736	-16.092628	-23.28481	388000
98	-213.77003	51.36171	-127.09479	-253.74635	1000.0	0.72932506	190.14438	-19.288822	0.58326095	-14.743719	-21.48049	392000
99	-204.28897	55.790054	-124.35699	-281.70535	1000.0	0.7799678	167.15376	-19.328405	0.91104305	-11.800503	-22.958132	396000
100	-188.84924	25.197847	-148.88191	-218.28116	1000.0	2.3491259	153.55013	-16.931202	0.68216735	-14.37389	-19.86763	400000
101	-202.9386	37.938313	-172.593	-266.16113	1000.0	-2.1984432	109.42604	-18.010914	0.54149354	-14.722067	-20.452269	404000
102	-213.06503	58.50334	-147.88324	-292.67264	1000.0	-2.1282072	182.1412	-18.738367	0.5073965	-15.727457	-21.287909	408000
103	-220.0224	42.918247	-150.998	-266.45193	1000.0	-2.8087482	151.5907	-20.220722	0.65776473	-17.541742	-23.63766	412000
104	-192.58693	84.121735	-68.85916	-306.37302	1000.0	4.3132505	134.76361	-17.288067	1.9090036	-6.403888	-23.826317	416000
105	-239.64957	59.48557	-147.93356	-304.7757	1000.0	-6.505858	160.41812	-21.392616	1.3099866	-15.614907	-24.803291	420000
106	-205.50974	67.56356	-142.81587	-318.5101	1000.0	2.6216514	169.63806	-19.877583	2.2392645	-13.40839	-25.624716	424000
107	-244.39749	94.177704	-84.07855	-326.10345	1000.0	-4.059616	300.7401	-21.62989	1.678849	-13.264375	-27.192558	428000
108	-162.86627	80.69109	-61.610943	-270.24432	1000.0	10.427356	167.70494	-14.095329	3.6713922	-5.826818	-24.468157	432000
109	-201.50604	45.059254	-170.62143	-278.94992	1000.0	-5.8149223	118.1345	-18.221478	3.402943	-12.267693	-26.503927	436000
110	-178.13567	41.776688	-131.52272	-226.17474	1000.0	0.022742033	172.14282	-16.175468	0.85800433	-12.470206	-21.184177	440000
111	-223.83176	26.233496	-198.48921	-267.83267	1000.0	-6.664489	161.47876	-20.13265	0.856649	-16.05931	-25.596163	444000
112	-237.55524	45.353592	-168.13417	-294.88538	1000.0	-1.9032574	268.19568	-20.540367	0.786379	-16.83118	-24.838152	448000
113	-254.93253	48.696674	-179.52406	-301.5156	1000.0	-4.7130933	176.58994	-23.83284	1.0459467	-21.196617	-27.70975	452000
114	-153.25616	28.520216	-114.16191	-192.22879	1000.0	13.914635	116.5435	-13.691941	1.2629837	-9.294196	-21.520462	456000
115	-237.55434	57.76325	-157.42911	-318.59036	1000.0	-11.455411	176.96614	-20.644617	0.8608882	-16.244625	-25.137526	460000
116	-179.90816	29.445076	-131.31837	-210.1741	1000.0	6.170725	104.009674	-17.886303	0.94788104	-12.589748	-21.902468	464000
117	-149.67725	50.371376	-64.96937	-194.40247	1000.0	5.742607	217.41956	-14.450539	1.1995033	-5.214683	-21.478868	468000
118	-179.9562	44.848625	-110.49901	-234.96307	1000.0	-3.0235076	158.2697	-17.750492	1.7210395	-12.587971	-23.858349	472000
119	-188.31567	40.238403	-125.10566	-236.97487	1000.0	-0.548952	164.36479	-17.381676	0.7459743	-14.042602	-23.408365	476000
120	-171.51529	39.863403	-109.63044	-211.55402	1000.0	2.5566037	146.52501	-14.977576	0.81425786	-11.956191	-19.11628	480000
121	-194.73407	61.75732	-123.45587	-269.68655	1000.0	-3.901702	100.5213	-18.322329	3.193398	-12.170512	-25.589706	484000
122	-177.05444	67.93006	-64.6323	-241.74704	1000.0	1.930232	260.06543	-15.953937	2.5158854	-4.7592683	-23.48208	488000
123	-224.1077	30.420507	-186.50694	-268.5484	1000.0	-7.471175	212.33502	-19.534996	0.8051853	-16.314608	-23.30022	492000
124	-273.8425	41.010723	-224.05397	-333.88422	1000.0	-7.3439174	171.73174	-24.29237	1.4381783	-16.302803	-27.640104	496000
125	-238.63422	55.33092	-176.97536	-312.3462	1000.0	3.3944683	143.26855	-22.39985	2.3510418	-14.273066	-27.489683	500000
126	-258.3437	62.017677	-174.95216	-327.28806	1000.0	-1.5875192	172.36215	-24.23497	2.1449976	-17.031662	-27.798763	504000
127	-218.02388	38.969467	-159.13322	-258.82834	1000.0	4.772218	133.99876	-20.81588	1.4775715	-16.523151	-25.23292	508000
128	-263.80356	31.93528	-211.47151	-298.02292	1000.0	-4.9385996	226.62271	-22.283821	0.65132034	-19.206667	-25.53124	512000
129	-178.31995	44.228786	-120.52669	-241.5447	1000.0	8.388099	133.62796	-16.916224	0.9254614	-12.684618	-20.941961	516000
130	-151.31848	48.858143	-104.5326	-233.11307	1000.0	4.117394	104.87599	-14.226762	0.9841112	-9.479533	-18.934614	520000
131	-170.1367	61.890774	-120.788925	-273.38556	1000.0	-1.8212162	231.43127	-15.528002	1.0218062	-10.22614	-19.371881	524000
132	-168.10571	57.506134	-101.270004	-255.22044	1000.0	0.04999113	178.59172	-15.668852	1.0052412	-10.691025	-19.398281	528000
133	-195.66547	88.06122	-103.656334	-333.07727	1000.0	-3.1007345	145.90494	-18.07682	5.4890733	-6.886986	-24.536686	532000
134	-191.74118	54.34723	-122.13518	-267.99182	1000.0	-3.8381374	172.14005	-17.94873	3.0318947	-11.699426	-24.853552	536000
135	-164.84462	72.35133	-75.8187	-275.48752	1000.0	1.7997184	260.29846	-15.752837	1.3499998	-11.223466	-24.569191	540000
136	-181.14134	74.366714	-69.00344	-249.6177	1000.0	-0.1902672	226.0183	-16.900208	2.1868045	-4.7833576	-24.763115	544000
137	-226.92755	70.811615	-122.85552	-307.55762	1000.0	-7.0282927	222.02922	-21.130442	1.0172919	-16.522808	-25.362867	548000
138	-213.53027	106.54139	-127.75243	-391.8376	1000.0	2.4589524	293.06372	-19.39922	1.8103861	-8.539583	-26.685577	552000
139	-191.50151	47.717644	-127.80937	-256.0505	1000.0	2.689608	249.23671	-17.29503	1.0678847	-12.531107	-23.503073	556000
140	-170.19542	38.041718	-142.32886	-235.73509	1000.0	1.9321772	169.3165	-16.112608	0.88636184	-12.069791	-20.270529	560000
141	-177.7243	73.63752	-89.20974	-293.48267	1000.0	0.15852523	157.18686	-15.161219	1.3317254	-10.265524	-22.778809	564000
142	-183.95465	43.422405	-130.45529	-247.88751	1000.0	-2.8487651	126.255745	-17.06898	0.8643963	-11.753976	-22.04348	568000
143	-191.0117	35.02663	-157.64458	-249.69296	1000.0	-0.6304079	146.24405	-17.561848	0.7313326	-14.912113	-22.504845	572000
144	-166.37024	23.586296	-139.03937	-194.23615	1000.0	3.3287625	159.93413	-14.348435	0.8254054	-11.281763	-19.632385	576000
145	-154.91153	87.18595	-58.13123	-278.2878	1000.0	0.5839039	218.68283	-14.526335	5.052728	-6.2174854	-24.540665	580000
146	-212.1755	25.692425	-185.74635	-247.42892	1000.0	-8.501453	105.248024	-19.834438	2.0086236	-14.955713	-24.976864	584000
147	-181.01514	35.360157	-140.35478	-231.09457	1000.0	4.5310545	200.3768	-16.631899	1.4594419	-12.9229965	-22.813498	588000
148	-180.90973	47.84315	-99.322945	-221.38719	1000.0	-0.022746086	103.511795	-16.85845	1.6684115	-11.956637	-23.267757	592000
149	-203.53824	70.38595	-89.62274	-279.4543	1000.0	-2.0088568	121.23947	-17.348125	2.888117	-8.952423	-23.959703	596000
150	-206.21426	60.34799	-158.79756	-309.78772	1000.0	-3.2176235	200.36725	-19.028435	1.1951222	-15.296864	-23.845243	600000
