epoch	pi-loss	q-loss	average-q1-values	std-q1-values	max-q1-values	min-q1-values	average-q2-values	std-q2-values	max-q2-values	min-q2-values	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	average-test-episode-return	std-test-episode-return	max-test-episode-return	min-test-episode-return	test-episode-length	entropy-coeff	total-env-interacts	entropy-coeff-loss
1	-11.123334	1.3684806	9.771081	3.0487204	24.856699	-0.5013555	9.771213	3.0495791	24.228714	-0.47291535	-359.09488	69.46367	-253.94499	-425.35153	1000.0	-346.27594	71.97332	-156.40062	-417.69714	1000.0	0.31599936	4000	-11.98039
2	-14.1553545	1.8532703	13.116352	4.704037	34.886528	-0.5013555	13.116455	4.7085776	34.836487	-0.47291535	-336.32993	62.675434	-253.94499	-425.35153	1000.0	-294.88333	98.800766	-136.00845	-417.69714	1000.0	0.15375876	8000	-8.138466
3	-15.292663	2.0780578	14.467292	5.928145	59.780674	-0.8275733	14.467565	5.933584	60.28648	-1.7841455	-235.17879	267.91898	605.3894	-425.35153	1000.0	-146.82805	243.33572	487.68222	-417.69714	1000.0	0.10202412	12000	-5.255826
4	-16.17704	2.3887577	15.455391	9.441585	83.08006	-2.20226	15.455967	9.444465	84.28464	-2.563241	-81.80171	442.03613	1280.2241	-425.35153	1000.0	-9.685051	342.45258	887.749	-417.69714	1000.0	0.0785436	16000	-3.8113313
5	-17.55665	3.0888295	16.894695	14.4613	115.268616	-5.970793	16.895548	14.462954	114.093506	-5.2556796	98.41597	687.1185	2327.815	-425.35153	1000.0	391.11633	908.09827	2500.354	-417.69714	1000.0	0.065264694	20000	-2.9908693
6	-20.814022	4.3154955	20.187727	22.121622	140.49345	-9.074969	20.18856	22.123047	140.22836	-9.942071	456.47705	1018.4804	2434.2856	-425.35153	1000.0	763.6998	1176.2418	2819.7227	-417.69714	1000.0	0.05823997	24000	-2.3976297
7	-25.997025	5.6331205	25.393742	30.638851	162.18193	-10.858338	25.394642	30.640312	159.86786	-11.282059	769.2292	1215.3658	2792.1274	-425.35153	1000.0	861.9651	1163.2162	2947.607	-417.69714	1000.0	0.055556253	28000	-2.0077994
8	-32.46418	6.8708563	31.88732	39.126137	185.5157	-11.324451	31.888157	39.127594	184.5726	-11.282059	1041.1636	1350.7614	3489.2034	-425.35153	1000.0	1135.1134	1338.0472	3629.0876	-417.69714	1000.0	0.055008467	32000	-1.7431489
9	-39.75157	8.138985	39.20047	47.619865	225.89265	-12.629297	39.2013	47.621403	222.6905	-12.8367195	1324.1678	1509.5104	4223.5806	-425.35153	1000.0	1426.0917	1509.2963	4169.4346	-417.69714	1000.0	0.054872938	36000	-1.5438544
10	-47.733555	9.549146	47.20944	56.24215	253.975	-15.124584	47.210182	56.243576	255.24094	-14.1301775	1567.085	1610.2699	4304.9463	-425.35153	1000.0	1698.1193	1648.6154	4315.0444	-417.69714	1000.0	0.055582274	40000	-1.3764421
11	-56.173187	11.043863	55.677277	64.74988	275.96875	-16.528679	55.678074	64.751396	277.7971	-15.292665	1800.7778	1705.544	4483.329	-425.35153	1000.0	1957.6587	1773.5044	4692.0522	-417.69714	1000.0	0.05701791	44000	-1.245098
