epoch	pi-loss	v-loss	average-v-values	std-v-values	max-v-values	min-v-values	kl	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	total-env-interacts
1	-0.020153314	7.77261	2.547628	1.6821961	4.8252673	-2.3365512	0.017131008	8.308269	3.3316236	27.253134	3.030921	15.163498	4000
2	-0.023136955	10.302501	3.1939282	2.4079752	7.590599	-4.4909773	0.017942272	9.142404	4.3713713	37.008068	3.030921	16.246939	8000
3	-0.025643522	15.014607	3.9468884	3.1655762	10.45201	-7.9802814	0.017482398	10.233504	5.722439	50.41459	3.030921	17.544117	12000
4	-0.026535634	22.382877	4.870802	4.0515947	13.67145	-7.9802814	0.01732044	11.590134	7.5307336	70.39054	3.030921	19.287971	16000
5	-0.026001966	81.334366	6.639357	5.9811544	19.922115	-7.9802814	0.017292047	13.720819	14.051714	225.23338	3.030921	21.628008	20000
6	-0.024762565	229.6239	9.461987	8.791131	26.732588	-7.9802814	0.017057067	17.178707	24.739868	280.7702	3.030921	24.594398	24000
7	-0.023140403	395.41312	12.745504	11.462179	32.69957	-7.9802814	0.015801063	21.67376	34.296963	280.7702	3.030921	27.318407	28000
8	-0.021961683	498.49454	15.712733	13.315701	36.783478	-7.9802814	0.014896886	26.036446	40.567917	280.7702	3.030921	29.732126	32000
9	-0.020971943	636.73724	18.536774	14.879808	41.13103	-7.9802814	0.014061357	30.618109	47.407467	335.95444	3.030921	32.051422	36000
10	-0.020012032	763.68243	21.18822	16.203068	45.05302	-7.9802814	0.013270775	35.211857	53.65868	335.95444	3.030921	34.253548	40000
11	-0.01908762	865.2768	23.677912	17.339489	48.57506	-7.9802814	0.012607389	39.66323	58.814262	335.95444	3.030921	36.2982	44000
12	-0.018666638	970.5466	26.03403	18.348497	51.951565	-7.9802814	0.0120802	44.149513	64.107864	335.95444	3.030921	38.38755	48000
13	-0.01810155	1057.2052	28.287222	19.27959	55.406013	-7.9802814	0.011694266	48.624634	69.09269	335.95444	3.030921	40.4378	52000
14	-0.01755715	1143.6731	30.160929	20.050539	59.445087	-7.9802814	0.011275674	52.84266	73.87663	351.13806	3.030921	42.32202	56000
15	-0.017245797	1187.2454	31.973791	20.786907	62.769745	-7.9802814	0.0109395515	56.896885	77.71579	351.13806	3.030921	44.15177	60000
16	-0.016975503	1217.2982	33.70942	21.50658	65.8067	-7.9802814	0.0106794685	60.941734	81.279366	351.13806	3.030921	45.97743	64000
17	-0.016796503	1250.429	35.370155	22.21088	68.91412	-7.9802814	0.010527411	64.985565	84.74486	351.13806	3.030921	47.68626	68000
18	-0.01651485	1276.7916	36.963276	22.898363	72.01178	-7.9802814	0.01032663	68.98318	87.97466	351.13806	3.030921	49.341236	72000
19	-0.016304828	1296.881	38.517353	23.589317	74.909225	-7.9802814	0.010161226	72.98671	91.00168	351.13806	3.030921	50.957867	76000
20	-0.016062591	1315.7106	40.015987	24.274931	77.93372	-7.9802814	0.009990877	76.83028	93.90441	351.13806	3.030921	52.473866	80000
21	-0.01592937	1321.6692	41.478046	24.928402	80.52825	-7.9802814	0.009856101	80.39615	96.06761	351.13806	3.030921	53.841183	84000
22	-0.01575136	1327.3052	42.89138	25.583158	83.23898	-7.9802814	0.009726074	84.10887	98.403824	351.13806	3.030921	55.2332	88000
23	-0.015669705	1340.139	44.322468	26.274977	86.16994	-7.9802814	0.009601867	87.58613	100.84342	351.13806	3.030921	56.540104	92000
24	-0.015614644	1348.6246	45.7426	26.948023	88.78267	-7.9802814	0.0094887875	90.97041	103.05343	351.13806	3.030921	57.81524	96000
25	-0.015566731	1362.2614	47.15824	27.643162	91.55077	-7.9802814	0.009368351	94.51113	105.54748	351.13806	3.030921	59.117832	100000
26	-0.015168389	1370.2673	48.505432	28.286272	94.195114	-7.9802814	0.009597115	97.90181	107.57876	351.13806	3.030921	60.321297	104000
27	-0.015158059	1378.5538	49.876102	28.977308	96.87588	-7.9802814	0.00952621	101.18913	109.710945	366.63962	3.030921	61.516846	108000
28	-0.015243153	1387.4668	51.21349	29.657816	99.67836	-7.9802814	0.009486738	104.57807	111.9578	366.63962	3.030921	62.68284	112000
29	-0.015304303	1400.0767	52.55818	30.35662	102.52838	-7.9802814	0.009495394	107.85333	114.04998	366.63962	3.030921	63.757275	116000
30	-0.015331495	1406.6311	53.8683	31.04273	105.238	-7.9802814	0.009475517	111.27016	116.20978	366.63962	3.030921	64.894104	120000
31	-0.015312736	1411.8616	55.150547	31.728996	107.92465	-7.9802814	0.009426204	114.63701	118.3295	366.63962	3.030921	65.993805	124000
32	-0.015255796	1415.2517	56.424274	32.407166	110.6297	-7.9802814	0.009338142	117.8654	120.22995	366.63962	3.030921	67.00721	128000
33	-0.015215007	1411.8373	57.66862	33.080685	113.2108	-7.9802814	0.00931455	121.08087	122.07049	366.63962	3.030921	68.04258	132000
34	-0.015184267	1407.9868	58.899246	33.752045	115.76383	-7.9802814	0.009279214	124.163994	123.699715	366.63962	3.030921	69.00323	136000
35	-0.01515773	1399.2279	60.09917	34.405624	118.13118	-7.9802814	0.009205823	127.16425	125.200165	366.63962	3.030921	69.956566	140000
36	-0.015160133	1389.3381	61.277805	35.04386	120.44377	-7.9802814	0.009183027	130.05505	126.535324	366.63962	3.030921	70.859085	144000
37	-0.0151833985	1382.4393	62.45637	35.67899	122.717	-7.9802814	0.0091755055	132.89952	127.8583	366.63962	3.030921	71.729935	148000
38	-0.015295657	1376.794	63.625607	36.309994	124.851	-7.9802814	0.009171551	135.68372	129.06262	366.63962	3.030921	72.551445	152000
