epoch	pi-loss	v-loss	average-v-values	std-v-values	max-v-values	min-v-values	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	total-env-interacts
1	0.023313463	147.13211	2.6839695	2.5875227	5.315878	-4.8481755	17.95764	16.901573	102.0038	3.264744	35.8	4000
2	0.024611348	188.8465	3.2091086	4.015578	8.539038	-6.7572975	18.432295	19.36448	175.75859	3.264744	36.444443	8000
3	0.01589094	240.14702	4.322765	5.1629925	12.225287	-6.7572975	20.188707	22.56558	178.51215	3.264744	37.92857	12000
4	0.015635865	225.07188	4.910403	5.720636	14.387138	-6.7572975	21.06906	22.672998	178.51215	3.264744	38.34398	16000
5	0.008859503	229.04924	5.623495	6.3000197	16.601542	-6.7572975	21.758345	23.284184	181.84741	3.264744	38.955914	20000
6	0.005124966	215.13367	5.990268	6.70764	18.16542	-6.7572975	21.878305	23.146284	181.84741	3.264744	38.79402	24000
7	0.0026088166	214.10446	6.644108	7.1793957	19.814018	-6.7572975	22.592337	23.549114	181.84741	3.264744	39.42341	28000
8	-0.0023282263	221.0145	7.345166	7.765928	22.466015	-6.7572975	23.599028	24.638323	181.84741	3.264744	39.942307	32000
9	0.00080801384	226.02254	8.088707	8.457972	24.807463	-6.7572975	24.491915	25.636564	181.84741	3.264744	40.37054	36000
10	-0.0040305285	239.44482	9.0045595	9.227425	27.518806	-6.7572975	25.716846	26.937881	181.84741	3.264744	40.95163	40000
11	-0.003905543	262.91592	10.156783	10.2193365	31.17913	-15.517628	27.424284	29.17909	190.9292	3.264744	41.875977	44000
12	-0.0066455603	281.21353	11.393221	11.259401	34.50266	-15.517628	29.117832	31.022589	190.9292	3.264744	42.663013	48000
13	-0.009931588	322.17157	12.673822	12.434373	39.044052	-15.517628	30.943531	34.123894	238.41408	3.264744	43.569706	52000
14	-0.009253113	346.2139	14.157194	13.686525	41.75836	-15.517628	32.830414	36.20072	238.41408	3.264744	44.370823	56000
15	-0.009792493	383.93936	15.854753	15.064613	45.4413	-20.32868	34.973698	38.65432	267.1891	3.264744	45.35386	60000
16	-0.012127366	391.9033	17.03447	15.772596	45.685925	-20.32868	36.443172	39.512527	267.1891	3.264744	45.891273	64000
17	-0.0141711915	395.50665	18.007673	16.22325	46.365074	-23.664555	37.776386	40.30872	267.1891	3.264744	46.421425	68000
18	-0.0149458945	399.7272	19.11504	16.744755	48.240738	-23.664555	39.450035	41.395565	267.1891	3.264744	47.103985	72000
19	-0.015978491	416.93405	20.370455	17.375875	50.534767	-23.664555	41.101418	42.870564	267.1891	3.264744	47.654144	76000
20	-0.015732925	422.15518	21.540375	17.922197	52.933945	-23.664555	42.806892	44.16994	293.65985	3.264744	48.183456	80000
21	-0.016860237	424.6805	22.63719	18.424202	54.335285	-23.664555	44.35048	45.075214	293.65985	3.264744	48.766647	84000
22	-0.017227245	425.24823	23.464165	18.63385	54.335285	-23.664555	45.48624	45.318005	293.65985	3.264744	49.057636	88000
23	-0.01775855	424.49457	24.386337	18.944582	55.331264	-23.664555	46.9902	45.813423	293.65985	3.264744	49.442223	92000
24	-0.016743338	429.3251	25.336422	19.289467	56.930023	-23.664555	48.487995	46.510414	293.65985	3.264744	49.939785	96000
25	-0.016982201	426.19592	26.133385	19.571117	58.3694	-23.664555	49.815315	47.073257	293.65985	3.264744	50.470005	100000
26	-0.017704654	422.0313	26.88523	19.802155	59.330738	-23.664555	51.105453	47.25912	293.65985	3.264744	50.717743	104000
27	-0.016281411	417.03015	27.60943	20.006727	60.07335	-23.664555	52.379066	47.33871	293.65985	3.264744	50.90453	108000
28	-0.015286473	413.5671	28.256756	20.130983	60.352924	-23.664555	53.497112	47.393192	293.65985	3.264744	51.18989	112000
29	-0.014603533	409.49402	28.861881	20.268913	61.033466	-23.664555	54.587547	47.46996	293.65985	3.264744	51.410446	116000
30	-0.01443262	406.98615	29.541029	20.452541	62.251083	-23.664555	55.81218	47.660065	293.65985	3.264744	51.664886	120000
31	-0.014870933	410.51794	30.255081	20.66743	63.089283	-23.664555	56.914837	48.07922	293.65985	3.264744	52.022125	124000
32	-0.014675814	409.25092	30.910536	20.86685	64.17316	-23.664555	57.967655	48.301895	293.65985	3.264744	52.284023	128000
33	-0.013352699	407.28384	31.517853	21.022146	64.82239	-23.664555	59.031982	48.490406	293.65985	3.264744	52.571487	132000
34	-0.013384043	409.49466	32.147648	21.231205	66.67103	-23.664555	60.10402	48.946575	293.65985	3.264744	52.89501	136000
35	-0.013464229	417.55087	32.68456	21.35121	67.6408	-23.664555	61.00282	49.35876	293.65985	3.264744	53.069386	140000
36	-0.0134224035	423.15607	33.31311	21.546165	68.55214	-23.664555	62.075123	49.841434	293.65985	3.264744	53.36374	144000
37	-0.012881603	424.9876	33.86779	21.675148	68.96672	-23.664555	62.96861	50.01367	293.65985	3.264744	53.57437	148000
38	-0.01216171	427.82263	34.322727	21.72745	68.96672	-23.664555	63.804604	50.12723	293.65985	3.264744	53.72641	152000
39	-0.011408615	436.99008	34.89978	21.9018	69.709274	-23.664555	64.68561	50.532967	293.65985	3.264744	53.908764	156000
40	-0.010977035	441.53656	35.4918	22.100971	71.710526	-23.664555	65.68617	51.077076	293.65985	3.264744	54.227016	160000
41	-0.011995951	447.7455	36.04417	22.251272	72.1502	-23.664555	66.58677	51.508038	293.65985	3.264744	54.50688	164000
42	-0.012214905	456.73846	36.677864	22.527136	75.39689	-23.664555	67.68888	52.287205	293.65985	3.264744	54.819992	168000
43	-0.012614818	464.25354	37.28976	22.790598	77.04132	-23.664555	68.66118	52.91953	293.65985	3.264744	55.121433	172000
44	-0.013228205	470.70535	37.900864	23.077837	79.28678	-23.664555	69.68916	53.604256	293.65985	3.264744	55.441616	176000
45	-0.013368121	477.88608	38.536823	23.376102	80.98063	-23.664555	70.799644	54.276043	293.65985	3.264744	55.734444	180000
46	-0.013584558	484.9091	39.1201	23.61937	81.86488	-23.664555	71.691536	54.778755	293.65985	3.264744	55.952713	184000
47	-0.013977497	494.1112	39.70119	23.849228	82.5571	-23.664555	72.63381	55.417797	293.65985	3.264744	56.218605	188000
48	-0.014141601	500.99472	40.21808	24.031445	82.9343	-23.664555	73.47948	55.84168	293.65985	3.264744	56.445732	192000
49	-0.014308576	509.40665	40.85034	24.391922	87.48853	-33.75804	74.47901	56.713303	293.65985	3.264744	56.734535	196000
50	-0.014774919	518.1752	41.439983	24.663815	87.48853	-33.75804	75.29704	57.324066	300.89664	3.264744	57.026043	200000
51	-0.014894835	526.723	42.004047	24.920782	87.48853	-33.75804	76.16633	57.985054	300.89664	3.264744	57.28767	204000
52	-0.0148776565	534.3484	42.63104	25.265377	89.11902	-33.75804	77.16057	58.729362	300.89664	3.264744	57.584362	208000
53	-0.015856601	538.66235	43.15469	25.480965	89.11902	-33.75804	78.04361	59.234318	300.89664	3.264744	57.874718	212000
54	-0.015936105	546.39954	43.70673	25.733038	89.335075	-33.75804	78.986946	59.870792	300.89664	3.264744	58.13583	216000
55	-0.01682054	552.15186	44.26279	26.007381	91.70961	-33.75804	79.94436	60.517452	300.89664	3.264744	58.443157	220000
56	-0.017330673	557.033	44.88591	26.376516	94.999916	-33.75804	80.977264	61.326378	300.89664	3.264744	58.790894	224000
57	-0.017669944	561.4066	45.418602	26.659971	95.968056	-33.75804	81.853905	61.957012	300.89664	3.264744	59.057304	228000
58	-0.018441934	567.2416	46.00804	26.992298	96.852295	-33.75804	82.78516	62.683758	324.52408	3.264744	59.360977	232000
59	-0.018875629	570.5588	46.565697	27.289719	96.94989	-33.75804	83.73027	63.249954	324.52408	3.264744	59.66299	236000
