epoch	mu-loss	q-loss	average-q-values	std-q-values	max-q-values	min-q-values	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	average-test-episode-return	std-test-episode-return	max-test-episode-return	min-test-episode-return	test-episode-length	total-env-interacts
26	-470.81827	13.397999	468.54187	80.244965	579.1019	212.19185	4707.5654	192.57594	4900.0894	4397.572	1000.0	5103.8384	243.23186	5373.1216	4543.727	1000.0	104000
27	-482.67892	13.201961	480.48257	77.66347	581.1224	230.06	4911.3667	55.91516	4975.804	4852.7197	1000.0	5002.874	344.6126	5336.327	4237.554	1000.0	108000
28	-492.40146	13.004514	490.23703	76.730354	588.6248	247.08418	4990.938	27.436165	5027.5635	4956.548	1000.0	5136.706	212.26294	5366.4194	4607.281	1000.0	112000
29	-501.77286	13.025536	499.59024	75.24145	609.3828	257.5476	5156.8315	106.631424	5300.468	5032.772	1000.0	4859.6943	800.8287	5523.318	3060.366	1000.0	116000
30	-510.39407	12.803658	508.23773	73.58122	614.72003	267.18298	4828.438	530.1655	5190.16	3914.7246	1000.0	5082.853	314.1519	5335.001	4188.914	1000.0	120000
31	-517.6798	12.685947	515.6225	73.37053	619.3058	268.09113	5120.5713	142.62048	5310.5894	4910.0522	1000.0	5259.4272	257.64636	5512.8438	4593.964	1000.0	124000
32	-523.3072	12.832178	521.2521	75.27383	641.9717	269.8685	5223.559	128.38322	5366.023	5015.4204	1000.0	5387.06	215.77718	5724.96	4894.911	1000.0	128000
33	-529.15674	12.854099	527.1256	75.86852	641.4634	266.94	5335.3193	87.829865	5478.626	5258.9854	1000.0	4879.028	537.59283	5557.3423	3912.9617	1000.0	132000
34	-534.59174	13.539803	532.5552	76.43008	652.1413	259.86392	5008.777	341.1462	5459.218	4508.699	1000.0	5430.399	428.7153	5787.527	4385.9224	1000.0	136000
35	-540.24225	14.150697	538.2288	75.726006	657.1828	259.46286	5028.485	309.10306	5343.774	4690.413	1000.0	5252.3047	320.0321	5683.969	4460.959	1000.0	140000
36	-544.5711	16.076841	542.58734	76.910545	663.05896	216.04153	4313.1167	887.014	5156.767	2912.0693	1000.0	5500.508	144.87378	5760.307	5296.587	1000.0	144000
37	-548.553	16.543991	546.56006	77.36054	662.8154	197.99928	5092.4644	589.1238	5490.756	4078.503	1000.0	5354.5054	236.35571	5669.551	4752.2114	1000.0	148000
38	-552.7455	16.970528	550.7678	77.22089	674.24243	126.56915	4886.061	1174.1389	5577.14	2852.559	1000.0	5629.3555	197.9497	5954.3994	5214.748	1000.0	152000
39	-556.774	18.014597	554.786	78.53056	671.20465	86.263145	5348.9644	170.91742	5594.0825	5113.4854	1000.0	5806.6416	140.95334	5947.0073	5507.228	1000.0	156000
40	-561.2711	18.026741	559.3072	77.740166	675.7071	42.555862	5277.9756	171.2715	5493.742	5016.259	1000.0	5227.5596	1032.014	5767.7036	2147.38	1000.0	160000
41	-565.89923	18.145824	563.8551	76.32326	687.6707	-21.82195	5451.5806	227.98894	5771.514	5145.857	1000.0	5282.657	304.75876	5550.2964	4428.16	1000.0	164000
42	-571.2754	17.933727	569.2733	74.48266	682.6054	144.76738	5339.699	327.89868	5866.666	4974.6543	1000.0	5798.524	199.73668	6085.244	5299.392	1000.0	168000
43	-575.78174	18.566298	573.7639	74.74129	695.5202	126.27315	5589.369	502.44617	6103.88	4756.5747	1000.0	5915.575	404.06116	6268.0615	4828.2217	1000.0	172000
44	-580.222	18.70932	578.2324	74.11547	701.10443	157.78505	5730.69	225.60452	5902.9204	5345.0454	1000.0	5943.999	655.8114	6570.3325	4213.302	1000.0	176000
45	-583.79376	19.238054	581.77106	77.179985	709.9418	134.12668	4760.301	1393.0049	5954.911	2418.8943	1000.0	5942.726	338.1588	6364.247	5058.7935	1000.0	180000
46	-588.1673	20.241999	586.13745	81.2199	721.8881	180.80579	5909.76	264.79596	6133.751	5461.3145	1000.0	6234.755	358.76312	6714.582	5496.6797	1000.0	184000
47	-595.09686	21.459797	592.89453	84.20104	728.1767	127.80335	6306.8774	191.57916	6552.566	6068.2773	1000.0	5700.2676	608.15735	6239.099	4283.1187	1000.0	188000
48	-603.983	23.032948	601.7394	85.62204	750.7237	122.68626	5468.5596	339.32047	5912.218	5039.4565	1000.0	5371.325	818.76385	6541.2466	3504.2515	1000.0	192000
49	-613.45435	26.474323	611.1022	88.87338	758.52484	99.75167	5925.4307	537.7524	6639.0854	5252.6606	1000.0	6482.215	176.9887	6821.0273	6261.0444	1000.0	196000
50	-624.279	28.185028	621.83167	89.75731	771.7352	83.16673	6143.1724	360.9899	6573.5874	5631.3726	1000.0	5469.564	1600.914	6943.6646	1400.1992	1000.0	200000
51	-634.6614	29.270859	632.21814	91.72216	786.99084	74.278496	6195.498	386.62198	6715.2236	5640.6084	1000.0	6440.97	782.5344	7209.5996	4425.1704	1000.0	204000
52	-644.439	29.966312	641.91833	92.960686	809.3681	76.740974	6405.2256	609.51636	6898.937	5371.584	1000.0	6346.991	499.35678	6858.9614	5202.31	1000.0	208000
53	-655.215	31.75336	652.58704	94.24615	817.8519	114.84454	5825.639	1583.2816	6856.894	3086.283	1000.0	5102.701	1600.2292	6827.6816	778.4347	1000.0	212000
54	-666.5636	33.57418	663.85876	97.51826	837.0853	77.68602	6518.241	762.6124	7176.0903	5219.074	1000.0	6060.401	887.4759	7416.7856	4332.779	1000.0	216000
55	-678.2641	35.667767	675.51605	100.32975	846.7815	123.19458	6502.5317	308.48114	6829.8286	5995.2656	1000.0	6299.338	1009.51447	7135.887	3599.4917	1000.0	220000
56	-688.9851	37.51247	686.1967	102.44779	862.29803	61.420364	6199.6523	682.22943	7070.579	5337.546	1000.0	6627.171	371.4717	6989.178	5701.2305	1000.0	224000
57	-699.4251	39.3981	696.62445	102.8895	874.176	-4.026668	6875.256	590.9132	7485.496	5993.724	1000.0	6775.9453	651.7451	7479.6753	5247.447	1000.0	228000
58	-708.6826	39.513718	705.8859	104.27796	884.5407	42.98784	6993.409	532.47736	7428.1655	6083.559	1000.0	7340.9116	257.84317	7767.6655	6840.3257	1000.0	232000
59	-717.61255	41.16454	714.8	104.377785	905.36255	2.0813637	6800.1523	1147.2788	7568.7905	4818.4814	1000.0	6062.01	422.37827	6677.109	5369.048	1000.0	236000
60	-726.0296	40.547062	723.16675	105.79604	920.32074	-26.014912	7332.9004	236.39058	7644.835	7055.415	1000.0	7205.0967	169.95647	7417.4634	6906.302	1000.0	240000
61	-735.518	41.967663	732.6042	107.05859	921.82916	-17.648458	7544.5674	161.4905	7768.9165	7329.6836	1000.0	6585.367	1904.5103	8257.817	1732.9718	1000.0	244000
62	-743.7309	40.817684	740.8618	108.90461	936.48706	56.737892	7280.4175	143.62994	7420.5063	7040.808	1000.0	7249.1533	1344.956	8244.219	3536.9094	1000.0	248000
63	-752.2209	43.11704	749.25586	110.42343	957.82745	139.07446	7115.673	581.44025	7623.0786	6126.5117	1000.0	7700.948	714.07635	8370.8955	5664.359	1000.0	252000
64	-761.3471	45.1788	758.3337	109.611206	955.0969	165.63377	7337.3066	352.18326	7746.8154	6835.216	1000.0	7802.7124	197.0258	8169.351	7424.8657	1000.0	256000
65	-769.9059	44.62126	766.8968	110.14743	961.35046	178.85637	7593.8193	130.94579	7760.7344	7413.1274	1000.0	7432.833	695.32794	8245.206	6144.488	1000.0	260000
66	-778.0639	46.217842	775.01587	112.566246	972.6104	187.71004	7728.7563	323.27466	8205.942	7298.111	1000.0	7400.1626	312.02805	7739.2305	6625.3237	1000.0	264000
67	-786.6854	47.467747	783.63074	114.27348	991.9921	180.1998	7695.2334	413.4488	8333.86	7223.899	1000.0	7102.6826	1173.364	8495.761	4776.3564	1000.0	268000
68	-795.60864	50.67421	792.47485	116.27398	1001.2241	180.66576	8005.7705	134.4006	8208.705	7883.52	1000.0	8245.902	136.68729	8465.957	7958.1484	1000.0	272000
69	-804.72894	49.98624	801.58655	116.450356	1002.4901	159.14442	7154.2734	541.4754	7644.0938	6316.236	1000.0	8068.8257	692.35095	8559.823	6617.797	1000.0	276000
70	-812.9227	51.78615	809.72314	118.21637	1011.82074	164.39311	7776.0684	452.07144	8235.628	7073.1094	1000.0	8102.7295	669.5804	8755.081	6330.878	1000.0	280000
71	-821.67163	50.8616	818.4433	119.076355	1019.85095	145.14827	8048.852	252.98727	8288.748	7623.768	1000.0	7684.7344	565.8449	8274.671	6514.698	1000.0	284000
72	-829.52527	51.117867	826.33887	118.53556	1031.1082	176.41472	6863.459	1866.9825	8119.884	3635.9958	1000.0	7675.4077	557.6383	8329.154	6825.144	1000.0	288000
73	-835.7465	53.9185	832.5399	119.10459	1036.7051	190.68385	7999.592	117.07673	8142.14	7816.389	1000.0	8100.4624	293.98166	8441.825	7592.969	1000.0	292000
74	-842.95264	52.21754	839.7293	119.71472	1038.1727	201.48735	8127.8027	230.59755	8411.88	7773.407	1000.0	8013.314	214.58899	8368.079	7679.264	1000.0	296000
75	-849.36755	53.10469	846.1723	120.75717	1043.703	204.74583	8081.793	236.52254	8395.322	7733.816	1000.0	8143.835	138.84009	8394.019	7957.738	1000.0	300000
76	-855.16174	52.447014	851.94336	122.06231	1052.2286	202.10156	8122.2686	324.0995	8527.763	7681.1865	1000.0	8025.4673	1139.312	8936.095	4768.0737	1000.0	304000
77	-861.1473	54.098927	857.8883	123.77698	1060.5178	173.00223	7887.8857	932.95154	8486.558	6273.3125	1000.0	8600.393	105.84351	8784.379	8435.405	1000.0	308000
78	-867.4394	53.986835	864.24725	124.940765	1061.3884	133.0163	8280.189	126.28238	8438.103	8088.882	1000.0	8702.911	164.42178	8971.31	8417.43	1000.0	312000
79	-871.7632	54.710567	868.5836	127.990715	1067.9951	111.59215	8182.8184	174.13354	8383.652	7916.376	1000.0	8538.943	307.51846	9041.987	7783.2856	1000.0	316000
80	-876.6803	54.747837	873.4504	129.93277	1077.8073	84.21231	8372.474	328.60388	8783.658	8036.037	1000.0	8292.994	139.08018	8582.102	8029.862	1000.0	320000
81	-881.69775	56.786774	878.42786	129.1455	1082.033	60.135586	8030.0703	390.21622	8440.93	7448.275	1000.0	8330.666	1542.1973	9011.03	3719.6309	1000.0	324000
82	-887.3723	55.72258	884.10425	127.55791	1090.7029	120.89069	8452.83	271.74573	8675.395	7992.1553	1000.0	8967.666	231.69368	9354.607	8580.429	1000.0	328000
83	-892.78375	52.592518	889.57294	125.76266	1092.2418	164.95305	8248.068	130.32535	8432.737	8096.856	1000.0	7805.8057	791.5849	8634.185	5645.3237	1000.0	332000
84	-895.86975	53.26081	892.68726	127.12404	1088.1162	146.96754	8287.675	158.48524	8430.599	8021.62	1000.0	8642.628	412.27838	9162.604	7570.51	1000.0	336000
85	-898.73865	53.815712	895.56134	128.72691	1094.4918	126.71415	8064.3223	344.26593	8593.384	7646.1597	1000.0	8911.057	155.44612	9136.948	8601.19	1000.0	340000
86	-902.5596	55.01254	899.3897	128.0908	1095.2188	135.43942	8169.174	242.87555	8506.58	7834.1147	1000.0	9075.581	281.8506	9347.553	8479.441	1000.0	344000
87	-904.9611	54.952415	901.80634	129.07407	1099.1665	136.78181	8363.921	204.58154	8501.4	8010.9077	1000.0	7558.585	2109.1653	8988.164	2319.8628	1000.0	348000
88	-908.4921	56.594654	905.3138	126.3228	1091.5359	121.08634	7952.847	458.86682	8548.207	7263.741	1000.0	8284.588	601.8258	8879.216	6712.72	1000.0	352000
89	-911.29584	54.7685	908.17426	125.84952	1092.4746	67.84877	8650.6045	139.71634	8881.371	8534.954	1000.0	7970.1514	787.65216	8749.884	6452.959	1000.0	356000
90	-912.77246	53.30582	909.67255	124.627205	1093.8646	47.313618	8458.801	236.43839	8758.666	8217.965	1000.0	8741.346	294.5411	9130.312	8045.6255	1000.0	360000
91	-914.5569	52.92458	911.4998	124.79347	1095.0574	52.174534	7907.7026	1203.4353	8950.951	5876.012	1000.0	8563.313	75.2791	8666.262	8401.367	1000.0	364000
92	-915.8804	53.928406	912.8383	125.67629	1097.7037	13.315434	8510.992	176.02672	8671.42	8235.581	1000.0	8795.174	821.24005	9393.924	6437.4497	1000.0	368000
93	-917.4615	52.716602	914.3972	124.74281	1099.2299	81.31009	8664.144	271.6105	9111.227	8395.724	1000.0	9383.144	230.7621	9719.133	9052.845	1000.0	372000
94	-920.07623	51.949135	917.0348	124.654465	1101.4701	127.09291	8424.451	170.91797	8655.592	8186.047	1000.0	8886.607	125.66819	9106.975	8663.274	1000.0	376000
95	-921.20074	52.677765	918.2021	125.0666	1099.5952	57.246933	8190.9287	456.65927	8648.804	7489.069	1000.0	7709.0635	693.8959	8490.998	6511.0806	1000.0	380000
96	-923.31696	52.04867	920.28656	125.30484	1102.6132	59.611256	8340.449	181.2459	8577.686	8068.471	1000.0	9023.174	127.99186	9239.326	8816.185	1000.0	384000
97	-925.4454	51.49571	922.42474	124.82076	1100.5754	134.39801	8361.525	184.34325	8675.847	8219.586	1000.0	9074.081	351.88397	9439.279	8107.873	1000.0	388000
98	-927.0291	52.660515	924.0531	124.54518	1105.292	140.84102	8698.921	297.59497	8941.685	8189.88	1000.0	9232.458	104.53881	9377.259	9038.878	1000.0	392000
99	-929.40063	53.372627	926.38135	124.27705	1104.6948	137.61494	8888.377	175.75237	9095.927	8694.435	1000.0	9148.952	1013.06384	9906.69	6216.388	1000.0	396000
100	-932.87823	52.201202	929.9055	123.32725	1105.3182	122.90393	8669.261	448.42545	9075.427	7926.0347	1000.0	9377.984	211.27998	9896.64	9149.175	1000.0	400000
101	-935.3644	51.87563	932.32416	124.065575	1108.1068	125.94158	8890.706	265.08972	9113.259	8441.613	1000.0	9613.716	249.40182	10033.105	9261.908	1000.0	404000
102	-938.49	52.09688	935.54456	123.25775	1104.6617	42.015194	8809.959	189.20221	9112.139	8606.142	1000.0	9053.463	731.82324	9513.299	6944.3833	1000.0	408000
103	-939.4809	52.062225	936.54913	124.72774	1113.3287	68.99723	8186.911	1264.8278	9202.049	6021.378	1000.0	8733.068	834.3345	9448.191	6388.3936	1000.0	412000
104	-940.63873	53.590805	937.6931	126.92075	1110.9559	-3.6247973	8784.387	378.7258	9141.539	8146.5913	1000.0	9079.286	153.56032	9297.113	8799.949	1000.0	416000
105	-942.37836	51.92677	939.4673	127.06961	1115.6825	43.85765	8908.073	158.58846	9090.508	8678.515	1000.0	8918.62	592.76904	9532.493	7509.0156	1000.0	420000
106	-943.4009	53.263725	940.47125	128.64603	1114.644	106.89517	8529.924	656.35486	9068.079	7433.1343	1000.0	9534.864	422.02905	9900.32	8421.284	1000.0	424000
107	-945.45776	53.530506	942.56085	128.73457	1116.0183	144.92998	9035.754	28.858793	9072.989	8992.134	1000.0	8998.459	515.9597	9475.766	7670.5	1000.0	428000
108	-947.20917	54.739906	944.28595	129.24672	1118.6636	151.58252	9005.0205	293.09854	9308.536	8603.989	1000.0	9748.9795	183.41353	10099.392	9422.957	1000.0	432000
109	-950.06024	55.761993	947.127	128.37057	1127.9166	163.74641	8907.716	125.11715	9048.341	8713.251	1000.0	9226.607	297.9594	9683.762	8661.785	1000.0	436000
110	-952.5702	57.37941	949.66187	126.99994	1129.3766	147.2535	9088.14	291.3284	9581.44	8840.902	1000.0	9625.361	797.07336	10035.435	7257.993	1000.0	440000
111	-955.1646	54.86153	952.2619	127.34636	1131.0514	114.601456	9234.619	200.11967	9529.982	9024.45	1000.0	9914.285	211.86238	10259.815	9600.776	1000.0	444000
112	-957.4957	54.725594	954.614	129.29813	1132.1168	77.68927	9107.456	222.99965	9425.895	8796.13	1000.0	9832.844	275.8479	10124.028	9313.968	1000.0	448000
113	-959.6169	55.06657	956.7388	130.66475	1132.0198	50.390602	9259.91	183.8548	9458.552	8961.919	1000.0	9691.667	225.89392	10109.798	9287.682	1000.0	452000
114	-962.9163	57.012108	959.9825	129.58093	1140.0438	-14.4121475	9011.125	193.2611	9273.987	8738.936	1000.0	9724.654	153.88513	9924.334	9402.668	1000.0	456000
115	-965.183	57.905975	962.2984	132.02576	1141.4261	-231.27763	9186.271	202.94698	9410.29	8966.5625	1000.0	9790.394	199.4292	10173.999	9450.896	1000.0	460000
116	-968.3286	58.101845	965.37177	135.08447	1146.7996	-333.54132	9026.473	355.10696	9361.608	8454.274	1000.0	9274.907	555.6402	9719.259	7902.9175	1000.0	464000
117	-972.13165	57.716267	969.1642	135.0062	1151.0676	-448.2938	9394.617	102.14502	9551.832	9265.721	1000.0	8170.8564	2733.8704	9817.136	2374.9646	1000.0	468000
118	-974.75574	56.960056	971.82965	136.28395	1152.936	-436.1888	9108.144	256.09012	9297.818	8666.893	1000.0	9863.833	389.39267	10265.972	8828.229	1000.0	472000
119	-977.79395	55.534336	974.8502	138.28291	1157.2137	-435.019	9207.863	147.67271	9428.673	9061.501	1000.0	9420.94	359.38333	9859.004	8508.035	1000.0	476000
120	-980.8007	55.611263	977.8399	137.03297	1156.9592	-412.76837	9111.564	391.80768	9495.24	8458.848	1000.0	9598.854	498.29037	9980.551	8243.914	1000.0	480000
121	-983.39026	56.619274	980.44635	136.51257	1159.6786	-364.9436	9129.048	325.7159	9453.151	8758.608	1000.0	9875.0625	158.08269	10160.414	9569.752	1000.0	484000
122	-986.8305	56.50135	983.87634	133.46623	1162.0184	-263.2119	9429.08	166.95438	9658.257	9220.657	1000.0	10005.15	160.33702	10423.506	9842.714	1000.0	488000
123	-988.4862	55.38733	985.62555	131.69206	1169.9042	-105.47994	9245.138	124.925156	9384.313	9104.78	1000.0	9298.6	203.8735	9553.251	8901.4375	1000.0	492000
124	-990.0334	55.730946	987.1509	132.83344	1167.3181	-59.50514	9104.506	163.51183	9361.549	8914.022	1000.0	9792.845	209.54425	10023.89	9425.33	1000.0	496000
125	-992.01874	55.985477	989.14056	132.35934	1167.6315	-36.40779	9199.699	374.54105	9591.934	8625.023	1000.0	9197.633	126.62372	9382.529	8937.223	1000.0	500000
126	-994.1252	57.270363	991.1965	131.88435	1172.1887	-2.370255	9538.287	253.29227	9843.896	9154.77	1000.0	9476.081	1479.5879	10376.423	5557.22	1000.0	504000
127	-996.68787	57.705936	993.7876	133.28992	1174.6095	-39.740223	8915.989	777.18304	9500.473	7591.4526	1000.0	10126.239	314.96112	10458.687	9274.566	1000.0	508000
128	-999.32263	56.542294	996.38513	133.00328	1181.3226	-0.31114006	9527.473	108.716034	9653.254	9362.249	1000.0	9206.902	253.90254	9654.705	8810.9	1000.0	512000
129	-1002.14087	58.10544	999.2034	133.97406	1186.7983	-58.821	8934.816	598.3906	9434.518	7913.1313	1000.0	10160.482	852.8962	10752.694	7630.5405	1000.0	516000
130	-1005.1745	59.30675	1002.2369	132.61794	1185.5344	-11.79319	9486.954	253.90744	9856.548	9209.81	1000.0	9212.715	131.1212	9476.247	9023.146	1000.0	520000
131	-1007.7978	58.613625	1004.8941	130.50432	1186.3839	140.44528	9386.135	104.67325	9500.914	9216.343	1000.0	10244.304	197.48598	10643.62	9928.279	1000.0	524000
132	-1009.67865	58.502457	1006.7695	130.29721	1190.9055	215.642	9358.041	223.53906	9743.5205	9205.891	1000.0	9736.517	140.20467	10022.477	9474.993	1000.0	528000
133	-1011.99133	57.609	1009.08527	129.15503	1190.3146	270.99045	9473.161	263.20023	9838.678	9097.432	1000.0	10073.513	168.26837	10237.7705	9646.663	1000.0	532000
134	-1013.578	58.088665	1010.7044	130.8236	1189.6605	259.927	9608.802	128.0496	9785.446	9427.028	1000.0	9730.494	525.6092	10331.314	8296.359	1000.0	536000
135	-1015.9244	59.189766	1013.0322	130.59073	1194.6589	209.77771	9566.592	118.50606	9684.732	9422.258	1000.0	10280.862	143.98436	10524.756	10065.678	1000.0	540000
136	-1018.1499	58.74628	1015.26514	129.76164	1191.564	171.85887	9602.709	219.7826	9934.671	9331.831	1000.0	9592.77	568.2548	10064.041	7920.741	1000.0	544000
137	-1020.18585	58.54025	1017.29144	130.05086	1194.9141	146.82864	9366.481	163.12126	9624.5	9221.102	1000.0	9838.115	233.77132	10271.605	9395.934	1000.0	548000
138	-1021.4575	56.731155	1018.6216	130.72108	1191.5815	112.57394	9550.332	154.40892	9778.519	9378.221	1000.0	10052.242	353.88345	10535.74	9195.027	1000.0	552000
139	-1022.6025	57.65411	1019.7439	131.81517	1198.0837	126.31372	9541.426	102.15012	9673.398	9414.397	1000.0	10073.764	123.63704	10360.376	9911.333	1000.0	556000
140	-1024.4606	57.696266	1021.60046	130.99007	1200.6785	113.4589	9644.86	128.79506	9806.969	9478.483	1000.0	10356.109	196.58908	10755.632	10052.703	1000.0	560000
141	-1026.1007	57.31866	1023.2469	130.00569	1204.237	95.136505	9179.139	719.73676	9889.76	7979.905	1000.0	10182.454	261.83585	10627.304	9552.48	1000.0	564000
142	-1027.8268	56.96493	1025.001	129.39418	1202.7452	279.85934	9682.673	198.87828	9962.082	9416.831	1000.0	8916.516	774.9859	9622.765	7282.5835	1000.0	568000
143	-1029.0336	57.590916	1026.2067	129.95596	1199.7047	221.43889	9632.611	133.49268	9756.931	9413.704	1000.0	9480.882	2922.5442	10743.405	727.2678	1000.0	572000
144	-1031.2882	58.98383	1028.4185	131.35028	1200.4225	101.50037	9188.042	746.8786	9741.362	7901.3906	1000.0	8810.7	2718.7253	10441.29	2090.2163	1000.0	576000
145	-1033.1786	58.46536	1030.3447	132.13359	1203.4081	25.719923	9698.341	93.95373	9805.902	9588.564	1000.0	10436.443	159.15268	10780.489	10230.793	1000.0	580000
146	-1034.779	58.98666	1031.9442	131.96109	1206.1417	92.45477	9723.295	171.08772	9929.275	9540.724	1000.0	10390.29	222.16043	10786.591	9992.016	1000.0	584000
147	-1036.5349	59.474422	1033.7234	131.46513	1209.57	216.65483	9728.07	108.603065	9877.774	9578.762	1000.0	10495.369	182.8424	10760.579	10142.878	1000.0	588000
148	-1037.5562	58.60989	1034.7656	133.60039	1207.7382	106.462875	9400.507	272.52872	9743.317	9004.879	1000.0	9975.122	632.3226	10305.038	8100.108	1000.0	592000
149	-1038.6182	59.185257	1035.763	133.90388	1211.7606	115.55724	9706.487	337.9853	10023.743	9137.98	1000.0	9801.803	1231.5205	10608.439	6377.0796	1000.0	596000
150	-1040.9536	59.287083	1038.1166	133.63565	1219.7345	105.59699	9737.196	56.345848	9812.655	9658.18	1000.0	10546.264	167.54822	10801.927	10156.936	1000.0	600000
