epoch	pi-loss	v-loss	average-v-values	std-v-values	max-v-values	min-v-values	kl	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	total-env-interacts
1	-0.060335115	1427.6062	-4.3123803	0.784089	-0.26425636	-5.6441355	0.0036092447	-424.41132	89.36435	-353.12708	-577.6699	1000.0	4000
2	-0.061859246	1160.27	-6.773019	2.5291984	-0.26425636	-9.369798	0.0041570477	-407.62167	73.27452	-345.40536	-577.6699	1000.0	8000
3	-0.06153943	930.3154	-8.41281	3.1077054	-0.26425636	-11.763995	0.004093287	-376.79874	76.5272	-282.46948	-577.6699	1000.0	12000
4	-0.061971825	822.8092	-9.798547	3.6067126	-0.26425636	-14.008653	0.004323461	-365.0474	79.3611	-219.15132	-577.6699	1000.0	16000
5	-0.06073012	713.11926	-10.992951	4.014308	-0.26425636	-15.806342	0.0042844927	-352.1377	76.120346	-219.15132	-577.6699	1000.0	20000
6	-0.06155083	654.2448	-12.05912	4.3779216	2.4000254	-17.46659	0.00437522	-341.75418	82.35974	-179.76978	-577.6699	1000.0	24000
7	-0.061746392	593.8873	-13.010635	4.676957	2.4000254	-18.77623	0.0043875934	-332.54037	81.18846	-179.76978	-577.6699	1000.0	28000
8	-0.062233664	540.03564	-13.85452	4.9139767	2.4000254	-19.808252	0.0043372307	-326.26196	79.038635	-179.76978	-577.6699	1000.0	32000
9	-0.062701724	502.6836	-14.612475	5.121804	3.1477015	-20.918533	0.004289044	-320.46115	77.21614	-179.76978	-577.6699	1000.0	36000
10	-0.06263264	468.60147	-15.147784	5.241348	15.725351	-21.26724	0.0042589437	-312.32565	77.806694	-179.76978	-577.6699	1000.0	40000
11	-0.06283426	434.88113	-15.359042	5.2031198	15.725351	-21.26724	0.004262891	-301.61356	82.08157	-144.82034	-577.6699	1000.0	44000
12	-0.06262013	415.40665	-15.729385	5.266325	16.351112	-21.642899	0.0042594485	-296.86514	80.98818	-144.82034	-577.6699	1000.0	48000
13	-0.06293006	395.0134	-15.877113	5.293684	16.351112	-21.750826	0.004291562	-289.92142	83.813995	-116.12514	-577.6699	1000.0	52000
