epoch	pi-loss	v-loss	average-v-values	std-v-values	max-v-values	min-v-values	kl	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	total-env-interacts
1	-0.0434498	6.3674717	2.4812665	1.690043	4.609338	-2.2096474	0.008884724	8.100257	2.8803651	26.778645	2.7703254	15.075758	4000
2	-0.051963847	15.89757	3.5050857	2.7249012	8.219868	-5.332813	0.0090716425	9.78654	5.503453	58.721382	2.7703254	17.175325	8000
3	-0.05370784	61.825512	5.2819395	4.3552227	13.040063	-7.077807	0.009110708	12.452495	11.153047	110.59045	2.7703254	19.556105	12000
4	-0.050828807	198.59302	8.118944	6.671387	18.719986	-11.25579	0.00884729	16.905943	20.437737	171.27466	2.7703254	22.75762	16000
5	-0.047192488	336.27286	11.201573	8.652066	23.922947	-11.25579	0.008610917	22.562027	29.061003	177.14194	2.7703254	26.065332	20000
6	-0.043156642	416.052	13.980828	10.0500345	27.87828	-11.25579	0.008498474	28.14453	34.694008	177.14194	2.7703254	28.868065	24000
7	-0.04196442	583.2679	16.572224	11.271222	32.181328	-11.25579	0.008511615	33.982033	41.690163	241.26465	2.7703254	31.468355	28000
8	-0.040396504	877.5082	19.142305	12.560938	37.231483	-11.25579	0.008467713	40.35845	51.306324	276.14325	2.7703254	34.121445	32000
9	-0.03852673	1196.6704	21.70453	13.884035	42.202477	-11.25579	0.008432487	47.296333	60.724976	276.14325	2.7703254	36.761806	36000
10	-0.037053753	1413.8824	24.150444	15.077539	46.164043	-11.25579	0.008208476	53.561398	67.46544	276.14325	2.7703254	39.13293	40000
11	-0.035884887	1556.0868	26.44291	16.116758	49.49335	-11.25579	0.008039588	59.33117	72.56003	276.14325	2.7703254	41.25145	44000
12	-0.035382543	1668.4043	28.621778	17.038963	52.589497	-11.25579	0.008055714	65.00308	76.981735	276.14325	2.7703254	43.33892	48000
13	-0.03386839	1774.721	30.70413	17.889315	55.692406	-11.25579	0.00792384	70.30747	80.78615	276.14325	2.7703254	45.261692	52000
14	-0.03243212	1834.8506	32.68371	18.657763	58.418365	-11.25579	0.007777925	75.40063	83.81684	276.14325	2.7703254	47.09028	56000
15	-0.03167311	1870.1698	34.265938	19.151218	61.012222	-11.25579	0.0076998724	80.09313	86.33113	276.14325	2.7703254	48.803528	60000
16	-0.03143031	1888.4153	35.698616	19.704397	63.869232	-11.25579	0.007691719	84.42408	88.46285	276.14325	2.7703254	50.391376	64000
17	-0.030637601	1886.1637	37.071518	20.268072	66.569305	-11.25579	0.007624374	88.5264	90.0928	276.14325	2.7703254	51.83596	68000
18	-0.03030118	1878.2865	38.40356	20.834251	69.13559	-11.25579	0.007592695	92.563354	91.58929	276.14325	2.7703254	53.259937	72000
19	-0.029951843	1882.5004	39.74141	21.415987	71.8271	-11.25579	0.0075521013	96.323	93.19762	287.00653	2.7703254	54.596725	76000
20	-0.02984935	1882.2125	41.02891	21.982418	74.35443	-11.25579	0.00746936	99.91183	94.77103	287.00653	2.7703254	55.945614	80000
21	-0.029609391	1872.1119	42.280437	22.54459	76.750534	-11.25579	0.007382146	103.41446	96.0211	287.00653	2.7703254	57.216103	84000
22	-0.029475398	1864.7191	43.50183	23.11615	79.12152	-11.25579	0.007331239	106.772224	97.34258	290.7899	2.7703254	58.467262	88000
23	-0.029654497	1864.2877	44.727077	23.705547	81.68737	-11.25579	0.0073435046	110.03117	98.73217	303.576	2.7703254	59.644203	92000
24	-0.02961135	1882.2142	46.00609	24.346415	84.49614	-11.25579	0.007358843	113.47434	100.8626	337.73502	2.7703254	60.93263	96000
25	-0.0297149	1902.5	47.322056	25.026533	87.3556	-11.25579	0.0073404466	116.82414	102.97625	347.55322	2.7703254	62.154243	100000
26	-0.029793467	1922.2344	48.614693	25.700132	90.20602	-11.25579	0.007343929	120.27993	105.217964	347.55322	2.7703254	63.409035	104000
27	-0.02982737	1937.6326	49.883812	26.375294	93.1159	-11.25579	0.007300995	123.55152	107.18099	347.55322	2.7703254	64.56875	108000
28	-0.029720772	1941.0848	51.11784	27.053091	95.87214	-11.25579	0.007257801	126.6904	108.89169	347.55322	2.7703254	65.66277	112000
