epoch	pi-loss	v-loss	average-v-values	std-v-values	max-v-values	min-v-values	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	total-env-interacts
1	0.016007692	1462.5541	4.658874	0.4688415	5.0200014	0.08194129	44.0504	45.84744	229.94452	7.825139	41.836956	4000
2	-0.008911468	1438.2783	6.40867	1.7869613	8.274422	0.08194129	47.724842	47.18097	288.96268	6.3362966	45.54438	8000
3	-0.00962396	1414.2516	7.9505925	2.6252933	11.097231	0.08194129	48.878456	47.67182	288.96268	6.3362966	46.0	12000
4	-0.007629905	1457.0078	9.4028635	3.421779	13.959513	-4.035702	51.583992	49.844547	288.96268	6.3362966	47.220184	16000
5	-0.008536702	1444.4128	10.769561	4.194054	16.591402	-13.125515	53.860443	50.62722	288.96268	6.3362966	48.054726	20000
6	-0.015559311	1426.8373	12.045521	4.9509087	19.142792	-17.168007	55.856415	51.404312	288.96268	6.3362966	49.24204	24000
7	-0.01656012	1483.3655	13.445793	5.827852	22.328127	-19.327265	59.449223	54.09203	288.96268	6.3362966	50.92857	28000
8	-0.016232476	1552.6952	14.907832	6.744869	25.574736	-19.327265	62.881638	56.641773	298.11508	6.3362966	52.3621	32000
9	-0.016117534	1516.9474	16.190086	7.5001245	27.746777	-19.327265	64.6963	56.950817	298.11508	6.3362966	53.387444	36000
10	-0.01464746	1500.6588	17.44506	8.236217	30.118633	-19.327265	67.1306	57.678486	298.11508	6.3362966	54.605076	40000
11	-0.015928589	1453.0344	18.617102	8.815501	31.870955	-19.327265	68.12946	57.02046	298.11508	6.3362966	54.965073	44000
12	-0.016456611	1443.7432	19.834623	9.455124	34.20337	-19.327265	70.17707	57.857243	298.11508	6.3362966	55.78649	48000
13	-0.015858807	1424.19	21.081018	10.089812	36.604527	-19.327265	72.836845	58.21627	298.11508	6.3362966	56.90568	52000
14	-0.016908599	1395.9607	22.267256	10.686072	38.661743	-19.327265	74.75376	58.152176	298.11508	6.3362966	57.755363	56000
15	-0.016748369	1374.4506	23.325	11.249923	40.64425	-19.327265	76.487274	58.33548	298.11508	6.3362966	58.643585	60000
16	-0.015253535	1349.4716	24.477446	11.822284	42.468388	-19.327265	78.19413	58.31229	298.11508	6.3362966	59.190567	64000
17	-0.012421468	1321.1979	25.598053	12.339078	44.03551	-19.327265	79.90141	58.076443	298.11508	6.3362966	59.87912	68000
18	-0.010709731	1305.5692	26.661089	12.834795	45.70733	-19.327265	81.333374	58.298454	298.11508	6.3362966	60.428448	72000
19	-0.010626169	1275.1204	27.671658	13.27169	46.933426	-19.327265	82.537094	57.978542	298.11508	6.3362966	60.859283	76000
20	-0.009531193	1255.5929	28.691843	13.689415	48.289932	-19.327265	83.79046	57.733837	298.11508	6.3362966	61.092136	80000
21	-0.0106389	1232.84	29.642054	14.058908	49.49965	-19.327265	84.93341	57.366154	298.11508	6.3362966	61.364742	84000
