epoch	pi-loss	q-loss	average-q1-values	std-q1-values	max-q1-values	min-q1-values	average-q2-values	std-q2-values	max-q2-values	min-q2-values	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	average-test-episode-return	std-test-episode-return	max-test-episode-return	min-test-episode-return	test-episode-length	entropy-coeff	total-env-interacts	entropy-coeff-loss
1	-14.180546	2.0469422	12.368038	4.4163823	28.747581	-0.3896551	12.368038	4.4163823	28.747581	-0.3896551	-268.36844	55.795723	-193.99709	-341.1149	1000.0	-504.85977	46.12587	-424.57224	-555.55164	1000.0	0.32054594	4000	-9.691743
2	-34.323048	4.01403	32.367443	9.418427	66.069176	5.178004	32.367443	9.418427	66.069176	5.178004	-326.73035	116.93619	-245.57776	-527.2572	1000.0	-610.03143	105.93162	-389.37268	-709.85376	1000.0	0.057182636	8000	-1.4054021
3	-45.32478	4.648361	44.157974	17.518019	94.62212	16.192017	44.157974	17.518019	94.62212	16.192017	-121.67234	141.25	58.5524	-273.62836	1000.0	-35.27762	260.35553	668.7652	-267.6459	1000.0	0.02585944	12000	-0.5160059
4	-51.851566	4.678906	50.994854	25.345907	98.57537	12.978403	50.994854	25.345907	98.57537	12.978403	362.19174	94.7437	502.84592	237.2394	1000.0	579.9464	144.14806	723.1044	196.78564	1000.0	0.01741411	16000	-0.07170698
5	-59.24096	5.5418386	58.423946	30.08088	115.32231	9.651585	58.423946	30.08088	115.32231	9.651585	940.62103	257.89572	1266.975	661.087	1000.0	1678.4799	93.747604	1814.8169	1492.8938	1000.0	0.017878678	20000	0.1289626
6	-72.3285	7.429202	71.37292	36.239353	141.67023	7.297522	71.37292	36.239353	141.67023	7.297522	1548.8152	232.98994	1929.9369	1297.9382	1000.0	1993.7898	184.8467	2198.0498	1602.0233	1000.0	0.025907815	24000	0.21603344
7	-89.47166	9.7313	88.39044	44.091686	172.87491	4.308368	88.39044	44.091686	172.87491	4.308368	2277.3474	233.15219	2536.5525	2015.3445	1000.0	2579.77	81.374146	2706.1445	2460.2756	1000.0	0.03321265	28000	0.103867345
8	-111.72449	11.656076	110.49046	52.44058	197.39256	3.4481668	110.49046	52.44058	197.39256	3.4481668	2640.859	151.43468	2829.1565	2441.579	1000.0	2700.6062	406.07657	3013.5151	1559.5933	1000.0	0.04227984	32000	0.10109482
9	-135.12799	12.758016	133.8996	59.25199	224.26523	4.861024	133.8996	59.25199	224.26523	4.861024	2782.4475	196.32335	3041.515	2497.278	1000.0	3071.8335	117.81707	3303.8376	2926.0706	1000.0	0.04892393	36000	0.05116934
10	-157.51944	14.211194	156.32567	65.126076	248.23311	4.331127	156.32567	65.126076	248.23311	4.331127	3098.4412	112.961754	3266.3188	2969.4097	1000.0	3434.1992	111.39624	3595.153	3263.6895	1000.0	0.054842737	40000	0.046412814
