epoch	pi-loss	q-loss	average-q1-values	std-q1-values	max-q1-values	min-q1-values	average-q2-values	std-q2-values	max-q2-values	min-q2-values	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	average-test-episode-return	std-test-episode-return	max-test-episode-return	min-test-episode-return	test-episode-length	entropy-coeff	total-env-interacts	entropy-coeff-loss
1	-11.856801	1.4120559	10.351354	3.7357686	31.23156	-0.5064028	10.35096	3.7361493	30.9374	-0.4245851	-306.9486	68.13443	-218.34787	-395.39554	1000.0	-351.82132	5.9383216	-339.25882	-361.91437	1000.0	0.31902167	4000	-10.142995
2	-18.765802	2.5044968	17.369614	8.430165	56.877464	-0.5064028	17.369497	8.4310875	56.97818	-0.4245851	-304.7442	51.734985	-218.34787	-395.39554	1000.0	-312.94537	54.00378	-181.23814	-387.79053	1000.0	0.16437119	8000	-5.6374197
3	-22.04819	2.8211312	20.968767	11.236075	62.595367	-0.5064028	20.968884	11.237546	63.064766	-0.4245851	-198.0404	181.48094	184.32774	-395.39554	1000.0	47.599228	515.84033	923.6628	-387.79053	1000.0	0.11068201	12000	-3.9508862
4	-24.375296	3.0072799	23.488956	13.820749	75.42105	-0.6651965	23.48909	13.822142	74.98119	-0.56236815	144.98378	626.60614	1490.4149	-395.39554	1000.0	238.53403	670.9373	1685.2532	-387.79053	1000.0	0.0848134	16000	-2.815546
5	-28.0327	3.5959148	27.245804	18.30012	114.07804	-3.8363864	27.245832	18.300915	113.31822	-3.840479	552.0397	994.3855	2344.207	-395.39554	1000.0	616.09216	967.64935	2421.0254	-387.79053	1000.0	0.072127916	20000	-2.133471
6	-33.572506	4.6680193	32.83944	24.820446	141.69907	-6.0643845	32.839493	24.82023	138.52147	-6.575827	879.5839	1170.2261	2763.385	-395.39554	1000.0	795.77625	1066.287	3065.4775	-387.79053	1000.0	0.066692606	24000	-1.7369975
7	-39.92034	5.705521	39.2261	31.848818	167.067	-9.392732	39.226116	31.847876	169.32811	-9.731319	987.4389	1220.8328	2893.177	-395.39554	1000.0	1120.8441	1281.5846	3562.0017	-387.79053	1000.0	0.06373296	28000	-1.4784503
8	-46.71165	6.7444916	46.052814	39.31653	198.22041	-14.062878	46.05275	39.315044	196.30342	-17.25755	1183.6576	1293.0709	3420.8533	-395.39554	1000.0	1355.9026	1426.663	3983.8496	-387.79053	1000.0	0.061856	32000	-1.2841617
9	-54.00576	7.9657087	53.380245	47.136086	226.84917	-31.622812	53.380157	47.13428	225.7137	-34.49947	1439.9384	1418.5192	3601.5107	-395.39554	1000.0	1630.856	1560.3163	4196.913	-387.79053	1000.0	0.061195724	36000	-1.1272664
10	-61.593853	9.491383	61.002674	54.78955	243.23953	-40.504253	61.00259	54.78746	243.50407	-38.862583	1611.1425	1470.2203	3694.3108	-395.39554	1000.0	1858.5765	1638.5872	4204.385	-387.79053	1000.0	0.06166114	40000	-1.0067238
11	-69.48586	11.0406065	68.929184	62.17218	268.32953	-46.500767	68.92909	62.170013	271.38745	-44.201958	1826.0586	1558.5839	4201.849	-395.39554	1000.0	2025.627	1656.4309	4298.741	-387.79053	1000.0	0.06303576	44000	-0.9085628
12	-77.492256	12.578087	76.972725	69.15572	291.65823	-46.500767	76.97269	69.1535	290.14774	-45.89322	1974.7471	1599.8247	4474.9146	-395.39554	1000.0	2206.7932	1707.7094	4531.534	-387.79053	1000.0	0.064813904	48000	-0.82850635
13	-85.225815	14.16929	84.74073	75.55678	309.40546	-52.907955	84.74064	75.55443	306.26675	-51.99263	2101.7607	1644.5426	4546.066	-395.39554	1000.0	2378.0842	1749.9734	4770.4214	-387.79053	1000.0	0.066720665	52000	-0.7623032
14	-92.66059	15.758629	92.207375	81.53398	330.31985	-56.997334	92.20728	81.53146	331.56323	-62.285213	2216.2554	1725.782	4987.0537	-395.39554	1000.0	2563.1863	1813.7708	5190.264	-387.79053	1000.0	0.06867818	56000	-0.70488316
15	-100.13946	17.23999	99.7162	87.31849	347.27823	-64.75093	99.71606	87.315895	347.3978	-63.92618	2400.9336	1805.894	5228.9614	-395.39554	1000.0	2738.465	1876.1494	5568.4263	-387.79053	1000.0	0.070994	60000	-0.6551044
16	-107.53486	18.477314	107.13898	92.86879	363.90692	-64.75093	107.13881	92.86624	363.54068	-63.92618	2504.154	1857.6887	5240.8584	-395.39554	1000.0	2894.3662	1915.5433	5568.4263	-387.79053	1000.0	0.073205866	64000	-0.61310583
17	-114.742485	19.714384	114.37219	98.14353	380.38928	-64.75093	114.37201	98.1409	384.0933	-63.92618	2625.94	1896.1066	5566.8794	-395.39554	1000.0	3021.1863	1962.0123	5786.497	-387.79053	1000.0	0.07546356	68000	-0.5753005
18	-121.66491	21.06773	121.32164	103.25058	394.2921	-172.94495	121.32134	103.24793	394.07822	-183.62146	2662.2893	1921.5189	5583.548	-395.39554	1000.0	3048.616	1956.4506	5906.156	-387.79053	1000.0	0.07797799	72000	-0.5426308
19	-128.29872	22.43216	127.98211	108.114456	403.18045	-173.74736	127.9818	108.111786	403.30606	-183.62146	2775.2583	1952.1959	5726.766	-395.39554	1000.0	3185.749	1991.4263	5906.156	-387.79053	1000.0	0.080331616	76000	-0.51314473
20	-134.74083	23.838999	134.44917	112.625694	414.1556	-173.74736	134.44876	112.62298	412.29077	-183.62146	2908.516	1989.7139	5726.766	-395.39554	1000.0	3302.4985	2021.0228	6149.6934	-387.79053	1000.0	0.0824644	80000	-0.48666993
21	-141.1623	24.908148	140.89333	116.909096	431.09216	-173.74736	140.8929	116.906395	432.29572	-183.62146	3052.5322	2046.0707	6174.2476	-395.39554	1000.0	3422.4434	2044.138	6149.6934	-387.79053	1000.0	0.084567524	84000	-0.46308675
22	-147.56422	25.781712	147.31723	121.02524	455.40698	-173.74736	147.3168	121.02245	455.06204	-183.62146	3180.1218	2083.1318	6174.2476	-395.39554	1000.0	3545.505	2075.4348	6333.381	-387.79053	1000.0	0.08659393	88000	-0.4412097
23	-153.92378	26.726212	153.69882	124.99504	463.651	-173.74736	153.69843	124.9922	463.5317	-183.62146	3299.5125	2113.1882	6174.2476	-395.39554	1000.0	3647.9202	2086.0388	6333.381	-387.79053	1000.0	0.088534206	92000	-0.42209965
24	-160.21494	27.553518	160.01027	128.82011	476.96103	-173.74736	160.00987	128.81735	475.58997	-183.62146	3423.3445	2152.2905	6353.043	-395.39554	1000.0	3756.3936	2107.4727	6419.3306	-387.79053	1000.0	0.09045756	96000	-0.4037988
25	-166.50192	28.266277	166.31505	132.5621	486.72745	-173.74736	166.31465	132.55945	485.0645	-183.62146	3537.544	2182.0386	6506.9053	-395.39554	1000.0	3812.2397	2083.4377	6419.3306	-387.79053	1000.0	0.092421174	100000	-0.3866731
26	-172.73302	28.978836	172.56528	136.19652	492.52438	-173.74736	172.56491	136.19382	491.33694	-183.62146	3653.9521	2217.6003	6816.0303	-395.39554	1000.0	3911.85	2102.966	6591.832	-387.79053	1000.0	0.09455301	104000	-0.37115106
27	-178.91197	29.5691	178.76233	139.70604	504.2807	-173.74736	178.76192	139.70345	504.89438	-183.62146	3763.7422	2247.0708	6816.0303	-395.39554	1000.0	4007.6907	2120.9377	6668.378	-387.79053	1000.0	0.09668618	108000	-0.3567155
28	-185.0286	30.145426	184.89545	143.10849	511.03278	-173.74736	184.89508	143.10596	510.60974	-183.62146	3870.0374	2274.7344	6852.584	-395.39554	1000.0	4091.3809	2127.696	6668.378	-387.79053	1000.0	0.09881197	112000	-0.34371647
29	-191.06346	30.656055	190.94843	146.36629	520.9519	-173.74736	190.94798	146.36377	522.5702	-183.62146	3972.0923	2299.4878	6879.7725	-395.39554	1000.0	4175.0757	2142.709	6937.286	-387.79053	1000.0	0.10099296	116000	-0.33134037
30	-197.0127	31.129812	196.91447	149.496	531.3846	-173.74736	196.91408	149.49356	536.2353	-183.62146	4065.8794	2316.5703	6879.7725	-395.39554	1000.0	4275.116	2174.6975	7466.517	-387.79053	1000.0	0.10312746	120000	-0.32013658
31	-202.87776	31.657583	202.79625	152.50418	538.7785	-173.74736	202.79585	152.50179	541.2376	-183.62146	4162.6973	2339.8184	7167.32	-395.39554	1000.0	4368.516	2199.8809	7466.517	-387.79053	1000.0	0.10523948	124000	-0.30998254
32	-208.66374	32.120346	208.5983	155.39479	547.36316	-173.74736	208.5979	155.39262	550.3138	-183.62146	4251.7744	2355.7961	7167.32	-395.39554	1000.0	4453.99	2216.9631	7466.517	-387.79053	1000.0	0.10719782	128000	-0.2998881
33	-214.3649	32.58454	214.31488	158.19244	558.0792	-173.74736	214.31456	158.19022	559.1717	-183.62146	4343.097	2376.9805	7653.1494	-395.39554	1000.0	4545.98	2244.4773	7685.635	-387.79053	1000.0	0.109143436	132000	-0.29083595
34	-219.98466	33.07958	219.94955	160.88797	567.66016	-173.74736	219.94917	160.88582	568.47784	-183.62146	4430.371	2394.991	7653.1494	-395.39554	1000.0	4634.859	2269.4558	7717.851	-387.79053	1000.0	0.111033216	136000	-0.28188688
35	-225.53023	33.54081	225.50903	163.51389	573.3001	-173.74736	225.50873	163.51169	577.2012	-183.62146	4520.7	2418.6558	7791.7695	-395.39554	1000.0	4721.386	2293.1155	7860.3755	-387.79053	1000.0	0.1129504	140000	-0.27380538
36	-231.03876	33.968765	231.03038	166.10425	588.2957	-173.74736	231.03003	166.10216	587.14667	-183.62146	4606.9233	2438.976	7852.3037	-395.39554	1000.0	4806.9653	2317.1528	8049.8916	-387.79053	1000.0	0.114853665	144000	-0.2659257
37	-236.46863	34.431465	236.4735	168.62819	594.10876	-173.74736	236.47313	168.62625	598.49097	-183.62146	4691.117	2458.4531	7946.0303	-395.39554	1000.0	4891.0127	2340.7114	8179.6855	-387.79053	1000.0	0.11676171	148000	-0.25841346
38	-241.84079	34.845898	241.85733	171.09082	606.0167	-173.74736	241.85695	171.08904	607.5377	-183.62146	4772.7896	2476.2866	7947.505	-395.39554	1000.0	4970.965	2360.4128	8179.6855	-387.79053	1000.0	0.11852382	152000	-0.2515406
39	-247.15578	35.317543	247.18379	173.52539	614.3453	-173.74736	247.1834	173.52347	618.9573	-183.62146	4849.141	2489.3142	7947.505	-395.39554	1000.0	5043.632	2372.7874	8179.6855	-387.79053	1000.0	0.120322324	156000	-0.2451001
40	-252.43025	35.788155	252.46971	175.9184	621.5216	-173.74736	252.46925	175.9165	623.9457	-183.62146	4930.036	2509.3806	8114.0137	-395.39554	1000.0	5126.49	2399.568	8645.575	-387.79053	1000.0	0.122139126	160000	-0.23859726
41	-257.6402	36.236176	257.69086	178.26483	632.05804	-173.74736	257.6905	178.26317	631.38074	-183.62146	5004.9175	2523.6382	8232.403	-395.39554	1000.0	5190.252	2404.263	8645.575	-387.79053	1000.0	0.12389034	164000	-0.23285201
42	-262.80765	36.68485	262.86865	180.56705	637.4767	-173.74736	262.8682	180.56526	640.2298	-183.62146	5075.1064	2533.9822	8322.952	-395.39554	1000.0	5259.3154	2416.4302	8645.575	-387.79053	1000.0	0.12556934	168000	-0.22712466
43	-267.92032	37.12051	267.991	182.83879	648.3502	-173.74736	267.9907	182.83702	647.6049	-183.62146	5149.8687	2550.9922	8568.13	-395.39554	1000.0	5329.4736	2431.1443	8645.575	-387.79053	1000.0	0.12723358	172000	-0.22191715
44	-272.9909	37.59208	273.07175	185.07352	672.2583	-173.74736	273.0714	185.072	667.77136	-183.62146	5222.9688	2567.2463	8570.389	-395.39554	1000.0	5399.2427	2446.6482	8645.575	-387.79053	1000.0	0.12886941	176000	-0.21668792
45	-278.00787	38.046753	278.09808	187.2631	674.4235	-173.74736	278.0977	187.26138	676.91504	-183.62146	5292.123	2579.6897	8570.389	-395.39554	1000.0	5464.259	2457.487	8645.575	-387.79053	1000.0	0.13043055	180000	-0.21178123
46	-282.97894	38.487705	283.07834	189.41495	683.08966	-173.74736	283.0779	189.41338	684.55347	-183.62146	5363.2783	2595.7788	8673.072	-395.39554	1000.0	5525.4795	2465.1636	8645.575	-387.79053	1000.0	0.13200226	184000	-0.20726989
47	-287.87943	38.96392	287.9881	191.52492	690.68	-173.74736	287.98764	191.52342	692.5029	-183.62146	5431.596	2609.6692	8788.1	-395.39554	1000.0	5591.565	2479.7332	8788.622	-387.79053	1000.0	0.13356048	188000	-0.20257074
48	-292.7287	39.425053	292.8459	193.58821	696.8681	-173.74736	292.84555	193.58647	697.15375	-183.62146	5496.2812	2620.3276	8836.897	-395.39554	1000.0	5658.2173	2495.9998	8992.5205	-387.79053	1000.0	0.13505901	192000	-0.19842388
49	-297.52902	39.87802	297.65488	195.61177	703.9729	-174.7966	297.6546	195.61041	704.88245	-183.62146	5562.4463	2633.7224	8957.659	-395.39554	1000.0	5724.5107	2512.8267	9037.125	-387.79053	1000.0	0.13657463	196000	-0.19416997
50	-302.27362	40.317146	302.40784	197.59666	719.35016	-174.7966	302.40765	197.5953	716.09503	-183.62146	5626.571	2645.6462	8957.659	-395.39554	1000.0	5785.568	2524.149	9061.241	-387.79053	1000.0	0.13804835	200000	-0.19036922
