epoch	pi-loss	q-loss	average-q1-values	std-q1-values	max-q1-values	min-q1-values	average-q2-values	std-q2-values	max-q2-values	min-q2-values	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	average-test-episode-return	std-test-episode-return	max-test-episode-return	min-test-episode-return	test-episode-length	entropy-coeff	total-env-interacts	entropy-coeff-loss
1	-12.043937	1.1759466	10.701422	3.0084074	27.131775	-0.24694455	10.69978	3.0060394	27.349255	-0.9180714	-320.1284	112.29823	-168.69058	-441.47678	1000.0	-239.10432	32.082382	-181.11668	-276.5016	1000.0	0.31594384	4000	-11.8110895
2	-16.873787	1.9782388	15.655393	7.383941	54.26106	-0.24694455	15.654508	7.383286	54.05974	-0.9180714	-295.341	113.39367	-134.54083	-441.47678	1000.0	-230.44702	71.10679	-127.91917	-474.42206	1000.0	0.15996543	8000	-6.6265435
3	-19.137554	2.3090143	18.162292	11.196724	67.129364	-0.24694455	18.161705	11.195197	67.519264	-0.9180714	-256.4793	123.70714	-2.5913968	-441.47678	1000.0	-215.8578	79.42195	-51.860104	-474.42206	1000.0	0.10853536	12000	-4.515262
4	-20.183239	2.3564785	19.41613	13.486907	67.129364	-2.5986335	19.41567	13.485054	67.519264	-2.324404	-116.01552	299.34607	701.78784	-441.47678	1000.0	46.754547	460.4384	926.04614	-474.42206	1000.0	0.08180673	16000	-3.3648305
5	-21.535625	2.5123131	20.86756	15.381088	81.92834	-4.69284	20.867231	15.378957	80.98642	-4.928396	173.45517	655.52924	1849.0361	-441.47678	1000.0	444.1412	896.8614	2226.84	-474.42206	1000.0	0.06740852	20000	-2.5603278
6	-24.469393	3.0658846	23.839167	19.209156	124.87094	-6.4719296	23.8389	19.207207	125.29306	-5.671957	506.11392	960.7799	2430.7383	-441.47678	1000.0	810.61005	1159.1663	2865.2258	-474.42206	1000.0	0.06007069	24000	-2.0778623
7	-29.346476	3.9911609	28.73659	25.828087	160.26375	-6.727178	28.736284	25.82635	159.04324	-6.8047347	859.6298	1243.8018	3183.5789	-441.47678	1000.0	1133.3855	1334.6869	3471.391	-474.42206	1000.0	0.056430303	28000	-1.7502402
8	-36.002956	5.1397996	35.407158	34.69035	201.32884	-6.727178	35.40682	34.688717	200.40427	-6.927459	1182.8584	1444.624	3620.693	-441.47678	1000.0	1459.7634	1518.643	3935.6748	-474.42206	1000.0	0.05531271	32000	-1.5061215
9	-44.075676	6.3556623	43.498833	44.589706	235.49864	-6.727178	43.49848	44.588196	233.01541	-7.649593	1468.4819	1585.1947	4070.3777	-441.47678	1000.0	1743.8574	1642.297	4165.8745	-474.42206	1000.0	0.05605551	36000	-1.3264576
10	-52.935684	7.5611787	52.385895	54.43641	263.61633	-6.727178	52.385483	54.434937	265.36752	-8.315708	1723.276	1687.4115	4190.295	-441.47678	1000.0	1941.4819	1694.7362	4376.1875	-474.42206	1000.0	0.05787463	40000	-1.182705
11	-62.23103	8.762669	61.714275	63.77699	281.61917	-7.9524875	61.713863	63.77556	284.2981	-10.922632	1950.061	1761.7589	4331.1963	-441.47678	1000.0	2158.462	1756.2734	4519.426	-474.42206	1000.0	0.06034322	44000	-1.0710443
12	-71.644554	9.91411	71.16544	72.389336	313.0251	-12.607996	71.165	72.387794	313.2691	-13.205752	2168.5295	1836.8607	4839.6885	-441.47678	1000.0	2368.9333	1820.9113	4860.35	-474.42206	1000.0	0.06330218	48000	-0.9758871
13	-81.05737	10.936151	80.61711	80.29104	326.8818	-12.607996	80.61669	80.28953	330.06726	-13.205752	2363.7002	1889.8761	4839.6885	-441.47678	1000.0	2549.124	1864.9252	5223.0854	-474.42206	1000.0	0.06657529	52000	-0.8962927
14	-90.244934	11.936934	89.84476	87.43692	348.0894	-25.633448	89.844345	87.435356	346.4672	-23.651169	2519.1836	1910.4705	4928.4116	-441.47678	1000.0	2731.8325	1914.4736	5336.1587	-474.42206	1000.0	0.06993304	56000	-0.8305579
15	-99.279274	12.906926	98.91723	94.02401	365.01083	-25.633448	98.916794	94.02233	365.15573	-24.694937	2698.874	1965.1196	5551.3066	-441.47678	1000.0	2900.2317	1954.7473	5582.94	-474.42206	1000.0	0.07328158	60000	-0.77306664
16	-108.121086	13.803289	107.7977	100.108635	384.26312	-25.633448	107.79731	100.10692	381.92075	-24.694937	2867.9717	2012.6812	5582.86	-441.47678	1000.0	3054.866	1985.9604	5731.853	-474.42206	1000.0	0.076551706	64000	-0.72342634
17	-116.752815	14.702478	116.46474	105.758705	398.25046	-31.280762	116.46435	105.75699	403.11823	-36.50458	3015.3806	2039.7833	5582.86	-441.47678	1000.0	3215.7542	2031.466	5951.3916	-474.42206	1000.0	0.079741	68000	-0.679226
18	-125.18245	15.527125	124.92912	111.03409	415.3996	-43.57646	124.92874	111.03228	412.45932	-52.556156	3160.2278	2070.8784	5837.4985	-441.47678	1000.0	3351.26	2052.2866	5951.3916	-474.42206	1000.0	0.08282975	72000	-0.64122695
19	-133.38725	16.374502	133.16803	115.92914	427.7982	-43.57646	133.16763	115.92729	428.38168	-52.556156	3298.4502	2099.4275	5889.653	-441.47678	1000.0	3461.1213	2084.5894	6210.66	-474.42206	1000.0	0.086065434	76000	-0.60493726
20	-141.36852	17.246307	141.18318	120.470116	441.5439	-43.57646	141.18279	120.46819	441.92133	-52.556156	3433.8066	2129.6934	6095.203	-441.47678	1000.0	3587.779	2105.6035	6210.66	-474.42206	1000.0	0.089598544	80000	-0.5737264
21	-149.14305	18.072487	148.98961	124.70677	453.34955	-43.57646	148.98924	124.70485	451.68744	-52.556156	3559.698	2153.4026	6245.3438	-441.47678	1000.0	3660.376	2095.3792	6210.66	-474.42206	1000.0	0.092927866	84000	-0.5454945
22	-156.73024	18.814688	156.60706	128.68361	460.59824	-43.57646	156.60675	128.68164	459.61783	-52.556156	3681.3694	2177.7014	6579.436	-441.47678	1000.0	3782.9792	2123.2578	6595.058	-474.42206	1000.0	0.09623988	88000	-0.52007663
23	-164.13971	19.513046	164.04381	132.4437	471.09286	-43.57646	164.04358	132.44168	469.91025	-52.556156	3792.2302	2193.1907	6579.436	-441.47678	1000.0	3895.7986	2143.1167	6596.514	-474.42206	1000.0	0.09926076	92000	-0.49750772
24	-171.3855	20.28207	171.31546	136.03166	482.34457	-43.57646	171.31526	136.02963	484.02332	-52.556156	3902.3047	2211.117	6586.516	-441.47678	1000.0	3984.171	2140.652	6596.514	-474.42206	1000.0	0.102179475	96000	-0.4763832
25	-178.47899	21.030285	178.43384	139.43643	494.14136	-51.090878	178.43367	139.43433	493.3864	-52.556156	4010.6108	2230.6738	6763.7056	-441.47678	1000.0	4089.7395	2160.406	6790.2837	-474.42206	1000.0	0.10512634	100000	-0.45652294
26	-185.4052	21.766092	185.38414	142.67725	506.58484	-51.090878	185.38397	142.67506	506.36224	-52.556156	4113.17	2246.8625	6817.8003	-441.47678	1000.0	4191.3325	2178.65	6869.8213	-474.42206	1000.0	0.107943185	104000	-0.43855125
27	-192.16902	22.462532	192.17122	145.7495	512.5631	-51.090878	192.17105	145.74725	512.4831	-52.556156	4209.441	2259.0	6895.8926	-441.47678	1000.0	4268.7666	2187.0105	6879.1177	-474.42206	1000.0	0.11067797	108000	-0.422114
28	-198.78485	23.133171	198.80948	148.67195	524.9386	-51.090878	198.80933	148.66975	520.95496	-52.556156	4295.7764	2263.3755	6895.8926	-441.47678	1000.0	4359.918	2201.993	7130.4985	-474.42206	1000.0	0.11330578	112000	-0.4067702
29	-205.25531	23.74821	205.29996	151.4593	533.9557	-51.090878	205.2998	151.45702	530.97644	-52.556156	4384.1084	2272.7136	6956.7446	-441.47678	1000.0	4447.037	2212.449	7130.4985	-474.42206	1000.0	0.11582255	116000	-0.3923568
