epoch	pi-loss	v-loss	average-v-values	std-v-values	max-v-values	min-v-values	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	total-env-interacts
1	-0.044668496	1149.7915	-4.0406895	1.4574027	3.9586601	-5.5899887	-390.56946	60.640648	-310.1919	-471.97372	1000.0	4000
2	-0.039361894	1220.7566	-6.777589	2.9273856	3.9586601	-9.625239	-420.8479	65.746735	-310.1919	-519.2594	1000.0	8000
3	-0.0236063	1008.1836	-8.554651	3.4696553	3.9586601	-12.156019	-399.12183	69.755356	-263.87088	-519.2594	1000.0	12000
4	-0.019844726	920.65784	-10.050058	3.9671278	3.9586601	-14.560402	-396.46585	75.30118	-251.695	-519.2594	1000.0	16000
5	-0.027036238	833.5038	-11.321179	4.3651385	3.9586601	-16.436516	-381.69327	83.67565	-234.22261	-519.2594	1000.0	20000
6	-0.027374297	824.1545	-12.573313	4.8701496	3.9586601	-18.85838	-386.42874	91.872826	-206.86186	-533.41156	1000.0	24000
7	-0.033259895	760.956	-13.724341	5.3179135	3.9586601	-20.654387	-382.84793	89.967064	-206.86186	-533.41156	1000.0	28000
8	-0.033766195	709.21326	-14.777758	5.702588	3.9586601	-22.18762	-379.5642	89.561264	-206.86186	-533.41156	1000.0	32000
9	-0.035933442	678.9533	-15.720271	6.0321493	11.878488	-23.537018	-378.58386	92.7117	-206.86186	-535.1228	1000.0	36000
10	-0.030882835	641.68066	-16.629662	6.3410873	11.878488	-24.875595	-377.1943	88.15042	-206.86186	-535.1228	1000.0	40000
11	-0.03757919	599.0689	-17.403847	6.526661	11.878488	-25.247446	-370.76755	88.01351	-206.86186	-535.1228	1000.0	44000
12	-0.037200004	568.72955	-18.14177	6.711004	11.878488	-26.278112	-369.6306	85.15422	-206.86186	-535.1228	1000.0	48000
13	-0.034756385	539.34546	-18.740805	6.7878704	11.878488	-26.278112	-361.26672	88.16167	-179.01707	-535.1228	1000.0	52000
14	-0.0346914	519.3282	-19.224396	6.840259	16.628859	-26.542261	-356.6972	87.10661	-179.01707	-535.1228	1000.0	56000
15	-0.034528542	495.61487	-19.644072	6.8236613	16.628859	-26.647793	-351.79376	86.74806	-179.01707	-535.1228	1000.0	60000
16	-0.03312467	479.3314	-20.054113	6.8284483	16.628859	-27.219843	-349.9798	85.47949	-179.01707	-535.1228	1000.0	64000
17	-0.032847684	463.15234	-20.382349	6.7970014	16.628859	-27.541822	-346.56708	86.71205	-179.01707	-535.1228	1000.0	68000
18	-0.0313524	453.0783	-20.75527	6.810998	16.628859	-28.381163	-346.0567	84.99342	-179.01707	-535.1228	1000.0	72000
19	-0.032205015	436.292	-20.956404	6.7210493	16.628859	-28.381163	-341.7763	84.795975	-179.01707	-535.1228	1000.0	76000
20	-0.033787392	425.37207	-21.056303	6.6346397	16.628859	-28.381163	-338.4483	84.2733	-179.01707	-535.1228	1000.0	80000
21	-0.031612236	418.72223	-21.42642	6.6983666	16.628859	-29.528025	-339.84753	83.22926	-179.01707	-535.1228	1000.0	84000
22	-0.032825425	409.32315	-21.761824	6.736806	16.628859	-29.95691	-339.55344	81.799164	-179.01707	-535.1228	1000.0	88000
23	-0.033818122	395.17035	-22.003399	6.696025	16.628859	-29.95691	-337.60654	80.66991	-179.01707	-535.1228	1000.0	92000
24	-0.0322959	387.2914	-22.214417	6.6674504	16.628859	-29.95691	-336.44867	80.328064	-179.01707	-535.1228	1000.0	96000
25	-0.03134737	378.74063	-22.318968	6.6091785	16.628859	-29.95691	-334.1702	79.84418	-179.01707	-535.1228	1000.0	100000
26	-0.030970903	370.84488	-22.484123	6.567513	16.628859	-30.157568	-333.0383	79.918274	-179.01707	-535.1228	1000.0	104000
27	-0.02960243	364.76633	-22.483154	6.522569	16.628859	-30.157568	-330.40784	81.248245	-164.4165	-535.1228	1000.0	108000
28	-0.028024431	356.41727	-22.468554	6.460575	16.628859	-30.157568	-327.18057	81.67612	-164.4165	-535.1228	1000.0	112000
29	-0.028635206	350.96133	-22.486849	6.415137	16.628859	-30.157568	-324.3015	81.88523	-164.4165	-535.1228	1000.0	116000
30	-0.028355507	343.60638	-22.385141	6.4240975	16.628859	-30.157568	-320.60886	83.39032	-155.74773	-535.1228	1000.0	120000
31	-0.028921612	337.73325	-22.418795	6.384072	16.628859	-30.157568	-318.95505	83.24286	-155.74773	-535.1228	1000.0	124000
