epoch	pi-loss	v-loss	average-v-values	std-v-values	max-v-values	min-v-values	kl	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	total-env-interacts
1	5.964857	514.70654	-4.448083	0.8560094	-0.63218796	-5.619475	0.015084036	-257.54346	30.528423	-234.13625	-309.20514	1000.0	4000
2	3.6005127	277.02554	-8.606431	0.29310268	-4.6176615	-8.788507	0.015130642	-209.11368	34.95199	-174.68857	-259.5199	1000.0	8000
3	3.4291506	521.328	-11.803018	0.16105418	-8.859682	-11.871453	0.015184429	-234.16733	125.929184	-58.340668	-365.05127	1000.0	12000
4	2.0545285	347.8881	-14.083407	0.112209745	-11.997813	-14.137208	0.015067281	-225.36623	59.64394	-144.04494	-297.62265	1000.0	16000
5	1.0392699	202.04791	-15.305604	0.07600895	-14.30796	-15.341518	0.014809923	-212.7982	17.183897	-191.572	-233.80618	1000.0	20000
6	3.3928344	345.0389	-18.313105	0.061563045	-16.427874	-18.335081	0.015086594	-322.0431	99.54437	-203.4078	-478.60208	1000.0	24000
7	-0.6242279	158.73401	-18.294144	0.55404824	-7.707845	-18.421051	0.014443114	-190.07669	29.323318	-145.75716	-223.09956	1000.0	28000
8	0.16567308	194.31125	-18.807718	0.05007262	-18.01256	-18.831442	0.015107811	-220.8076	41.37806	-178.87402	-288.04968	1000.0	32000
9	0.33116394	164.8137	-19.421618	0.06392307	-17.395502	-19.43905	0.0150723	-232.52982	49.376354	-153.48589	-289.66205	1000.0	36000
10	-1.5552094	205.92148	-18.324915	0.80855936	-6.130823	-18.550632	0.015047912	-161.50192	29.522816	-131.29774	-208.55281	1000.0	40000
11	-1.8699405	170.52756	-13.085446	1.9952211	-4.8961797	-17.458105	0.0150355855	-143.1171	41.484997	-99.162605	-199.60521	1000.0	44000
12	0.051347896	172.007	-13.675698	1.6595483	-3.7612586	-17.446466	0.015007349	-157.79709	70.56982	-49.2609	-234.9753	1000.0	48000
13	-0.281109	160.49492	-14.197119	0.80193776	-10.593667	-17.331266	0.015015181	-156.01297	24.292374	-132.3109	-195.84024	1000.0	52000
14	-1.4418548	134.35875	-10.513873	1.4372183	-3.4881434	-16.18451	0.015044581	-108.35184	56.73023	-50.900307	-172.61882	1000.0	56000
15	-0.24355996	208.8884	-10.76769	0.9411521	-6.103035	-15.576931	0.015144044	-119.15332	37.280006	-82.71839	-178.60672	1000.0	60000
