epoch	pi-loss	v-loss	average-v-values	std-v-values	max-v-values	min-v-values	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	total-env-interacts
1	-0.018617332	742.37665	-4.544962	0.78333616	-0.21779671	-6.0405226	-312.50763	43.502544	-243.9969	-356.57086	1000.0	4000
2	-0.031765744	854.1068	-7.3221474	2.8373425	-0.21779671	-10.24537	-343.89526	54.4707	-243.9969	-423.79407	1000.0	8000
3	-0.035008907	921.2182	-9.467766	3.817831	-0.21779671	-13.800498	-386.7291	90.17857	-243.9969	-618.7141	1000.0	12000
4	-0.03828332	836.9889	-11.046469	4.2906094	-0.21779671	-15.811178	-373.35315	100.39846	-242.77675	-618.7141	1000.0	16000
5	-0.036614608	734.2486	-12.314708	4.6003423	-0.21779671	-17.420374	-361.9814	97.525986	-242.77675	-618.7141	1000.0	20000
6	-0.03717476	713.98895	-13.581246	5.0652456	-0.21779671	-19.931076	-372.88626	97.87362	-242.77675	-618.7141	1000.0	24000
7	-0.033369813	672.57086	-14.772454	5.5231867	-0.21779671	-21.93844	-373.02435	92.22871	-242.77675	-618.7141	1000.0	28000
8	-0.032681584	612.4285	-15.747367	5.7745657	-0.21779671	-22.581392	-360.6716	94.3918	-177.38582	-618.7141	1000.0	32000
9	-0.03431172	579.606	-16.614483	5.9712386	-0.21779671	-23.559155	-356.77838	95.002075	-177.38582	-618.7141	1000.0	36000
10	-0.03605603	551.48566	-17.38737	6.1209745	-0.21779671	-24.35392	-351.87338	95.11705	-174.33568	-618.7141	1000.0	40000
11	-0.032561257	531.10724	-18.144188	6.315041	12.145667	-25.817078	-353.34128	91.9077	-174.33568	-618.7141	1000.0	44000
12	-0.031743944	503.79825	-18.735264	6.399849	18.06108	-25.852417	-346.84903	91.56942	-174.33568	-618.7141	1000.0	48000
13	-0.03395043	484.7973	-19.24972	6.4472857	18.06108	-26.311075	-343.8931	89.62945	-174.33568	-618.7141	1000.0	52000
14	-0.0322305	462.61606	-19.645996	6.4444017	18.06108	-26.477972	-339.82047	87.73122	-174.33568	-618.7141	1000.0	56000
15	-0.03202385	441.42365	-20.051846	6.4318457	18.06108	-26.6172	-336.1567	86.38781	-174.33568	-618.7141	1000.0	60000
16	-0.03349824	432.21906	-20.240253	6.4879856	23.286854	-26.900497	-332.39484	85.599884	-174.33568	-618.7141	1000.0	64000
17	-0.03226959	423.98914	-20.526648	6.5110846	23.9515	-27.695433	-330.97186	85.65452	-174.33568	-618.7141	1000.0	68000
18	-0.032210898	411.3132	-20.781712	6.493517	23.9515	-27.725117	-327.9807	84.5183	-174.33568	-618.7141	1000.0	72000
19	-0.03255272	398.87952	-20.899231	6.4295754	23.9515	-27.764254	-324.52872	84.70145	-174.33568	-618.7141	1000.0	76000
20	-0.03563782	389.3223	-20.891851	6.390342	23.9515	-27.764254	-319.7658	87.471924	-119.6123	-618.7141	1000.0	80000
21	-0.035521682	383.9521	-21.179745	6.4413214	23.9515	-29.014275	-320.91403	87.635826	-119.6123	-618.7141	1000.0	84000
22	-0.033814404	378.9716	-21.311611	6.505274	23.9515	-29.014275	-318.5476	88.15699	-119.6123	-618.7141	1000.0	88000
23	-0.033211056	371.75485	-21.538527	6.501391	23.9515	-29.318926	-317.52237	86.71026	-119.6123	-618.7141	1000.0	92000
24	-0.032977097	364.09903	-21.546076	6.5157013	23.9515	-29.318926	-314.6454	86.68395	-119.6123	-618.7141	1000.0	96000
25	-0.031900015	359.03555	-21.500525	6.484052	23.9515	-29.318926	-311.45596	87.288795	-119.6123	-618.7141	1000.0	100000
26	-0.031346522	350.5016	-21.498707	6.4167433	23.9515	-29.318926	-308.77917	86.75277	-119.6123	-618.7141	1000.0	104000
27	-0.032076485	344.02017	-21.331636	6.477449	23.9515	-29.318926	-304.82004	88.01108	-117.00009	-618.7141	1000.0	108000
28	-0.032012615	337.9064	-21.309	6.425032	23.9515	-29.318926	-302.1191	88.635506	-105.711784	-618.7141	1000.0	112000
29	-0.032058332	331.5611	-21.446152	6.399607	23.9515	-29.318926	-301.27127	87.32764	-105.711784	-618.7141	1000.0	116000
30	-0.03175763	326.92978	-21.443817	6.3527746	23.9515	-29.318926	-298.73563	87.58263	-105.711784	-618.7141	1000.0	120000
31	-0.03235374	323.80707	-21.597383	6.3457046	23.9515	-29.641632	-298.90594	87.64438	-105.711784	-618.7141	1000.0	124000
32	-0.03143779	319.8951	-21.746466	6.3331246	23.9515	-30.008251	-298.87405	87.25916	-105.711784	-618.7141	1000.0	128000
33	-0.031873584	315.40314	-21.681988	6.3562407	23.9515	-30.008251	-295.95343	87.91124	-105.711784	-618.7141	1000.0	132000
34	-0.032884575	309.40466	-21.791187	6.3082724	23.9515	-30.008251	-295.69693	87.08093	-105.711784	-618.7141	1000.0	136000
35	-0.032804634	307.8077	-21.841171	6.302203	23.9515	-30.158218	-294.81247	87.298355	-105.711784	-618.7141	1000.0	140000
