epoch	pi-loss	q-loss	average-q-values	std-q-values	max-q-values	min-q-values	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	average-test-episode-return	std-test-episode-return	max-test-episode-return	min-test-episode-return	test-episode-length	total-env-interacts
1	-20.944597	2.8616261	16.616932	14.121311	101.029434	-28.284075	3.4196856	7.211916	34.694256	-9.738032	22.222221	-7.065759	2.5473256	-4.1269846	-12.0313225	68.6	4000
2	-148.68578	182.90135	131.02118	130.15855	478.26642	-314.7436	4.8054867	25.022337	274.79898	-22.171675	25.07837	-8.620999	2.3802328	-4.1269846	-12.0313225	40.3	8000
3	-256.1616	409.62488	234.57077	186.10039	806.0197	-314.7436	5.5808363	39.731453	472.15033	-93.97005	30.76923	18.920387	79.17222	265.2711	-157.28127	92.03333	12000
4	-352.1007	604.5954	328.36667	233.46419	962.0184	-314.7436	7.7528687	45.50748	472.15033	-93.97005	38.369305	22.057585	83.0847	265.2711	-157.28127	105.75	16000
5	-433.49945	791.63055	408.3743	268.18262	1051.7896	-362.18573	12.17177	57.027542	472.15033	-145.80042	44.345898	23.131042	74.7334	265.2711	-157.28127	95.82	20000
6	-505.9609	993.2222	479.91092	297.5734	1314.3007	-470.03973	16.836464	65.03193	472.15033	-145.80042	49.18033	22.281843	78.563576	265.2711	-178.32127	104.35	24000
7	-567.56305	1143.7128	541.06683	318.54562	1387.6611	-563.00085	15.330148	67.034424	472.15033	-234.60585	54.263565	17.334148	73.75455	265.2711	-178.32127	94.314285	28000
8	-619.1289	1324.3857	592.4111	332.60913	1529.6332	-563.00085	14.896006	65.89698	472.15033	-234.60585	57.24508	26.642054	78.26763	290.7614	-178.32127	105.1625	32000
9	-663.0561	1458.1407	636.234	342.35907	1634.6199	-563.00085	17.204245	66.90971	472.15033	-234.60585	60.913704	36.08613	88.56154	365.87338	-178.32127	112.28889	36000
10	-700.20074	1572.0149	673.42004	348.91415	1764.4707	-660.766	17.56264	67.71919	472.15033	-234.60585	64.308685	41.20888	91.89504	365.87338	-178.32127	122.55	40000
11	-731.29645	1650.4296	704.6628	352.56567	1858.8705	-691.71436	16.747057	68.85486	472.15033	-234.60585	68.21706	41.663136	95.50408	365.87338	-178.32127	127.045456	44000
12	-757.31976	1713.027	730.888	354.54263	1955.5813	-691.71436	15.898988	68.414246	472.15033	-234.60585	71.32243	43.016666	93.75001	365.87338	-178.32127	124.5	48000
13	-779.1644	1774.5912	752.95605	355.02393	2049.7734	-901.3336	16.986578	69.99818	472.15033	-234.60585	74.39199	46.50751	101.19386	541.63196	-178.32127	128.25385	52000
14	-797.93787	1816.5267	771.98706	354.75516	2092.1191	-901.3336	18.344244	71.21669	472.15033	-234.60585	77.24138	44.24595	102.80628	541.63196	-178.32127	129.99286	56000
15	-813.44556	1854.194	787.7815	353.54932	2092.1191	-946.56226	17.543764	71.45142	472.15033	-234.60585	79.5756	40.487705	100.433395	541.63196	-178.32127	125.16	60000
16	-825.73663	1876.1608	800.40186	351.32462	2092.1191	-946.56226	19.766161	74.92568	472.15033	-234.60585	82.15661	45.175636	111.124565	580.7742	-178.32127	132.525	64000
17	-835.96136	1893.0288	810.93317	348.79636	2092.1191	-2056.7852	22.469406	78.31336	472.15033	-234.60585	85.0	47.72794	118.996506	642.15533	-178.32127	140.47058	68000
18	-844.36395	1907.0203	819.6499	346.0758	2092.1191	-2056.7852	22.934305	79.7017	472.15033	-234.60585	86.6426	50.44285	117.98117	642.15533	-178.32127	139.10556	72000
19	-851.28033	1924.1246	826.8566	343.42667	2092.1191	-2056.7852	25.132994	80.33614	472.15033	-234.60585	87.861275	50.384666	115.88597	642.15533	-178.32127	138.07895	76000
20	-857.39453	1945.6874	833.2222	340.9134	2092.1191	-2056.7852	26.464293	80.77833	472.15033	-234.60585	88.79023	47.18359	114.982956	642.15533	-178.32127	140.78	80000
21	-863.2307	1958.6239	839.2905	338.73273	2112.0967	-2056.7852	26.925674	82.01735	472.15033	-234.60585	91.205215	44.980663	113.4144	642.15533	-178.32127	140.21428	84000
22	-868.86444	1973.6973	845.10913	336.87762	2212.6157	-2056.7852	27.47026	84.42368	614.8207	-234.60585	92.925026	48.285954	114.22684	642.15533	-178.32127	141.8091	88000
23	-874.31866	1988.172	850.74243	335.32007	2257.5676	-2056.7852	28.766954	85.56352	614.8207	-234.60585	94.06953	51.85751	114.16762	642.15533	-178.32127	141.83913	92000
