epoch	pi-loss	v-loss	average-v-values	std-v-values	max-v-values	min-v-values	kl	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	total-env-interacts
1	9.364557	1321.3438	-4.8907394	0.7774883	0.97565925	-6.181199	0.004292705	-409.764	28.379686	-380.60028	-453.1851	1000.0	4000
2	7.4806266	1027.6025	-9.74363	0.22376445	-4.343792	-9.880024	0.0043012025	-387.13498	123.66782	-244.35446	-542.6467	1000.0	8000
3	2.5061378	220.96106	-11.44497	0.13925606	-8.374442	-11.489249	0.0041776793	-223.6889	44.96529	-174.77992	-296.0822	1000.0	12000
4	2.9621909	345.62775	-13.131592	0.118399285	-8.951115	-13.190988	0.004047826	-263.43198	83.87052	-123.85989	-336.2922	1000.0	16000
5	1.0357014	155.43271	-14.028339	0.1063202	-12.141089	-14.101799	0.004664644	-201.27902	29.340004	-156.60123	-228.74295	1000.0	20000
6	1.4863787	146.9099	-15.268473	0.076251544	-14.082276	-15.307964	0.0047915806	-230.46521	26.902287	-193.50957	-268.28662	1000.0	24000
7	-0.6504479	126.83695	-15.132471	0.31646624	-9.788291	-15.233912	0.0040039085	-160.86618	30.789654	-119.188255	-205.21846	1000.0	28000
8	2.303843	418.50653	-16.957134	0.062476568	-15.881192	-16.994085	0.004211656	-282.61633	70.988014	-201.81926	-382.1437	1000.0	32000
9	0.936162	176.64893	-18.163652	0.06255242	-17.084223	-18.192781	0.004309171	-239.28517	56.768036	-182.53716	-312.95404	1000.0	36000
10	0.59745836	171.51448	-19.02343	0.047450215	-18.098948	-19.047031	0.0037876987	-240.91406	40.287933	-198.95294	-305.8358	1000.0	40000
11	0.047273725	178.26457	-19.708296	0.030455085	-19.182114	-19.721533	0.0041279066	-229.40536	34.35829	-194.87158	-265.52234	1000.0	44000
12	-0.91195047	155.02081	-19.324375	0.47086853	-6.827078	-19.419195	0.004411359	-199.67154	45.345116	-125.964226	-248.68608	1000.0	48000
13	-0.82440263	145.7315	-19.118227	0.5174476	-10.330355	-19.223047	0.004642149	-190.60052	51.788467	-129.54773	-254.16019	1000.0	52000
14	-1.2486339	163.23279	-17.36909	1.8386726	-5.926282	-18.339186	0.0041326107	-178.46712	57.96924	-108.81652	-262.7268	1000.0	56000
15	-1.6530178	122.93174	-12.8355875	1.6999936	-5.086576	-17.618431	0.0046939203	-135.59535	48.737587	-58.922287	-194.36983	1000.0	60000
16	1.811882	200.1275	-18.92347	0.14212482	-17.016258	-19.003227	0.0041203625	-234.00908	52.72776	-189.07005	-323.56778	1000.0	64000
17	-1.10489	185.06679	-16.765213	2.3333611	-2.6540303	-18.82077	0.0042754393	-180.13507	82.318184	-95.446526	-312.74832	1000.0	68000
18	1.0491846	142.45082	-19.717497	0.285669	-16.276442	-19.885048	0.0041711573	-241.38586	78.11764	-106.81109	-295.1283	1000.0	72000
19	-1.6911923	141.71721	-16.177595	2.0956278	-0.6845635	-19.136774	0.0047000656	-162.46722	44.705196	-98.134026	-222.76334	1000.0	76000
20	0.642159	140.79132	-17.188072	1.9464654	-7.1039696	-19.593884	0.004657071	-200.52974	82.188354	-121.29357	-334.64404	1000.0	80000
21	0.3285668	186.79604	-19.096992	1.0953599	-11.951009	-20.058443	0.004506378	-217.33752	55.85961	-141.82848	-283.87677	1000.0	84000
22	-0.562241	98.167786	-19.445463	0.72705835	-13.16285	-20.040411	0.0042270506	-202.29869	33.341007	-152.39397	-244.01712	1000.0	88000
23	-0.33791763	119.70687	-19.280642	1.092701	-12.906552	-20.237207	0.004685523	-213.76425	44.862377	-148.64264	-274.44122	1000.0	92000
24	-0.91238934	141.93823	-17.51173	2.8377218	-4.6787925	-20.089945	0.004166988	-191.34991	70.70068	-90.36458	-259.1879	1000.0	96000
25	-0.43961066	153.69034	-16.245476	1.7076662	-9.105802	-19.869215	0.004617938	-170.6647	39.487717	-109.73343	-207.73035	1000.0	100000
26	0.44375598	98.05847	-20.425915	0.39383674	-17.616411	-20.624107	0.004387815	-226.60635	19.007822	-195.79413	-247.28015	1000.0	104000
27	-1.0420024	160.32271	-18.781216	1.7120245	-10.59483	-20.38464	0.004185394	-190.16039	47.453846	-141.48773	-239.73415	1000.0	108000
28	-2.1608515	180.23532	-11.164041	2.0877051	-4.965589	-19.611954	0.0044472287	-119.89152	58.918514	-55.952614	-209.09949	1000.0	112000
29	1.0776336	110.005005	-19.85737	1.1409914	-14.094081	-20.46475	0.004024771	-204.89058	45.76317	-130.25667	-252.3605	1000.0	116000
30	-1.2721393	178.05319	-15.966903	1.4513373	-11.6454935	-19.58974	0.0045825886	-170.62909	17.016558	-142.3565	-185.65108	1000.0	120000
31	-1.6492147	86.45993	-11.638464	1.8568091	-5.756472	-18.144018	0.00443205	-119.45279	26.976517	-78.84689	-153.45192	1000.0	124000
32	0.50884944	90.70419	-17.186583	1.128196	-13.075643	-19.496058	0.0043085427	-174.42863	10.268422	-165.07391	-191.37215	1000.0	128000
33	-1.5459617	78.86238	-12.453375	1.5372361	-6.778203	-17.557817	0.0048201075	-126.59741	32.314617	-76.022026	-159.13937	1000.0	132000
34	-0.8942113	95.333694	-10.308905	1.1969264	-4.5427876	-15.405684	0.0043908553	-104.16296	42.9992	-63.934647	-176.30995	1000.0	136000
35	0.7616415	76.68914	-15.099525	2.9293609	-2.9032547	-19.23454	0.0049491907	-162.3776	59.14727	-69.22255	-229.06165	1000.0	140000
36	-0.98232526	75.309616	-11.4387	1.5670531	-7.658951	-17.463713	0.004876877	-122.664215	25.803867	-91.55572	-162.09999	1000.0	144000
37	0.1658096	76.91862	-13.9154625	0.84821504	-11.03779	-17.325863	0.0047790753	-142.58392	21.499836	-110.69793	-169.32706	1000.0	148000
38	-1.6767774	64.38882	-8.565987	0.8296804	-4.0073166	-12.678237	0.004415293	-95.37253	18.234129	-76.96025	-125.11822	1000.0	152000
39	-0.13353522	61.66674	-9.778671	2.0911403	-4.2574496	-17.369587	0.0044414974	-102.871826	53.573563	-50.77973	-173.51736	1000.0	156000
40	-0.8948153	75.66243	-7.4759474	1.1275808	-3.4042587	-13.700045	0.0049401475	-81.9491	38.626163	-26.612444	-133.75183	1000.0	160000
41	-1.5476451	41.775364	-2.938085	0.66660535	2.1585271	-9.269614	0.004678567	-25.11513	2.7812455	-21.878721	-28.956226	1000.0	164000
42	-0.3050167	60.807816	-3.0331972	1.2577851	3.3335688	-11.652426	0.0045713196	-32.53479	52.6187	35.68521	-100.759796	1000.0	168000
43	0.010538161	89.86669	-5.2000775	2.521938	0.73127556	-14.514279	0.0043774704	-46.440525	46.23162	7.452108	-93.51295	1000.0	172000
44	0.524727	90.38965	-8.943959	2.1677759	-3.6459904	-16.645004	0.004686783	-89.22846	33.501896	-62.829567	-146.67982	1000.0	176000
45	-0.8675443	87.97773	-8.492868	4.2384806	0.21459085	-17.137192	0.004634802	-81.38307	65.095856	-5.9195633	-169.49654	1000.0	180000
46	0.5209919	57.53414	-14.552912	1.2387226	-8.915907	-17.71952	0.004412397	-145.96423	27.383982	-117.24498	-188.04655	1000.0	184000
47	-3.5142498	38.46969	-1.3190386	0.81966513	1.3395228	-7.7875752	0.005093255	-5.227535	14.324538	14.466653	-22.427134	1000.0	188000
48	-0.54936075	102.67291	-2.6580484	4.33991	5.9414635	-13.766787	0.0050087715	-13.462799	70.38414	58.038727	-126.79625	1000.0	192000
49	0.27521437	127.60754	-7.669362	5.0040107	2.9038699	-16.079687	0.004757873	-72.89897	75.28668	5.1590304	-158.74454	1000.0	196000
50	-0.7594373	158.46147	-5.271836	1.6001974	-0.62275136	-11.003195	0.0046551926	-45.67965	22.155804	-18.438377	-70.07033	1000.0	200000
51	-1.2302344	137.78401	-2.966514	4.097362	8.156706	-13.064249	0.005089728	-20.623188	77.46866	46.60692	-147.24298	1000.0	204000
52	-1.1353723	150.26889	-1.8429664	7.4477997	11.094559	-14.755801	0.0048024543	-4.2441797	98.40527	108.47268	-135.09378	1000.0	208000
53	-0.28444815	190.125	-1.5336052	3.8099113	5.4252515	-10.744261	0.0046457713	-12.268906	74.01993	93.48108	-93.687904	1000.0	212000
54	-0.03610027	80.85323	-3.9143643	10.719032	13.221579	-17.586683	0.0047711073	-31.346878	120.90409	95.917015	-175.84999	1000.0	216000
55	-1.5119933	193.45972	2.3207722	3.3558726	11.248835	-8.602977	0.00485644	40.50759	66.58901	111.53355	-61.453518	1000.0	220000
56	0.11646557	104.23715	-0.15283826	7.4887743	12.02085	-13.796679	0.0051793586	3.1427517	110.11803	131.17369	-149.90443	1000.0	224000
57	-0.69359154	107.90268	3.892875	8.696948	13.82295	-15.243127	0.0054166648	50.259613	115.184494	126.374695	-148.57603	1000.0	228000
58	-0.26872325	231.83112	1.5561949	3.767011	10.758966	-8.739339	0.004718893	29.832981	61.004818	114.824005	-54.033676	1000.0	232000
59	-2.1759214	75.8586	8.283425	9.7366495	16.733688	-13.642801	0.0055959937	94.291275	109.32037	166.99089	-94.77709	1000.0	236000
60	-1.8735791	47.847157	18.949665	0.5953085	19.308765	10.922401	0.005559177	209.27896	12.178023	223.5463	190.10387	1000.0	240000
61	0.05449179	137.18848	15.838754	1.0950768	17.237906	4.8847723	0.005905091	173.11752	27.129356	216.01613	143.26996	1000.0	244000
62	-0.42608142	204.2169	13.970544	7.1628366	17.610222	-9.625198	0.005460305	175.11752	108.45865	254.93822	-10.789054	1000.0	248000
63	-1.4272597	108.92903	19.885015	0.3444234	20.098999	12.875806	0.0061393157	228.18384	51.3312	276.6253	141.87807	1000.0	252000
64	0.04134497	215.86649	17.53283	1.6765833	18.27997	3.2400026	0.005520911	190.03227	48.697742	242.29147	129.99716	1000.0	256000
65	-0.3222683	184.61652	13.272642	15.437188	21.590847	-20.186476	0.0055282777	167.54808	187.04762	299.10095	-153.30128	1000.0	260000
66	0.9388465	342.58572	-11.565307	2.4688659	13.794546	-15.256203	0.0050323918	-103.79526	36.0379	-64.29417	-157.69516	1000.0	264000
67	-9.417959	127.4501	17.077835	1.5600082	18.628746	2.7892854	0.0056931404	239.64453	34.14209	278.1032	186.77336	1000.0	268000
