epoch	pi-loss	v-loss	average-v-values	std-v-values	max-v-values	min-v-values	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	total-env-interacts
1	-0.016774684	311.3495	4.7096887	0.520674	5.0899954	-0.7856751	19.859484	18.611193	115.13863	5.320389	21.085106	4000
2	-0.014486507	559.8147	6.1048465	2.1776905	8.636789	-7.94654	21.679808	25.572437	226.37582	4.860146	22.0	8000
3	-0.010271688	532.7441	7.3753514	2.9964688	11.150643	-9.298717	22.794899	25.724756	226.37582	4.860146	22.953308	12000
4	-0.011267588	554.87463	8.59132	3.7373314	13.931047	-9.298717	24.504799	27.232527	226.37582	4.703398	23.940548	16000
5	-0.017549241	579.0818	9.71183	4.583958	16.753134	-9.298717	25.855787	28.68799	226.37582	4.703398	24.518703	20000
6	-0.017126868	629.2522	10.973121	5.539147	20.019873	-9.298717	27.684067	31.09389	226.37582	4.703398	25.497835	24000
7	-0.018296285	664.55927	12.285779	6.5092435	23.127918	-9.298717	29.5782	33.252956	226.37582	4.703398	26.501926	28000
8	-0.020189188	672.9232	13.493135	7.2770357	25.497293	-9.298717	30.999521	34.387188	226.37582	4.703398	27.355091	32000
9	-0.022133937	704.00696	14.717402	8.09298	28.248512	-10.961679	32.571728	36.214684	226.37582	4.703398	28.241215	36000
10	-0.021676814	734.61475	16.012089	8.94157	31.152592	-10.961679	34.24113	38.038063	226.37582	4.703398	29.167286	40000
11	-0.025020223	765.9389	17.318686	9.839222	34.378357	-10.961679	36.20243	40.060223	226.37582	4.703398	30.097136	44000
12	-0.025726667	793.5014	18.658703	10.706437	36.817505	-11.205734	37.79514	41.5385	232.76837	4.703398	30.935442	48000
13	-0.026256712	798.71136	19.9985	11.4558735	38.5607	-11.205734	39.467884	42.42646	264.38568	4.703398	31.753124	52000
14	-0.028634567	810.59406	21.352648	12.215954	40.88923	-11.205734	41.379944	43.826893	264.38568	4.703398	32.659904	56000
15	-0.02839569	827.47107	22.585035	12.874371	43.297604	-11.562993	43.053055	45.20117	264.38568	4.703398	33.48057	60000
16	-0.027798988	836.8185	23.765144	13.492266	44.8816	-21.881908	44.4837	46.12556	264.38568	4.703398	34.189484	64000
17	-0.026879286	852.20654	24.961838	14.118559	47.268696	-21.881908	46.2292	47.55413	264.38568	4.703398	35.00211	68000
18	-0.024964605	847.18945	26.169268	14.704731	48.795666	-21.881908	47.887268	48.346973	264.38568	4.703398	35.808674	72000
19	-0.02422074	865.62244	27.377382	15.285122	51.242718	-21.881908	49.72891	49.88235	264.38568	4.703398	36.664356	76000
20	-0.025010372	870.4642	28.4002	15.714903	53.32845	-21.881908	51.292904	50.94436	264.38568	4.703398	37.377457	80000
21	-0.023470536	873.72797	29.382006	16.11368	55.421604	-21.881908	52.752472	51.85393	264.38568	4.703398	38.059097	84000
