epoch	pi-loss	q-loss	average-q1-values	std-q1-values	max-q1-values	min-q1-values	average-q2-values	std-q2-values	max-q2-values	min-q2-values	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	average-test-episode-return	std-test-episode-return	max-test-episode-return	min-test-episode-return	test-episode-length	entropy-coeff	total-env-interacts	entropy-coeff-loss
1	-13.37867	2.3198948	11.568024	4.1737776	32.977093	-0.40458107	11.568024	4.1737776	32.977093	-0.40458107	-360.28326	140.6631	-231.63304	-596.815	1000.0	-316.54437	149.3073	-206.47372	-663.94305	1000.0	0.32195178	4000	-9.288639
2	-35.479107	5.1092978	33.19261	10.292538	75.49241	4.6928334	33.19261	10.292538	75.49241	4.6928334	-282.32782	60.303963	-212.64995	-378.03973	1000.0	-178.19008	110.519485	-41.423767	-447.13724	1000.0	0.06571328	8000	-0.69709045
3	-53.475414	6.3789387	51.86455	14.886944	98.21224	23.533033	51.86455	14.886944	98.21224	23.533033	-264.94943	36.117348	-229.25874	-318.32675	1000.0	51.245625	144.60393	293.5489	-239.36005	1000.0	0.04696698	12000	-0.31209442
4	-59.295696	5.680678	58.180305	26.876968	110.71069	20.713175	58.180305	26.876968	110.71069	20.713175	150.05429	269.52026	397.19034	-265.9993	1000.0	482.51495	344.15338	828.2943	-217.03354	1000.0	0.030106872	16000	-0.21371149
5	-65.5854	5.812715	64.71361	32.970306	125.30272	17.728596	64.71361	32.970306	125.30272	17.728596	818.1124	274.3981	1250.6852	489.78702	1000.0	1057.6552	139.99315	1227.966	807.741	1000.0	0.023468629	20000	-0.027360186
6	-75.190735	7.439492	74.28444	37.099045	152.06595	15.263906	74.28444	37.099045	152.06595	15.263906	1259.9028	225.7693	1567.0283	971.4286	1000.0	1689.0295	106.55179	1865.6698	1556.4467	1000.0	0.027146593	24000	0.15801354
7	-87.95453	11.421927	86.95373	42.941845	174.0088	14.375718	86.95373	42.941845	174.0088	14.375718	1723.2217	132.4828	1947.4042	1605.1448	1000.0	934.2959	995.9691	2503.4836	-559.92334	1000.0	0.03695287	28000	0.19083878
8	-106.12831	15.297847	104.88873	49.887993	196.83122	13.869302	104.88873	49.887993	196.83122	13.869302	1753.8164	1180.3059	2579.2607	-283.51852	1000.0	2571.225	1018.3641	3181.0427	-434.5949	1000.0	0.04849653	32000	0.0997238
9	-127.883064	16.802172	126.39107	55.446705	231.21284	17.896088	126.39107	55.446705	231.21284	17.896088	2623.7048	540.1531	3007.2996	1698.6405	1000.0	2994.6814	792.094	3474.9568	636.59436	1000.0	0.05968513	36000	0.03887124
10	-150.90904	19.18984	149.45036	60.553883	263.05267	29.81945	149.45036	60.553883	263.05267	29.81945	3070.187	361.04343	3464.9946	2611.0303	1000.0	2596.3035	1109.7185	3408.2024	-551.075	1000.0	0.062290855	40000	0.013539773
11	-175.46046	21.505379	173.93343	67.4137	295.81607	34.288784	173.93343	67.4137	295.81607	34.288784	3535.7085	242.69244	3860.3523	3214.2163	1000.0	3756.7688	153.09381	4012.4956	3427.0962	1000.0	0.06792357	44000	0.050428208
12	-200.78703	23.480461	199.2123	72.38464	343.90036	34.73638	199.2123	72.38464	343.90036	34.73638	3718.084	91.427	3870.183	3626.8867	1000.0	3511.6636	188.47499	3874.0771	3248.4749	1000.0	0.078121796	48000	0.044688933
13	-221.1397	25.781769	219.51802	74.74199	366.4456	53.657635	219.51802	74.74199	366.4456	53.657635	1602.6738	2048.9255	3716.418	-463.35876	1000.0	3800.809	317.35345	4125.516	2977.3875	1000.0	0.08747115	52000	0.047651794
14	-239.88087	28.763922	238.29227	75.94573	383.65915	71.91023	238.29227	75.94573	383.65915	71.91023	4030.5327	280.05103	4443.029	3680.7905	1000.0	4173.4385	158.7865	4348.1094	3796.513	1000.0	0.094747454	56000	-0.0030483436
15	-261.04684	28.616652	259.423	76.17988	395.92938	87.76235	259.423	76.17988	395.92938	87.76235	4078.696	217.2042	4409.645	3861.4634	1000.0	4175.8447	156.34108	4385.8384	3945.9397	1000.0	0.09723845	60000	0.022810563
16	-280.62643	29.25324	279.03503	75.60227	417.21594	101.64103	279.03503	75.60227	417.21594	101.64103	4367.4106	232.0089	4670.785	4018.5498	1000.0	4230.4707	897.16864	4868.3696	1615.5865	1000.0	0.102130994	64000	0.008750593
