epoch	pi-loss	q-loss	average-q1-values	std-q1-values	max-q1-values	min-q1-values	average-q2-values	std-q2-values	max-q2-values	min-q2-values	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	average-test-episode-return	std-test-episode-return	max-test-episode-return	min-test-episode-return	test-episode-length	entropy-coeff	total-env-interacts	entropy-coeff-loss
1	-13.608947	2.1793642	11.85162	4.245366	31.062325	-0.10605627	11.85162	4.245366	31.062325	-0.10605627	-365.14984	96.06884	-257.53036	-519.6836	1000.0	-348.2062	131.17783	-247.61171	-707.7491	1000.0	0.31984144	4000	-10.002441
2	-34.928402	5.0963316	32.689537	10.372229	77.378716	6.2199497	32.689537	10.372229	77.378716	6.2199497	-398.1709	146.25555	-164.70988	-564.3896	1000.0	-307.7052	51.231922	-224.77658	-410.73517	1000.0	0.059469547	8000	-0.99194187
3	-51.026367	5.7057943	49.71037	14.407815	95.1285	20.784534	49.71037	14.407815	95.1285	20.784534	-182.71117	181.81047	43.032394	-368.55792	1000.0	40.458336	87.813576	208.27643	-75.96919	1000.0	0.033076704	12000	-0.6134349
4	-58.243134	4.903381	57.293884	18.985691	103.73656	20.635113	57.293884	18.985691	103.73656	20.635113	481.9997	163.57617	622.2441	211.14395	1000.0	679.08203	268.63544	952.4594	-46.77902	1000.0	0.018726766	16000	-0.043974534
5	-64.93052	5.033066	64.08215	20.82688	108.65413	20.970606	64.08215	20.82688	108.65413	20.970606	518.1886	499.09164	882.9659	-333.0884	1000.0	871.3574	517.22577	1391.0648	-224.07733	1000.0	0.02066915	20000	0.17900999
6	-72.39541	6.0281916	71.48284	23.714436	121.46473	19.04518	71.48284	23.714436	121.46473	19.04518	1172.8225	184.5328	1445.9192	980.08716	1000.0	1502.5583	92.47314	1682.8479	1304.5151	1000.0	0.026911583	24000	-0.028357154
7	-83.85266	6.9387517	82.86006	27.249334	137.25804	17.866158	82.86006	27.249334	137.25804	17.866158	1659.5463	180.73328	1938.7831	1473.5138	1000.0	1488.4014	194.93697	1897.0374	1247.446	1000.0	0.029279465	28000	0.09315916
8	-100.097565	9.20308	98.90956	32.774433	183.94427	17.84756	98.90956	32.774433	183.94427	17.84756	2397.995	232.83455	2713.4246	2056.1377	1000.0	1770.082	865.32965	3014.0054	140.02455	1000.0	0.040019676	32000	0.1827943
9	-122.61483	14.388803	121.22445	40.91206	212.28981	16.850307	121.22445	40.91206	212.28981	16.850307	2733.8403	120.95815	2878.688	2595.7114	1000.0	3347.565	111.222755	3521.271	3145.6091	1000.0	0.052406587	36000	0.08793992
10	-148.16342	17.082891	146.68909	48.41053	243.92386	12.240572	146.68909	48.41053	243.92386	12.240572	3326.586	155.22205	3562.5107	3126.5684	1000.0	3722.2124	106.707726	3878.4375	3499.673	1000.0	0.06165177	40000	0.04514968
