epoch	pi-loss	q-loss	average-q1-values	std-q1-values	max-q1-values	min-q1-values	average-q2-values	std-q2-values	max-q2-values	min-q2-values	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	average-test-episode-return	std-test-episode-return	max-test-episode-return	min-test-episode-return	test-episode-length	entropy-coeff	total-env-interacts	entropy-coeff-loss
1	-12.868789	1.3958775	11.258502	3.438366	27.763361	-0.50242615	11.258502	3.438366	27.763361	-0.50242615	-290.77765	27.321938	-256.85382	-332.70236	1000.0	-290.4157	8.519195	-281.3893	-310.65823	1000.0	0.317079	4000	-10.914242
2	-30.662437	4.4390306	28.60013	10.6683035	65.07325	5.6025043	28.60013	10.6683035	65.07325	5.6025043	-305.08148	117.89274	-148.56256	-479.11646	1000.0	-161.48	48.256927	-82.77433	-228.97643	1000.0	0.058209643	8000	-0.84721
3	-46.308556	6.095746	44.891384	23.662056	103.787094	11.6514435	44.891384	23.662056	103.787094	11.6514435	-55.032043	228.87027	235.29715	-292.73358	1000.0	57.39903	87.76154	228.72563	-114.99931	1000.0	0.03419399	12000	-0.67006826
4	-58.15962	5.3932495	57.272644	30.25655	101.08003	9.831869	57.272644	30.25655	101.08003	9.831869	448.62018	203.82535	698.0217	147.68195	1000.0	693.11487	138.29018	864.4912	445.92752	1000.0	0.016689632	16000	-0.083427034
5	-63.972054	5.2182775	63.18578	32.555607	113.937126	7.251616	63.18578	32.555607	113.937126	7.251616	654.78314	506.78003	1237.979	-127.46347	1000.0	1216.2494	500.8293	1669.7665	51.49229	1000.0	0.017739547	20000	0.06966908
6	-73.82361	7.5604024	72.9399	37.01478	139.03928	4.100218	72.9399	37.01478	139.03928	4.100218	1583.7717	49.497284	1631.2188	1503.0675	1000.0	1392.7042	778.45557	2307.8538	259.4346	1000.0	0.027092578	24000	0.27343345
7	-87.49055	9.32133	86.50857	43.836136	160.46974	-1.310713	86.50857	43.836136	160.46974	-1.310713	1614.9509	569.9745	1989.4653	629.9915	1000.0	2323.4963	157.541	2576.3586	2039.2186	1000.0	0.035403974	28000	0.0935872
8	-103.56084	11.233488	102.50048	51.87962	187.92458	-3.9543104	102.50048	51.87962	187.92458	-3.9543104	2460.6487	123.07335	2583.949	2272.7249	1000.0	2579.7788	104.76142	2764.7825	2424.34	1000.0	0.042252738	32000	0.08054823
9	-122.59858	14.341164	121.4534	59.592674	222.0308	-9.160281	121.4534	59.592674	222.0308	-9.160281	1799.0394	798.3209	2533.166	596.2611	1000.0	1713.402	1145.2762	3099.4968	92.086075	1000.0	0.05077743	36000	0.08617097
10	-138.64594	18.784712	137.38219	71.78385	267.37454	-14.746112	137.38219	71.78385	267.37454	-14.746112	2594.1934	449.15414	3092.8904	1910.1598	1000.0	2956.8333	1063.8136	4262.045	682.21906	1000.0	0.05639899	40000	0.01051202
11	-160.74869	23.214777	159.4165	82.0624	291.84863	-25.151274	159.4165	82.0624	291.84863	-25.151274	3246.135	81.21882	3356.6848	3127.7979	1000.0	2921.7043	1299.6079	3836.4326	336.21393	1000.0	0.061650977	44000	0.070771225
12	-184.07368	25.142965	182.74841	90.131775	328.44354	-26.43208	182.74841	90.131775	328.44354	-26.43208	3482.8364	202.54956	3705.1135	3209.5269	1000.0	3663.9102	462.8632	4115.0776	2405.927	1000.0	0.06992871	48000	0.026361698
13	-206.25632	29.06839	204.90878	96.37472	347.97516	-29.506207	204.90878	96.37472	347.97516	-29.506207	3737.0137	456.0866	4165.3804	2979.2268	1000.0	4087.8022	397.09995	4443.6006	3021.0857	1000.0	0.07942619	52000	0.07458709
14	-228.29062	29.25761	226.93913	102.38865	364.85083	-28.554777	226.93913	102.38865	364.85083	-28.554777	3999.8252	112.640236	4192.7344	3908.2373	1000.0	2598.8352	941.43036	3782.0984	543.5006	1000.0	0.08764093	56000	0.017513974
15	-247.92644	30.607347	246.59076	107.32163	388.76996	-34.803394	246.59076	107.32163	388.76996	-34.803394	3823.1848	367.41934	4341.6636	3357.7378	1000.0	3780.2598	1087.434	4331.214	540.9022	1000.0	0.0924753	60000	0.008726143
16	-266.45453	33.473343	265.12955	111.76254	414.51187	-32.073925	265.12955	111.76254	414.51187	-32.073925	4183.0977	136.61412	4406.6943	4049.3862	1000.0	4741.1294	232.62456	5154.43	4405.796	1000.0	0.0958094	64000	0.019213757
17	-280.73645	33.95171	279.40015	118.27887	434.20404	-30.87505	279.40015	118.27887	434.20404	-30.87505	3705.1523	1836.752	4875.361	526.0078	1000.0	5082.134	118.7454	5250.2974	4890.9717	1000.0	0.097063005	68000	0.008193465
18	-298.62222	34.227642	297.26532	122.850235	450.85425	-35.33047	297.26532	122.850235	450.85425	-35.33047	5056.3677	141.74397	5189.5615	4851.945	1000.0	5175.058	148.65508	5388.846	4916.528	1000.0	0.10044995	72000	0.007748514
19	-316.84122	36.3997	315.4463	127.26786	469.22983	-37.66636	315.4463	127.26786	469.22983	-37.66636	5371.3994	110.9358	5554.0054	5280.6523	1000.0	5545.259	315.72983	5728.903	4610.2905	1000.0	0.106933	76000	0.022700313
20	-334.7994	37.931114	333.4089	131.66722	487.6474	-40.998344	333.4089	131.66722	487.6474	-40.998344	5412.0386	107.6765	5586.0273	5291.393	1000.0	5876.951	75.016884	5975.7573	5770.1875	1000.0	0.11539405	80000	0.034753464
21	-353.22006	39.734573	351.7614	134.67928	502.96884	-39.68458	351.7614	134.67928	502.96884	-39.68458	5542.4287	181.65102	5759.559	5262.147	1000.0	5953.41	551.6453	6289.242	4319.566	1000.0	0.12327247	84000	0.013824831
22	-372.04214	40.22654	370.58075	135.50066	516.85803	-25.830479	370.58075	135.50066	516.85803	-25.830479	5790.367	126.96892	5936.241	5587.2383	1000.0	6205.0977	57.081196	6305.4277	6083.733	1000.0	0.13117506	88000	0.013708582
23	-390.01556	40.2778	388.55276	135.13814	535.4871	-22.691656	388.55276	135.13814	535.4871	-22.691656	6017.5146	51.65654	6069.5723	5932.8086	1000.0	6554.4844	137.67737	6737.3345	6221.1064	1000.0	0.13741437	92000	0.0114382785
24	-405.91125	39.996376	404.46124	135.43347	554.2583	-14.401856	404.46124	135.43347	554.2583	-14.401856	6060.6387	149.08095	6199.393	5814.57	1000.0	6297.1416	146.20123	6562.548	6015.446	1000.0	0.14579122	96000	0.013755238
25	-421.67587	41.250515	420.23044	133.0181	573.0453	5.0634437	420.23044	133.0181	573.0453	5.0634437	6179.4966	96.13955	6319.455	6064.0195	1000.0	6525.9946	151.15956	6784.1387	6247.1187	1000.0	0.15302	100000	0.013408964
26	-436.32788	41.16153	434.90933	130.05959	582.68176	11.400209	434.90933	130.05959	582.68176	11.400209	6441.156	51.533382	6523.6304	6386.9644	1000.0	6924.4834	86.039764	7086.5156	6787.08	1000.0	0.15832567	104000	0.008955728
27	-450.66638	40.69902	449.2492	124.96696	590.8146	35.7949	449.2492	124.96696	590.8146	35.7949	6417.043	112.60293	6531.195	6234.307	1000.0	6065.4414	1094.4054	6757.2065	3344.8118	1000.0	0.1614284	108000	0.005156551
28	-463.3124	40.092983	461.95792	121.14758	601.2173	52.450977	461.95792	121.14758	601.2173	52.450977	6463.5938	74.01618	6527.0547	6345.838	1000.0	6318.341	1352.0231	6871.7197	2266.721	1000.0	0.16026126	112000	-0.007626392
29	-474.16275	39.994984	472.82056	119.026566	608.3093	80.196846	472.82056	119.026566	608.3093	80.196846	6608.2915	151.03076	6823.611	6396.476	1000.0	5587.393	1764.1129	7031.2354	1630.1593	1000.0	0.16217662	116000	0.011709589
30	-485.14026	40.657578	483.80737	116.41369	619.8654	94.33223	483.80737	116.41369	619.8654	94.33223	6484.9985	474.78412	6980.704	5733.837	1000.0	7099.28	50.609077	7216.5244	7029.6816	1000.0	0.16450591	120000	-0.0037223136
31	-494.96902	40.923992	493.717	115.69162	628.64557	92.20276	493.717	115.69162	628.64557	92.20276	6720.092	135.28386	6870.294	6581.75	1000.0	7011.1943	142.26114	7219.9517	6762.224	1000.0	0.16560724	124000	0.00031376266
32	-502.82736	40.714878	501.5962	119.91284	639.3417	52.694004	501.5962	119.91284	639.3417	52.694004	6030.619	1350.1567	6833.1084	3692.311	1000.0	7609.013	62.997833	7716.044	7531.679	1000.0	0.1612946	128000	0.0031171294
33	-509.2	43.065468	508.03577	128.03435	654.8237	-6.2779913	508.03577	128.03435	654.8237	-6.2779913	6589.199	758.7536	7132.3027	5283.1006	1000.0	7226.8604	87.49611	7352.6973	7030.76	1000.0	0.16257367	132000	-0.001029438
34	-516.62445	46.360374	515.45276	136.12704	666.8868	35.80621	515.45276	136.12704	666.8868	35.80621	7119.3037	140.08344	7360.8716	7024.254	1000.0	7565.4033	361.8335	7978.817	6616.4023	1000.0	0.16594043	136000	0.011425915
35	-524.6445	47.05728	523.5039	139.73927	680.2479	21.414207	523.5039	139.73927	680.2479	21.414207	6832.827	438.7968	7191.2954	6087.531	1000.0	7468.331	154.13928	7666.034	7161.832	1000.0	0.17566219	140000	0.013784857
36	-532.2755	50.7845	531.12225	139.7857	694.56793	38.31128	531.12225	139.7857	694.56793	38.31128	7024.2734	48.025654	7073.1357	6953.502	1000.0	7451.7773	125.74684	7616.4585	7227.406	1000.0	0.18556088	144000	0.0030462854
37	-540.24396	49.75222	539.037	136.63948	694.9765	53.675266	539.037	136.63948	694.9765	53.675266	7220.7935	420.32483	7621.8496	6524.5986	1000.0	6062.285	814.375	6811.2383	4120.021	1000.0	0.1859179	148000	0.002325411
38	-548.3501	51.075863	547.1616	134.18141	705.92786	47.450363	547.1616	134.18141	705.92786	47.450363	7360.6147	121.638306	7543.7573	7222.4966	1000.0	7847.8564	117.68552	8050.181	7664.558	1000.0	0.18500751	152000	0.007060815
39	-557.022	50.865875	555.8147	129.04369	706.9417	85.03733	555.8147	129.04369	706.9417	85.03733	7284.7495	70.90553	7361.542	7189.557	1000.0	6473.075	554.9356	7077.391	5372.412	1000.0	0.19113183	156000	0.0030518805
40	-564.6048	48.412876	563.4073	126.461235	714.1577	111.495476	563.4073	126.461235	714.1577	111.495476	7521.3066	181.9245	7765.4517	7324.7734	1000.0	7660.3384	45.936306	7751.947	7589.842	1000.0	0.18638128	160000	-0.0063995784
41	-572.6893	48.754105	571.515	123.28743	730.9019	121.87615	571.515	123.28743	730.9019	121.87615	7500.4463	57.018745	7580.733	7423.465	1000.0	7846.086	132.83624	7998.9893	7583.1753	1000.0	0.19203003	164000	0.00095358875
42	-580.21576	49.365135	579.04034	120.63392	731.896	129.54391	579.04034	120.63392	731.896	129.54391	7482.193	84.7496	7579.7334	7374.491	1000.0	7865.4805	104.12982	8001.21	7646.102	1000.0	0.19337152	168000	0.0060110376
43	-587.4205	48.732258	586.2511	117.970055	742.1327	156.96259	586.2511	117.970055	742.1327	156.96259	7496.157	63.342648	7573.88	7418.8433	1000.0	7708.9155	405.23648	8179.124	6576.3887	1000.0	0.19343677	172000	-0.0013085008
44	-594.3304	48.553787	593.1982	116.1653	746.45953	178.20085	593.1982	116.1653	746.45953	178.20085	7648.85	178.93825	7851.815	7447.7256	1000.0	8060.1064	105.005775	8224.167	7833.577	1000.0	0.19483799	176000	0.0017872271
45	-600.60114	47.75737	599.4563	114.239685	751.69336	188.20676	599.4563	114.239685	751.69336	188.20676	7781.6255	123.70058	7898.702	7581.2676	1000.0	8294.143	108.34815	8442.705	8038.263	1000.0	0.19484888	180000	0.0024903035
46	-607.11884	47.53457	606.01135	111.72031	758.7288	195.97258	606.01135	111.72031	758.7288	195.97258	7619.4365	249.80887	7957.5996	7343.7104	1000.0	7652.2944	1472.7803	8396.615	3267.3523	1000.0	0.1959215	184000	0.0026688587
47	-613.22375	49.503017	612.08417	109.138115	762.5949	198.80368	612.08417	109.138115	762.5949	198.80368	7785.5864	192.3659	8028.237	7523.95	1000.0	8459.288	151.18065	8726.921	8205.547	1000.0	0.19718257	188000	0.0015128922
48	-618.37024	48.28322	617.3449	108.99653	769.948	229.98628	617.3449	108.99653	769.948	229.98628	7821.843	206.93709	8058.754	7552.112	1000.0	8244.011	146.23126	8460.33	7962.823	1000.0	0.19474143	192000	-0.004073965
49	-623.5559	49.561005	622.49255	111.873116	777.9178	213.4029	622.49255	111.873116	777.9178	213.4029	8044.5117	72.69369	8146.6685	7942.4463	1000.0	8527.436	101.04279	8686.957	8365.122	1000.0	0.19459921	196000	0.008374424
50	-628.88983	48.98499	627.83105	113.60551	786.94196	221.40721	627.83105	113.60551	786.94196	221.40721	8059.155	147.56651	8304.787	7924.566	1000.0	8284.077	66.89278	8401.166	8191.0845	1000.0	0.19857977	200000	-0.0079099275
51	-634.5619	49.606533	633.4751	114.57523	791.33777	206.63411	633.4751	114.57523	791.33777	206.63411	8241.875	118.71358	8391.604	8084.508	1000.0	8586.794	118.79531	8728.891	8338.397	1000.0	0.20133545	204000	0.0007991419
52	-640.6709	49.836075	639.5877	114.905594	801.7096	199.95116	639.5877	114.905594	801.7096	199.95116	8115.439	148.51955	8344.447	7964.029	1000.0	8039.7056	560.0722	8729.581	6981.358	1000.0	0.20314947	208000	0.011602712
53	-646.656	50.605618	645.5773	115.866905	816.72406	216.27113	645.5773	115.866905	816.72406	216.27113	8334.581	237.43922	8540.61	7930.3896	1000.0	8874.786	210.48213	9098.232	8410.481	1000.0	0.20173025	212000	-0.002535953
54	-652.3485	50.805305	651.2823	115.85288	821.81287	221.21826	651.2823	115.85288	821.81287	221.21826	8295.577	190.42212	8578.081	8081.8374	1000.0	8812.901	131.54956	9034.35	8606.942	1000.0	0.2029283	216000	-0.0011208276
55	-658.1087	49.457726	657.01544	118.10853	830.5686	213.14507	657.01544	118.10853	830.5686	213.14507	8500.939	157.3218	8723.096	8294.374	1000.0	9023.752	133.07324	9326.929	8862.294	1000.0	0.1995785	220000	-0.00016028476
56	-664.143	51.251087	663.0525	120.43247	836.2249	171.71323	663.0525	120.43247	836.2249	171.71323	8525.098	183.10608	8787.988	8334.671	1000.0	8984.421	151.49037	9218.222	8727.22	1000.0	0.20130756	224000	-0.0057098097
57	-670.8552	52.50987	669.7307	121.07111	839.7924	206.82991	669.7307	121.07111	839.7924	206.82991	8499.033	53.258472	8564.23	8416.429	1000.0	9032.716	428.03708	9394.568	7937.363	1000.0	0.20746557	228000	0.022785753
58	-676.73535	53.11257	675.67065	118.9109	847.2964	217.76048	675.67065	118.9109	847.2964	217.76048	8419.213	124.56819	8604.113	8283.819	1000.0	9041.102	123.39621	9191.195	8737.416	1000.0	0.2125309	232000	-0.0011088419
59	-681.6117	53.99415	680.5479	116.718254	852.3437	231.99648	680.5479	116.718254	852.3437	231.99648	8591.377	88.29056	8730.827	8487.85	1000.0	8878.891	192.4664	9251.689	8626.646	1000.0	0.21600726	236000	0.00078392075
60	-686.37964	55.02215	685.33344	115.400475	856.91327	257.38892	685.33344	115.400475	856.91327	257.38892	7680.2344	857.90295	8586.793	6423.2617	1000.0	9112.979	201.47021	9602.682	8878.694	1000.0	0.21434598	240000	-0.0016914358
