epoch	pi-loss	v-loss	average-v-values	std-v-values	max-v-values	min-v-values	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	total-env-interacts
1	-0.03738302	1225.6575	-3.8822024	0.7645632	0.49808472	-5.381178	-366.44324	82.81095	-257.4745	-479.66626	1000.0	4000
2	-0.040767074	1024.4924	-6.5707126	2.7452314	0.49808472	-9.382962	-356.9678	92.20421	-257.4745	-518.2247	1000.0	8000
3	-0.036236007	955.20734	-8.516299	3.5491328	0.49808472	-12.4511	-357.78735	99.65436	-233.48773	-535.9319	1000.0	12000
4	-0.022763088	873.3848	-10.186397	4.220811	0.49808472	-15.225531	-363.54572	89.28018	-233.48773	-535.9319	1000.0	16000
5	-0.009993434	821.743	-11.690117	4.8267026	0.49808472	-17.727186	-366.418	83.55004	-233.48773	-535.9319	1000.0	20000
6	-0.014921233	731.3249	-12.966172	5.2493834	0.49808472	-19.359035	-360.88315	78.748474	-233.48773	-535.9319	1000.0	24000
7	-0.015950305	723.6977	-14.217112	5.7453294	0.49808472	-21.736912	-369.4062	84.457954	-233.48773	-571.6175	1000.0	28000
8	-0.025688201	714.63763	-15.47293	6.3184066	0.49808472	-24.270956	-377.66425	95.90915	-233.48773	-607.6104	1000.0	32000
9	-0.027822401	670.10614	-16.57059	6.7247915	4.767794	-25.469353	-374.09763	94.11861	-233.48773	-607.6104	1000.0	36000
10	-0.030176114	633.9113	-17.579174	7.0636353	4.767794	-26.717344	-374.47015	90.73529	-233.48773	-607.6104	1000.0	40000
11	-0.03084036	600.9656	-18.439106	7.281246	4.767794	-27.343882	-370.08884	91.72015	-233.48773	-607.6104	1000.0	44000
12	-0.0330743	582.9106	-19.318163	7.5563703	4.767794	-28.998796	-374.11472	92.02582	-233.48773	-607.6104	1000.0	48000
13	-0.02948894	556.4096	-19.905962	7.6507926	18.242142	-29.185987	-370.9349	89.76051	-233.48773	-607.6104	1000.0	52000
14	-0.028960526	538.61115	-20.52269	7.738747	18.242142	-29.981703	-371.25928	89.97511	-233.48773	-607.6104	1000.0	56000
15	-0.030808544	511.36865	-21.109566	7.803691	18.242142	-30.13348	-367.39615	88.7519	-233.48773	-607.6104	1000.0	60000
16	-0.03230258	495.51337	-21.554453	7.8153105	18.242142	-30.632511	-366.48325	87.376335	-233.48773	-607.6104	1000.0	64000
17	-0.02774626	481.57135	-21.800102	7.79727	18.242142	-31.0528	-362.6881	88.4933	-207.73209	-607.6104	1000.0	68000
18	-0.028266536	461.0856	-22.083918	7.6888137	18.242142	-31.088512	-358.12598	88.22758	-207.73209	-607.6104	1000.0	72000
19	-0.027729737	450.1769	-22.21653	7.603453	18.242142	-31.243122	-354.22476	88.3566	-207.73209	-607.6104	1000.0	76000
