epoch	pi-loss	v-loss	average-v-values	std-v-values	max-v-values	min-v-values	kl	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	total-env-interacts
1	-0.04967791	308.64417	4.729247	0.4778316	5.0994077	-0.06323386	0.0088474015	19.66233	18.634226	129.0739	4.7550564	20.957672	4000
2	-0.0478872	714.5924	6.9219356	2.2219172	9.1624775	-0.06323386	0.008836186	28.727875	30.426651	200.786	4.7550564	25.695082	8000
3	-0.042384844	1330.228	9.086547	3.558442	13.423747	-0.06323386	0.008324612	40.970993	44.52779	229.98169	4.7550564	31.77628	12000
4	-0.03925034	1504.7587	10.97884	4.498801	16.65876	-0.06323386	0.008334193	49.518032	48.705666	241.21768	4.7550564	35.577274	16000
5	-0.03708958	1825.5977	12.829392	5.4671364	20.23304	-0.06323386	0.008082568	58.40124	56.09706	243.7306	4.7550564	39.969135	20000
6	-0.034341972	2186.5852	14.685368	6.4908543	23.966045	-0.06323386	0.007786823	67.47171	63.849754	243.7306	4.7550564	44.23238	24000
7	-0.032730613	2388.9197	16.482647	7.4494114	27.26689	-0.06323386	0.0077600693	75.37227	69.13342	246.00372	4.7550564	47.97509	28000
8	-0.031129012	2555.3384	18.226728	8.357615	30.435715	-0.06323386	0.0076172925	82.91974	73.76944	247.98889	4.7550564	51.51591	32000
9	-0.029947363	2650.1692	19.906279	9.200855	33.343018	-0.06323386	0.007531397	89.57682	76.80603	247.98889	4.7550564	54.56872	36000
10	-0.029303178	2740.788	21.538609	10.008533	36.229897	-0.06323386	0.00741169	95.888695	79.49422	247.98889	4.7550564	57.252617	40000
11	-0.028195215	2815.5276	23.131416	10.79049	39.059772	-0.06323386	0.007329415	101.991264	81.82308	247.98889	4.7550564	59.747517	44000
12	-0.02827289	2857.5635	24.678854	11.535683	41.700897	-0.06323386	0.007308545	107.392	83.23662	247.98889	4.7550564	61.837364	48000
13	-0.027629491	2902.2517	26.193686	12.262636	44.371845	-0.06323386	0.007255234	112.513176	84.653435	247.98889	4.7550564	63.81818	52000
14	-0.027098477	2926.5164	27.674612	12.966968	46.926815	-0.06323386	0.007150087	117.09268	85.67554	254.65979	4.7550564	65.6071	56000
15	-0.026659088	2932.5417	29.119738	13.64442	49.35164	-0.06323386	0.0071066013	121.55651	86.52825	254.65979	4.7550564	67.377495	60000
16	-0.026463958	2937.7798	30.534712	14.302685	51.75947	-0.06323386	0.0069724033	125.73832	87.34346	262.27396	4.7550564	69.07658	64000
17	-0.026651502	2930.5073	31.917162	14.936944	54.036545	-0.06323386	0.006964416	129.4954	87.76554	262.27396	4.7550564	70.58722	68000
18	-0.026371516	2921.7087	33.271507	15.553115	56.29548	-0.06323386	0.006927898	133.12108	88.15916	262.27396	4.7550564	71.98643	72000
19	-0.026098082	2910.1226	34.599506	16.15278	58.503597	-0.06323386	0.006888454	136.53362	88.446594	262.27396	4.7550564	73.337364	76000
20	-0.026092913	2888.4915	35.857338	16.735518	60.584957	-40.472034	0.0069256723	139.41815	88.581474	269.59915	4.7550564	74.50633	80000
21	-0.026216317	2852.0806	36.850163	17.188164	62.63372	-40.472034	0.006928074	142.41895	88.60006	269.59915	4.7550564	75.67262	84000
22	-0.0258561	2822.1448	37.825993	17.669842	65.095795	-40.472034	0.0069575505	145.34125	88.77278	278.80286	4.7550564	76.78487	88000
23	-0.025921	2803.6548	38.835003	18.204176	67.72378	-40.472034	0.0069860984	148.30536	89.24848	283.5402	4.7550564	77.8698	92000
24	-0.025745288	2782.1204	39.853413	18.764555	70.25454	-40.472034	0.006989509	151.13377	89.65645	283.5402	4.7550564	78.885445	96000
25	-0.025578227	2761.2393	40.86752	19.343527	72.76656	-40.472034	0.006938322	154.07492	90.29306	283.5402	4.7550564	79.9606	100000
26	-0.025290517	2734.5186	41.87256	19.919912	75.16705	-40.472034	0.006858419	156.78084	90.697235	294.44794	4.7550564	80.94041	104000
27	-0.025089825	2705.4832	42.875805	20.515415	77.48983	-40.472034	0.006826899	159.35513	91.026276	294.44794	4.7550564	81.86317	108000
28	-0.025170447	2681.6306	43.878986	21.123108	79.891556	-40.472034	0.0068776165	162.03342	91.501854	294.44794	4.7550564	82.77502	112000
29	-0.024968717	2647.9087	44.856552	21.705933	82.11887	-40.472034	0.006872734	164.41017	91.69006	307.751	4.7550564	83.6109	116000
30	-0.025076289	2620.413	45.841835	22.310568	84.39312	-40.472034	0.0068767318	166.88765	92.069885	307.751	4.7550564	84.44568	120000
31	-0.025233062	2601.0886	46.84812	22.928493	86.775795	-40.472034	0.0068795057	169.53595	92.72381	337.62277	4.7550564	85.31119	124000
32	-0.025523733	2588.5986	47.883366	23.554285	89.201004	-40.472034	0.006926829	171.95482	93.50489	343.90564	4.7550564	86.09965	128000
33	-0.025596423	2581.2822	48.926014	24.21806	91.92027	-40.472034	0.006917568	174.68271	94.58527	349.25977	4.7550564	86.9536	132000
34	-0.025684906	2580.0813	49.98591	24.91601	94.78405	-40.472034	0.0069234595	177.6284	96.0707	361.09906	4.7550564	87.86889	136000
35	-0.025644392	2581.1152	51.060173	25.636774	97.69247	-40.472034	0.0069440478	180.55154	97.544464	390.71317	4.7550564	88.728	140000
36	-0.025672317	2585.6506	52.165848	26.388552	100.56034	-40.472034	0.006926222	183.33263	98.951454	396.38745	4.7550564	89.50851	144000
37	-0.02570936	2585.5625	53.263683	27.14226	103.379	-40.472034	0.006889916	186.27968	100.48966	396.38745	4.7550564	90.33997	148000
38	-0.02579784	2592.7368	54.371952	27.916155	106.31602	-40.472034	0.006863965	189.31645	102.217	402.14993	4.7550564	91.140785	152000
39	-0.026146702	2601.0742	55.502064	28.705198	109.10159	-40.472034	0.0068406723	192.07964	103.817535	570.58417	4.7550564	91.86539	156000
40	-0.026153136	2612.7231	56.62506	29.490202	112.05699	-40.472034	0.0068537467	195.14723	105.85158	607.3294	4.7550564	92.68639	160000
41	-0.0262993	2626.5176	57.7635	30.299604	115.0432	-40.472034	0.0068593663	198.1427	107.74818	607.3294	4.7550564	93.430374	164000
42	-0.026291896	2639.7192	58.899292	31.107222	117.94	-40.472034	0.0068469075	201.17065	109.90124	634.33966	4.7550564	94.197876	168000
43	-0.026337404	2643.541	60.03128	31.912535	120.64763	-40.472034	0.0068330322	203.92966	111.48061	634.33966	4.7550564	94.86803	172000
44	-0.0263958	2632.1646	61.13018	32.688858	123.11589	-40.472034	0.0068495483	206.60814	112.68749	634.33966	4.7550564	95.54608	176000
45	-0.026386896	2617.879	62.22529	33.454063	125.486336	-40.472034	0.006839027	209.22876	113.8178	634.33966	4.7550564	96.2221	180000
46	-0.026384301	2604.8604	63.307213	34.209736	127.88026	-40.472034	0.006847277	211.96608	115.03811	634.33966	4.7550564	96.905106	184000
47	-0.026319372	2590.371	64.38231	34.952583	130.25824	-40.472034	0.0068113212	214.67183	116.218285	634.33966	4.7550564	97.5776	188000
48	-0.02629588	2576.7258	65.47201	35.701	132.47368	-40.472034	0.0068065897	217.07425	117.20688	634.33966	4.7550564	98.16909	192000
49	-0.02635368	2574.8767	66.554276	36.442265	135.03491	-40.472034	0.0068108365	219.82246	118.8539	743.8583	4.7550564	98.825905	196000
50	-0.026445331	2579.994	67.67389	37.208187	137.45094	-40.472034	0.006805793	222.40034	120.6367	743.8583	4.7550564	99.469635	200000
51	-0.026510071	2585.2305	68.8002	37.971706	139.7889	-40.472034	0.006809894	224.85657	122.36553	774.20026	4.7550564	100.12403	204000
52	-0.026703341	2572.0972	69.86226	38.671856	141.8148	-40.472034	0.006811762	226.93633	123.14941	774.20026	4.7550564	100.58716	208000
53	-0.026661841	2552.2458	70.889885	39.345337	143.52573	-40.472034	0.006803007	229.10838	123.835365	774.20026	4.7550564	101.12412	212000
54	-0.02672391	2529.0615	71.89949	39.999184	145.55403	-40.472034	0.0068224855	231.38179	124.55253	774.20026	4.7550564	101.65344	216000
55	-0.026895666	2510.9885	72.91413	40.65838	147.75613	-40.472034	0.0068201735	233.63576	125.28589	774.20026	4.7550564	102.17319	220000
56	-0.026907984	2489.8633	73.92178	41.30388	149.63687	-40.472034	0.0068382234	235.6939	125.862854	774.20026	4.7550564	102.655235	224000
