epoch	pi-loss	q-loss	average-q1-values	std-q1-values	max-q1-values	min-q1-values	average-q2-values	std-q2-values	max-q2-values	min-q2-values	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	average-test-episode-return	std-test-episode-return	max-test-episode-return	min-test-episode-return	test-episode-length	entropy-coeff	total-env-interacts	entropy-coeff-loss
1	-19.155428	3.1571958	15.794387	10.002181	46.59755	-15.683218	15.794378	10.002176	46.56583	-13.918676	2.141206	5.23132	29.937105	-10.399771	20.942408	269.00967	57.539196	318.02393	140.80783	199.0	0.34711865	4000	-5.3679185
2	-39.44007	10.646092	35.383633	22.311697	99.414024	-24.537508	35.38362	22.313368	100.436905	-25.840498	7.0250974	37.564957	436.44107	-10.399771	26.755854	260.12033	100.28225	501.46432	48.271397	206.05	0.19660102	8000	-2.991781
3	-51.00581	16.945469	47.387333	25.74783	141.11644	-28.770514	47.3873	25.747723	140.993	-32.854572	18.129713	73.5301	706.95105	-27.80836	37.38318	267.29504	163.28304	780.0642	-15.877594	256.1	0.13805118	12000	-1.9971839
4	-58.139862	20.083483	54.883488	26.865236	155.16661	-51.350212	54.883743	26.863058	154.75937	-44.99103	30.991993	96.82046	706.95105	-27.80836	47.058823	245.8873	153.06049	780.0642	-15.877594	230.175	0.110480584	16000	-1.4554598
5	-63.82145	22.653605	60.848354	27.884943	160.15086	-62.54291	60.84898	27.880787	161.12585	-45.804478	42.109245	103.595856	706.95105	-27.80836	54.054054	264.92477	147.22508	780.0642	-15.877594	226.76	0.09445483	20000	-1.1529176
6	-68.24867	24.262411	65.50711	28.592216	160.15086	-62.54291	65.50776	28.58679	161.12585	-68.34299	54.24951	115.39761	706.95105	-27.80836	61.068703	259.16046	140.87689	780.0642	-15.877594	211.4	0.08397204	24000	-0.9476079
7	-71.83479	25.13776	69.28371	29.132103	160.15086	-62.54291	69.284546	29.125488	161.12585	-68.34299	65.72871	130.81621	706.95105	-27.80836	68.12652	279.51654	144.20604	780.0642	-15.877594	219.2	0.07716364	28000	-0.805208
8	-74.857765	25.96869	72.4678	29.639776	162.72122	-62.54291	72.46852	29.631828	161.12585	-68.34299	79.69549	143.7647	739.4106	-27.80836	73.39449	287.65106	150.76738	780.0642	-15.877594	220.675	0.07210117	32000	-0.69456077
9	-77.63255	26.76305	75.37716	30.279232	178.0399	-62.54291	75.37771	30.270672	171.14478	-68.34299	94.114845	161.29694	748.2405	-27.80836	78.947365	299.6539	159.88382	780.0642	-15.877594	221.35556	0.06847677	36000	-0.61821973
10	-80.29682	27.576908	78.15632	31.036043	186.52562	-63.673233	78.15687	31.026287	180.80998	-68.34299	105.86707	170.37825	748.2405	-27.80836	83.16008	310.39746	157.27406	780.0642	-15.877594	216.28	0.065809436	40000	-0.54891
