epoch	pi-loss	q-loss	average-q-values	std-q-values	max-q-values	min-q-values	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	average-test-episode-return	std-test-episode-return	max-test-episode-return	min-test-episode-return	test-episode-length	total-env-interacts
1	-15.207038	1.6336076	12.733054	11.227871	79.6485	-53.039215	17.203897	13.787671	117.7094	3.7090483	21.621622	38.94216	0.6614134	40.272232	38.208126	22.2	4000
2	-79.17332	46.62729	70.05857	67.75917	270.00775	-118.70824	27.029816	35.99721	196.52434	3.7090483	25.723473	101.12999	62.2045	166.6243	38.208126	52.65	8000
3	-136.82808	110.36745	126.205246	99.030655	383.51245	-181.85197	32.43882	51.560764	196.52434	-2.006285	28.985508	66.78679	70.27465	166.6243	-2.2517705	41.366665	12000
4	-181.82439	158.51355	169.97461	119.775734	456.14713	-181.85197	42.44498	80.29761	646.4095	-2.1683226	35.164837	142.37988	147.44975	428.75055	-2.2517705	82.875	16000
5	-220.42218	199.88693	207.96669	136.33592	522.7843	-240.94241	53.23663	94.44301	646.4095	-2.1683226	41.58004	191.1179	178.23978	707.6769	-2.2517705	115.44	20000
6	-254.92838	251.30852	241.99469	151.66493	623.7013	-273.60745	64.85003	114.67912	806.5365	-2.1683226	47.71372	227.41685	183.04988	707.6769	-2.2517705	130.26666	24000
7	-286.71927	300.85468	273.41943	166.17189	656.3329	-390.15405	72.166	125.41771	806.5365	-2.1683226	52.930058	270.5519	202.88928	767.8513	-2.2517705	165.04286	28000
8	-315.8832	334.94513	302.3298	178.47746	696.3465	-390.15405	81.31711	138.73814	808.7404	-2.1683226	58.82353	269.1186	206.21051	767.8513	-2.2517705	209.0625	32000
9	-341.30814	362.99326	327.6881	187.88011	707.8778	-401.92142	84.12143	139.13197	808.7404	-2.1683226	62.827225	253.27383	201.23035	767.8513	-2.2517705	217.94444	36000
10	-363.7997	386.13156	350.11746	195.5667	736.7059	-401.92142	91.31968	148.26834	936.90356	-2.1683226	67.91171	298.41364	262.6616	1064.809	-2.2517705	261.3	40000
11	-384.3253	406.22955	370.59454	202.66217	765.42554	-432.56226	97.67542	159.7636	1015.9656	-2.1683226	73.21131	296.49246	250.80977	1064.809	-2.2517705	249.0091	44000
12	-402.51013	419.09048	388.79626	208.47679	771.67676	-432.56226	103.12792	159.4275	1015.9656	-2.1683226	75.829384	274.2565	251.221	1064.809	-2.2517705	233.68333	48000
13	-418.3922	432.1143	404.74014	213.04405	795.4889	-432.56226	107.37132	162.62001	1015.9656	-2.1683226	78.90743	265.56403	244.57344	1064.809	-2.2517705	222.7	52000
14	-432.07803	440.62585	418.47958	216.57301	827.5456	-486.34726	115.82304	171.7717	1015.9656	-2.1683226	82.84024	284.59598	247.65726	1064.809	-2.2517705	226.99286	56000
15	-444.37576	446.62653	430.83054	219.58409	836.8289	-546.9276	124.11686	183.47855	1276.1426	-2.1683226	86.95652	272.03625	244.00508	1064.809	-2.2517705	218.32666	60000
16	-455.51596	448.9659	442.05685	221.82881	836.8289	-546.9276	130.38756	196.4151	1276.1426	-2.1683226	91.8221	320.24982	301.41495	1081.0383	-2.2517705	266.0875	64000
17	-465.1671	448.31512	451.84622	223.05254	836.8289	-546.9276	136.08604	209.80925	1276.1426	-2.1683226	97.00428	353.4079	334.4573	1282.7842	-2.2517705	292.82352	68000
18	-473.0386	445.06955	459.88278	223.00578	836.8289	-546.9276	141.2413	216.04785	1276.1426	-2.1683226	101.40845	379.72	350.4617	1282.7842	-2.2517705	314.25555	72000
19	-479.13168	440.85785	466.17938	221.82715	836.8289	-546.9276	147.92305	223.30959	1276.1426	-2.1683226	105.40916	393.3517	352.68683	1282.7842	-2.2517705	322.84738	76000
