epoch	mu-loss	q-loss	average-q-values	std-q-values	max-q-values	min-q-values	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	average-test-episode-return	std-test-episode-return	max-test-episode-return	min-test-episode-return	test-episode-length	total-env-interacts
1	-3.3283107	0.5205648	2.2982416	3.9324994	22.854986	-8.604818	-290.09637	74.89518	-224.60123	-417.07718	1000.0	-585.2497	60.363354	-500.20175	-731.3772	1000.0	4000
2	-48.28167	4.044819	44.142616	20.899405	98.16937	-2.4070566	-411.64157	97.34219	-349.65564	-579.99475	1000.0	-284.82452	112.25302	-64.25215	-428.2102	1000.0	8000
3	-88.7378	5.8987613	86.23579	15.4720745	134.80992	48.5772	-491.26233	87.83389	-406.0405	-635.46796	1000.0	-441.96777	131.58325	-111.47403	-563.25867	1000.0	12000
4	-99.10026	5.4119263	97.65038	20.937454	171.85495	60.74262	-43.998993	272.8923	401.9826	-280.6318	1000.0	-47.15457	248.51852	399.38702	-430.4158	1000.0	16000
5	-100.87825	3.6139634	99.68442	21.145927	151.2583	63.5841	-6.0048523	346.9172	541.2228	-327.18115	1000.0	518.75653	220.37735	727.0694	-89.856995	1000.0	20000
6	-99.70938	3.3082578	98.62715	26.286827	162.28647	53.502678	535.9177	502.2482	1235.5946	-89.58175	1000.0	1070.1958	153.77084	1270.6562	823.4231	1000.0	24000
7	-105.19029	3.449432	104.00181	32.106804	171.47032	51.064655	1476.0494	242.02647	1855.0004	1196.7944	1000.0	1767.1849	157.00113	2083.3074	1581.5331	1000.0	28000
8	-117.28975	4.139535	115.96282	38.088615	194.30038	50.430122	1950.7527	174.14407	2236.245	1788.216	1000.0	2456.5884	202.46596	2696.7754	1945.5465	1000.0	32000
9	-134.65169	5.087099	133.13243	44.36583	217.53656	51.667107	2415.2275	135.39534	2546.7056	2192.0566	1000.0	2582.6472	126.60656	2745.0012	2312.896	1000.0	36000
10	-157.09557	5.7492337	155.39017	48.65114	249.92332	58.489883	2653.151	176.86732	2898.4617	2438.455	1000.0	3131.3176	149.94704	3456.126	2899.1123	1000.0	40000
11	-181.50642	6.0973654	179.72842	51.260864	280.1661	71.32109	3068.8333	132.56061	3190.2683	2852.0046	1000.0	3381.4595	95.122635	3525.5928	3199.6086	1000.0	44000
12	-206.72908	6.703866	204.87416	54.45373	313.89127	88.72837	3488.7974	177.9655	3791.7327	3352.918	1000.0	3731.625	118.09822	3899.4746	3543.55	1000.0	48000
13	-232.18362	7.541577	230.30766	58.50023	348.9668	103.485054	3628.3945	102.28806	3771.7773	3484.5955	1000.0	3955.845	168.88641	4224.372	3723.3633	1000.0	52000
14	-256.91437	8.681855	254.99123	62.49445	374.03427	118.12125	3625.3867	176.66164	3811.0356	3418.393	1000.0	3949.911	127.70553	4081.0325	3664.4875	1000.0	56000
15	-280.349	9.768199	278.42822	66.35408	398.9249	130.75345	3753.9695	26.30344	3799.1274	3733.37	1000.0	3849.7593	124.12389	4058.6638	3604.6094	1000.0	60000
16	-302.54306	10.203922	300.5503	69.29704	416.55103	139.22742	3828.9724	78.56205	3942.889	3727.0413	1000.0	4020.3293	97.26064	4155.5347	3854.09	1000.0	64000
17	-324.22058	10.688447	322.23282	70.261055	433.35156	156.13731	3842.4744	84.80934	3929.0068	3748.0542	1000.0	3882.782	119.197876	4048.3135	3722.432	1000.0	68000
18	-343.58563	10.699955	341.56625	71.5251	447.95282	167.33054	3923.5813	58.512024	4013.9944	3854.802	1000.0	4213.5767	70.39453	4331.122	4107.0874	1000.0	72000
19	-361.4372	10.313648	359.43753	70.74077	460.22223	176.74292	3959.4207	65.86351	4070.7666	3907.1985	1000.0	4190.978	101.1366	4421.0747	4087.716	1000.0	76000
20	-377.0321	10.000873	375.0563	69.66193	471.38226	193.0777	4013.668	126.998634	4129.22	3816.878	1000.0	4233.846	184.23442	4468.8296	3869.1272	1000.0	80000
21	-389.46625	9.86384	387.57162	69.84713	482.11737	201.555	4048.3726	29.278225	4087.3433	4014.5642	1000.0	4302.493	110.805725	4463.992	4139.6094	1000.0	84000
22	-400.91144	9.655968	399.03033	69.360214	495.64938	211.61314	4054.2085	97.03189	4172.538	3955.845	1000.0	4324.813	95.23711	4471.2617	4175.7446	1000.0	88000
23	-411.06567	9.435569	409.20172	69.05674	498.6224	217.96315	4137.0024	108.249054	4302.0317	3998.1516	1000.0	4345.983	125.02475	4484.32	4089.909	1000.0	92000
24	-419.5451	9.102744	417.72565	67.865135	502.4776	227.44774	4177.369	35.163948	4229.1104	4133.4927	1000.0	4213.8438	291.31525	4518.9536	3410.4158	1000.0	96000
25	-427.05048	9.143082	425.25012	65.421844	512.44006	229.3012	3914.3115	308.6968	4248.812	3410.9622	1000.0	4470.9272	112.9221	4573.7383	4181.9097	1000.0	100000
26	-432.97824	9.127746	431.292	64.20433	516.5967	246.04599	3922.2559	407.4651	4249.5107	3228.0784	1000.0	4584.7173	73.08728	4743.805	4493.0566	1000.0	104000
27	-436.99643	9.281703	435.39453	67.421326	520.38116	234.28236	4204.0405	97.986534	4327.747	4062.1704	1000.0	3874.1353	1282.3395	4572.4697	123.31511	1000.0	108000
