epoch	pi-loss	q-loss	average-q1-values	std-q1-values	max-q1-values	min-q1-values	average-q2-values	std-q2-values	max-q2-values	min-q2-values	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	average-test-episode-return	std-test-episode-return	max-test-episode-return	min-test-episode-return	test-episode-length	entropy-coeff	total-env-interacts	entropy-coeff-loss
1	-14.958133	3.4275172	13.394928	7.797704	55.0498	-7.7234273	13.396251	7.802568	54.116394	-4.654306	19.25883	15.84484	92.36332	4.5125747	22.222221	152.81247	14.237178	176.51602	133.38857	74.0	0.33979937	4000	-3.2297175
2	-36.903698	20.601345	33.953217	28.134037	172.53146	-27.55424	33.956184	28.148945	175.74167	-22.78781	31.741516	52.644077	234.68448	3.4156272	26.666666	185.11398	34.008812	224.83868	133.38857	85.85	0.22855015	8000	-1.233542
3	-66.02276	36.273285	62.30806	50.999977	230.5226	-43.75082	62.309204	51.02675	226.99635	-41.56583	55.15724	85.35859	299.05518	3.4156272	35.820896	213.86026	49.26999	275.63235	133.38857	94.1	0.21018659	12000	-0.7886795
4	-90.87168	44.976013	86.787346	65.78672	240.70145	-57.504196	86.78796	65.820724	242.9	-60.488197	75.16148	102.80544	302.998	3.4156272	43.243244	221.8335	46.12177	275.63235	133.38857	97.925	0.20426391	16000	-0.57496685
5	-107.898705	49.82084	103.81078	73.18571	268.549	-57.504196	103.81137	73.22473	277.12997	-60.488197	91.049774	112.5396	390.15903	3.4156272	49.627792	215.83133	44.865963	275.63235	133.38857	101.34	0.19213217	20000	-0.47027394
6	-118.48655	51.424545	114.46209	76.22376	274.8531	-61.582977	114.46295	76.26319	277.12997	-62.721	101.959984	130.9828	975.2222	3.4156272	57.553955	347.47092	297.4267	1058.1927	133.38857	247.18333	0.18177696	24000	-0.39050773
7	-126.18196	50.909428	122.27123	77.14264	274.8531	-77.56585	122.27199	77.18208	277.12997	-113.18707	111.073524	158.51779	1044.0421	3.4156272	66.35071	442.7456	360.9689	1058.1927	133.38857	354.72858	0.17250946	28000	-0.3309222
8	-132.06104	50.156925	128.28766	76.90631	274.8531	-77.56585	128.28783	76.94651	277.12997	-113.18707	120.30602	174.05566	1044.0421	3.4156272	74.4186	514.3933	387.23657	1058.1927	133.38857	435.3875	0.16410884	32000	-0.28896973
9	-136.9776	48.582226	133.31831	76.06154	274.8531	-77.56585	133.31816	76.10065	277.12997	-113.18707	128.75235	192.1075	1044.0421	3.4156272	82.75862	488.43658	372.4842	1058.1927	133.38857	401.02222	0.15867962	36000	-0.2585688
10	-140.87982	47.338715	137.35527	75.12176	274.8531	-77.56585	137.35478	75.159515	277.12997	-113.18707	139.63736	192.71758	1044.0421	3.4156272	86.7679	480.90137	354.14954	1058.1927	133.38857	383.44	0.15099327	40000	-0.24013476
11	-143.65567	45.776836	140.26517	74.1024	274.8531	-77.56585	140.26442	74.13917	277.12997	-113.18707	150.21634	193.18912	1044.0421	3.4156272	90.349075	469.41745	339.6333	1058.1927	133.38857	362.3818	0.14408475	44000	-0.22007574
12	-145.51318	44.445286	142.25328	72.985275	274.8531	-114.8021	142.25237	73.02113	277.12997	-113.18707	158.82301	194.14108	1044.0421	3.4156272	94.117645	511.59503	359.84842	1097.6218	133.38857	405.79166	0.13784203	48000	-0.19971174
13	-146.6962	42.93642	143.56758	71.655876	274.8531	-114.8021	143.56651	71.690636	277.12997	-113.18707	166.22336	205.00316	1104.9429	3.4156272	100.3861	531.16284	357.5184	1256.0142	133.38857	417.6077	0.13199537	52000	-0.1867162
14	-147.37642	41.633698	144.37088	70.23616	274.8531	-114.8021	144.3697	70.27025	277.12997	-131.78404	173.58241	203.60631	1104.9429	3.4156272	102.7523	512.4253	355.4647	1256.0142	12.408657	399.19287	0.12664194	56000	-0.17350046
15	-147.84192	40.49581	144.94557	68.941124	274.8531	-114.8021	144.9443	68.97434	277.12997	-131.78404	182.28465	210.44917	1112.589	3.4156272	106.57194	518.3354	344.1558	1256.0142	12.408657	387.11334	0.12186464	60000	-0.164094
16	-148.1892	39.44428	145.39343	67.69897	274.8531	-142.05556	145.39209	67.73117	277.12997	-131.78404	190.38457	215.6496	1112.589	3.4156272	110.72665	518.2828	333.51834	1256.0142	12.408657	375.44376	0.11787859	64000	-0.15188669
17	-148.66383	38.461716	145.9495	66.65074	274.8531	-142.05556	145.94809	66.68209	277.12997	-131.78404	199.22157	217.754	1112.589	3.4156272	113.52254	520.05597	324.3279	1256.0142	12.408657	366.84705	0.115210645	68000	-0.14169475
18	-149.16252	37.580532	146.53088	65.75225	274.8531	-142.05556	146.52954	65.78283	277.12997	-131.78404	207.48442	219.7253	1112.589	3.4156272	116.31664	519.82916	324.79834	1509.5945	12.408657	359.78333	0.11196273	72000	-0.13513842
19	-149.59908	36.78218	147.04282	64.90517	274.8531	-142.05556	147.04147	64.934975	277.12997	-131.78404	214.65953	224.0519	1189.7186	3.4156272	118.93584	510.239	318.75156	1509.5945	12.408657	348.71054	0.10924187	76000	-0.12502436
20	-150.06488	36.084103	147.57707	64.15376	274.8531	-142.05556	147.57578	64.18274	277.12997	-131.78404	209.80373	225.73697	1189.7186	-0.50566196	115.77424	485.2752	329.18726	1509.5945	8.745025	333.4	0.10688603	80000	-0.11944942
21	-150.56654	35.78179	148.134	63.52835	274.8531	-142.05556	148.13274	63.556347	277.12997	-131.78404	209.88803	230.46404	1189.7186	-0.50566196	115.22634	508.113	338.80472	1509.5945	8.745025	354.03333	0.10490275	84000	-0.11347059
22	-151.08885	35.29448	148.70796	62.991177	274.8531	-142.05556	148.70674	63.01814	277.12997	-162.29222	217.31981	242.50635	1552.643	-0.50566196	119.079834	531.47	347.89023	1509.5945	8.745025	383.39545	0.10292066	88000	-0.10994412
23	-151.59918	34.81644	149.27127	62.4519	274.8531	-142.05556	149.27025	62.477833	277.12997	-162.29222	222.3624	247.68372	1552.643	-0.50566196	122.830444	534.5149	340.5658	1509.5945	8.745025	375.93478	0.10092062	92000	-0.10532732
24	-152.0932	34.370346	149.8119	61.94392	274.8531	-142.05556	149.81104	61.968956	277.12997	-162.29222	230.6735	250.95808	1552.643	-0.50566196	124.67532	532.2031	333.6441	1509.5945	8.745025	367.50833	0.099355645	96000	-0.09875647
25	-152.67625	33.918533	150.43416	61.528797	274.8531	-142.05556	150.43333	61.553074	277.12997	-162.29222	239.09303	253.05455	1552.643	-0.50566196	126.26263	534.73096	327.14587	1509.5945	8.745025	360.884	0.09800181	100000	-0.09490719
26	-153.35086	33.57355	151.14735	61.21242	274.8531	-142.05556	151.14674	61.23579	277.12997	-162.29222	247.81944	258.47366	1552.643	-0.50566196	128.23674	547.4664	327.43076	1509.5945	8.745025	358.59616	0.09668154	104000	-0.09013561
27	-154.04915	33.278378	151.8861	60.939034	274.8531	-142.05556	151.8855	60.961693	277.12997	-162.29222	257.27948	265.37482	1552.643	-0.50566196	130.5925	557.7271	325.75574	1509.5945	8.745025	355.4852	0.09548799	108000	-0.087952815
28	-154.75996	33.005646	152.63016	60.712547	274.8531	-142.05556	152.6296	60.734592	277.12997	-162.29222	266.56174	272.0423	1552.643	-0.50566196	132.70142	569.0088	325.2403	1509.5945	8.745025	352.50714	0.09463151	112000	-0.08396226
29	-155.51053	32.746323	153.41386	60.537415	274.8531	-142.05556	153.41333	60.55886	277.12997	-162.29222	276.09198	279.3832	1552.643	-0.50566196	134.88373	573.5269	320.62433	1509.5945	8.745025	347.9207	0.093620665	116000	-0.080671035
30	-156.32259	32.547718	154.25795	60.426823	274.8531	-142.05556	154.25748	60.447586	277.12997	-162.29222	283.9954	283.96872	1552.643	-0.50566196	136.51877	576.92053	318.61548	1509.5945	8.745025	343.63	0.09275979	120000	-0.07817789
31	-157.10606	32.493385	155.07509	60.351288	275.23734	-142.05556	155.07463	60.371685	277.12997	-162.29222	289.9262	288.7094	1552.643	-0.50566196	138.54749	589.29407	320.71246	1509.5945	8.745025	341.84515	0.09178856	124000	-0.076173685
32	-157.91296	32.38768	155.911	60.318996	275.23734	-142.05556	155.91058	60.33883	284.5586	-162.29222	299.32388	295.47766	1552.643	-0.50566196	140.50494	598.92084	320.20532	1509.5945	8.745025	339.18124	0.0909482	128000	-0.073844045
33	-158.76035	32.347	156.78564	60.367287	280.9902	-142.05556	156.78523	60.38674	284.5586	-162.29222	308.9008	304.6177	1552.643	-0.50566196	142.7027	616.87555	331.6093	1509.5945	8.745025	339.6303	0.0902131	132000	-0.07067348
34	-159.66727	32.246742	157.7185	60.500633	281.55527	-142.05556	157.71815	60.51966	284.5586	-162.29222	318.7286	328.41125	2735.0193	-0.50566196	145.61028	659.9333	426.07684	2877.9897	8.745025	350.1647	0.089543425	136000	-0.069153965
35	-160.66008	32.161552	158.73434	60.737762	281.55527	-142.05556	158.73405	60.756367	284.5586	-162.29222	328.49417	341.61163	2735.0193	-0.50566196	148.14815	666.64404	421.82846	2877.9897	8.745025	347.69714	0.088980876	140000	-0.06553982
36	-161.69644	32.124146	159.7941	61.027866	287.1981	-142.05556	159.79385	61.046043	286.78552	-162.29222	338.20096	368.66144	2979.0732	-0.50566196	151.10179	690.2105	444.45197	2877.9897	8.745025	350.96945	0.08844806	144000	-0.06455861
37	-162.77501	32.14307	160.89397	61.366764	295.34424	-142.05556	160.89377	61.38464	298.9166	-162.29222	346.67694	374.48798	2979.0732	-0.50566196	153.05067	703.07965	446.0291	2877.9897	8.745025	350.6919	0.08805579	148000	-0.06333378
38	-163.871	32.239277	162.01077	61.71307	295.34424	-142.05556	162.01056	61.730583	299.3842	-162.29222	356.06766	383.1026	2979.0732	-0.50566196	155.26047	728.37384	477.00165	3079.1362	8.745025	354.83685	0.08762772	152000	-0.061710253
39	-164.96358	32.318943	163.12334	62.05983	296.73773	-142.05556	163.12308	62.077015	300.2385	-162.29222	364.34808	386.37845	2979.0732	-0.50566196	156.94165	737.6045	474.76736	3079.1362	8.745025	354.09488	0.08734708	156000	-0.058856588
40	-166.06558	32.320457	164.24507	62.434605	296.73773	-142.05556	164.2449	62.451202	300.2385	-162.29222	373.05313	392.24185	2979.0732	-0.50566196	158.88779	775.8476	532.61456	3241.5178	8.745025	361.8225	0.086956814	160000	-0.057917062
41	-167.17096	32.350204	165.37029	62.828846	296.73773	-142.05556	165.37004	62.845108	300.2385	-162.29222	381.93338	405.41708	3185.9194	-0.50566196	161.10019	784.1119	529.0118	3241.5178	8.745025	360.97806	0.086518854	164000	-0.056959502
42	-168.26155	32.33777	166.48041	63.21064	296.73773	-142.05556	166.48021	63.22662	300.2385	-162.29222	390.85794	413.81863	3185.9194	-0.50566196	163.2653	801.9157	536.9493	3241.5178	8.745025	363.34763	0.0859839	168000	-0.05590096
43	-169.33595	32.41411	167.57338	63.57998	296.73773	-142.05556	167.57323	63.59562	300.2385	-162.29222	398.5171	418.55954	3185.9194	-0.50566196	165.06718	805.8444	531.2921	3241.5178	8.745025	361.3558	0.08554353	172000	-0.054297656
