epoch	pi-loss	v-loss	average-v-values	std-v-values	max-v-values	min-v-values	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	total-env-interacts
1	0.010821447	6.71856	2.4856694	1.7133301	4.69871	-2.397014	8.083468	3.0705528	28.289738	2.380787	15.011364	4000
2	0.03440524	7.287424	2.8079374	2.2581666	7.076725	-3.7706058	8.363777	3.5523608	35.482574	2.380787	15.28709	8000
3	0.039152674	8.1024	3.069312	2.5863955	8.339937	-5.13298	8.592704	3.9486303	46.38134	2.380787	15.503251	12000
4	0.029994044	7.020495	3.09798	2.669657	8.339937	-5.13298	8.6269245	3.7598112	46.38134	2.380787	15.607073	16000
5	0.027273586	7.2407136	3.1974382	2.8513079	10.029398	-5.13298	8.823365	3.9787955	46.38134	2.380787	15.979871	20000
6	0.022324244	6.9596114	3.291879	2.942589	10.029398	-5.13298	8.980207	3.9770353	46.38134	2.380787	16.190346	24000
7	0.020019203	7.115695	3.4302857	3.0342007	10.029398	-5.13298	9.186639	4.0690627	46.38134	2.380787	16.458803	28000
8	0.01812735	7.212708	3.533602	3.1310236	10.948737	-5.13298	9.369331	4.182381	46.38134	2.380787	16.736814	32000
9	0.014406155	7.4880285	3.6545763	3.231449	11.521454	-5.13298	9.571112	4.3343525	46.38134	2.380787	17.036755	36000
10	0.009576195	8.479719	3.8515587	3.4417303	13.384252	-5.13298	9.875369	4.726272	46.48534	2.380787	17.415642	40000
11	0.0070244106	9.536399	4.0611	3.6310606	14.445852	-5.13298	10.184207	5.0963726	50.233925	2.380787	17.79755	44000
12	0.0041990294	10.518307	4.22315	3.756906	14.850012	-5.13298	10.420631	5.3500037	59.347496	2.380787	18.09091	48000
13	0.003512366	11.587958	4.3802953	3.9198205	17.468863	-5.13298	10.667282	5.690324	66.297035	2.380787	18.417084	52000
14	0.0018593445	13.359443	4.59538	4.1452074	19.158566	-5.13298	10.949151	6.124687	79.26747	2.380787	18.74088	56000
15	0.0018843204	14.210465	4.779298	4.3240128	20.841658	-5.13298	11.237693	6.4539127	79.26747	2.380787	19.117723	60000
