epoch	pi-loss	q-loss	average-q1-values	std-q1-values	max-q1-values	min-q1-values	average-q2-values	std-q2-values	max-q2-values	min-q2-values	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	average-test-episode-return	std-test-episode-return	max-test-episode-return	min-test-episode-return	test-episode-length	entropy-coeff	total-env-interacts	entropy-coeff-loss
1	-11.681823	1.2502762	10.296835	3.1171203	27.549475	-0.79135585	10.296149	3.1200356	27.692038	-0.5679656	-341.96548	58.807697	-256.1619	-401.24216	1000.0	-345.3049	113.32407	-71.178505	-539.8316	1000.0	0.31735826	4000	-11.42323
2	-16.437908	2.1881943	15.221393	6.321464	49.13634	-0.79135585	15.220626	6.325971	48.71969	-0.5679656	-321.05872	58.34858	-242.98198	-401.24216	1000.0	-301.72272	93.922714	-71.178505	-539.8316	1000.0	0.15996498	8000	-6.4235096
3	-18.983067	2.5007043	18.01686	9.126535	57.723175	-0.79135585	18.016424	9.129488	60.213455	-0.5679656	-248.52116	151.87308	195.2773	-401.24216	1000.0	-85.774284	318.52588	462.78842	-539.8316	1000.0	0.10867477	12000	-4.374716
4	-20.045498	2.6277552	19.260311	11.357734	61.298298	-3.4789424	19.25995	11.359515	62.07096	-3.2728114	-94.80564	354.07913	910.92566	-401.24216	1000.0	150.58438	511.56778	1039.5095	-539.8316	1000.0	0.08248839	16000	-3.2268972
5	-21.022324	2.8020375	20.334515	14.192875	78.319595	-8.863133	20.33411	14.194113	77.73789	-7.981533	88.338295	552.2551	1447.8662	-401.24216	1000.0	398.37708	711.3989	1783.0071	-539.8316	1000.0	0.067683496	20000	-2.5095232
6	-22.667336	3.1603386	22.029953	18.271402	105.46252	-13.199649	22.029665	18.272459	105.4394	-12.6114025	194.09746	622.5144	1839.7808	-401.24216	1000.0	744.2924	1010.70764	2589.363	-539.8316	1000.0	0.058666326	24000	-2.0420086
7	-25.362398	3.7300122	24.750454	23.907152	131.79153	-13.888994	24.750378	23.9081	131.27321	-13.931221	508.40546	965.96356	2650.6191	-401.24216	1000.0	1016.21295	1149.874	2940.6084	-539.8316	1000.0	0.053198658	28000	-1.708379
8	-29.699255	4.5212946	29.107643	31.117651	156.77855	-15.282889	29.10765	31.118488	158.6329	-16.406355	786.0178	1166.0931	2913.2583	-401.24216	1000.0	1268.5862	1266.6913	3159.0627	-539.8316	1000.0	0.050268333	32000	-1.4627606
9	-35.329254	5.3536463	34.76011	39.178085	189.6762	-16.503368	34.76011	39.178802	188.70238	-17.243322	1051.0503	1331.153	3323.6067	-401.24216	1000.0	1528.8928	1403.5663	3800.9678	-539.8316	1000.0	0.049089927	36000	-1.2849381
10	-41.912292	6.2041135	41.365784	47.604317	218.22551	-17.48866	41.36578	47.60496	218.1026	-17.84001	1306.4211	1478.0367	3772.0747	-401.24216	1000.0	1767.4542	1511.9657	4071.4155	-539.8316	1000.0	0.049310137	40000	-1.1415918
