epoch	pi-loss	v-loss	average-v-values	std-v-values	max-v-values	min-v-values	kl	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	total-env-interacts
1	-0.014982838	173.22394	2.8038032	2.5622914	5.3529253	-4.705853	0.016007572	18.977331	18.665075	99.063446	3.4094777	36.311928	4000
2	-0.013598606	452.3532	5.0179853	4.3073306	9.502528	-9.154438	0.015586868	28.485664	31.208069	168.75586	3.4094777	41.95187	8000
3	-0.014809954	695.53955	7.628386	5.4798713	13.762395	-12.526313	0.013134503	40.625298	39.829517	188.29301	3.4094777	47.04819	12000
4	-0.015831154	971.04065	10.087588	6.474388	17.827393	-12.526313	0.012256572	50.92794	46.736885	197.86789	3.4094777	50.52922	16000
5	-0.016197968	1124.75	12.258603	7.27664	21.166737	-13.727575	0.011472779	58.676727	49.331223	217.02132	3.4094777	51.768	20000
6	-0.016221398	1350.6818	14.344112	8.116116	24.772766	-13.727575	0.0107202595	66.96654	53.95177	238.71808	3.4094777	53.6682	24000
7	-0.01636163	1590.1013	16.356827	8.987059	28.433681	-13.727575	0.010281249	74.89037	58.74874	238.71808	3.4094777	55.3	28000
8	-0.016657403	1848.4205	18.34676	9.919182	32.276676	-13.727575	0.0099477805	83.02098	63.929657	242.61807	3.4094777	57.550373	32000
9	-0.016184932	2036.6649	20.280533	10.83392	35.750927	-13.727575	0.009434719	90.55687	67.79924	242.61807	3.4094777	59.57976	36000
10	-0.01572892	2223.4478	22.179638	11.751418	39.27174	-13.727575	0.009015915	97.92276	71.604485	242.61807	3.4094777	61.679485	40000
11	-0.015598968	2347.918	24.020592	12.626668	42.430252	-13.727575	0.008907429	103.97769	73.96286	242.61807	3.4094777	63.376877	44000
12	-0.01547422	2432.4133	25.800554	13.453536	45.380253	-13.727575	0.008799657	109.942894	75.7779	242.61807	3.4094777	65.07204	48000
13	-0.015068132	2500.4265	27.529203	14.245473	48.273117	-13.727575	0.008552709	115.27831	77.073784	242.61807	3.4094777	66.55481	52000
14	-0.0146683315	2544.1404	29.20561	14.999085	50.998966	-13.727575	0.00843795	119.864136	77.70135	242.61807	3.4094777	67.81599	56000
15	-0.01426201	2565.5447	30.829042	15.71216	53.557205	-13.727575	0.008218925	124.235565	78.25169	242.61807	3.4094777	69.02536	60000
16	-0.014081117	2562.2441	32.390156	16.370663	55.80691	-13.727575	0.008134192	127.91324	78.36364	242.61807	3.4094777	70.04138	64000
17	-0.013933245	2556.1072	33.89744	16.987776	58.0141	-13.727575	0.007991861	131.4099	78.36285	242.61807	3.4094777	71.01098	68000
18	-0.0137840165	2549.3684	35.360508	17.576733	60.232685	-13.727575	0.007865199	134.6431	78.24148	242.61807	3.4094777	71.90326	72000
19	-0.013768905	2533.4326	36.77799	18.13417	62.292736	-13.727575	0.007901807	137.55261	78.02845	242.61807	3.4094777	72.70262	76000
20	-0.013779777	2515.8196	38.154827	18.666113	64.31482	-13.727575	0.00786568	140.24812	77.67767	242.61807	3.4094777	73.450584	80000
21	-0.013539439	2495.8015	39.49237	19.17322	66.24318	-13.727575	0.007775357	142.73856	77.210526	242.61807	3.4094777	74.124886	84000
22	-0.013267078	2474.297	40.793777	19.658836	68.12348	-13.727575	0.007637818	145.038	76.74573	242.61807	3.4094777	74.757416	88000
