epoch	pi-loss	v-loss	average-v-values	std-v-values	max-v-values	min-v-values	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	total-env-interacts
1	0.047490418	781.1902	-4.079364	0.8278865	1.3033125	-5.3467016	-323.91064	98.98012	-155.80783	-398.6138	1000.0	4000
2	-0.0036513805	674.6599	-6.6699553	2.6608067	1.3033125	-9.383185	-310.02234	75.38146	-155.80783	-398.6138	1000.0	8000
3	-0.020369967	587.00995	-8.209324	3.0842931	1.3033125	-11.456286	-283.4653	95.046326	-80.86259	-398.6138	1000.0	12000
4	-0.014396548	536.48456	-9.548601	3.5404027	1.3033125	-13.673816	-277.67752	83.50995	-80.86259	-398.6138	1000.0	16000
5	-0.01256516	486.18262	-10.778112	4.0173545	1.3033125	-15.801738	-277.33398	75.98083	-80.86259	-398.6138	1000.0	20000
6	-0.01350069	450.13333	-11.700474	4.268043	10.735752	-16.720959	-270.55093	75.59502	-80.86259	-398.6138	1000.0	24000
7	-0.01883529	427.1714	-12.601406	4.534754	10.735752	-18.167065	-271.1473	70.4637	-80.86259	-398.6138	1000.0	28000
8	-0.019435138	423.52185	-13.381901	4.8153224	13.870855	-19.695946	-273.2625	69.47156	-80.86259	-398.6138	1000.0	32000
9	-0.02584844	399.13437	-14.193618	5.10399	13.870855	-20.935879	-273.08997	69.40011	-80.86259	-398.6138	1000.0	36000
10	-0.025057722	381.59906	-14.955467	5.361464	13.870855	-22.013134	-273.86633	69.13214	-80.86259	-398.6138	1000.0	40000
11	-0.028634613	372.27353	-15.510343	5.476456	13.870855	-22.163067	-271.54895	70.5101	-80.86259	-398.6138	1000.0	44000
12	-0.025734106	355.5438	-16.103153	5.613387	13.870855	-23.043455	-271.13266	69.78958	-80.86259	-398.6138	1000.0	48000
13	-0.026583424	358.47415	-16.690245	5.7948384	13.870855	-24.552242	-274.0244	72.785576	-80.86259	-427.7604	1000.0	52000
14	-0.025602877	344.85748	-17.068926	5.8232465	13.870855	-24.552242	-271.075	73.36686	-80.86259	-427.7604	1000.0	56000
15	-0.02462604	333.04108	-17.494156	5.881454	13.870855	-24.88504	-271.4228	71.30277	-80.86259	-427.7604	1000.0	60000
16	-0.027157005	337.86182	-17.926016	6.001255	13.870855	-26.20571	-272.77313	72.165596	-80.86259	-427.7604	1000.0	64000
17	-0.027223017	335.62106	-18.089626	6.038397	14.238067	-26.38016	-270.67538	70.62043	-80.86259	-427.7604	1000.0	68000
18	-0.027442299	324.2538	-18.296204	5.988862	14.238067	-26.38016	-268.87195	69.88317	-80.86259	-427.7604	1000.0	72000
19	-0.027475325	321.36252	-18.445417	6.0110903	14.238067	-26.802448	-267.87805	74.13311	-48.43627	-427.7604	1000.0	76000
