epoch	pi-loss	q-loss	average-q-values	std-q-values	max-q-values	min-q-values	average-episode-return	std-episode-return	max-episode-return	min-episode-return	episode-length	average-test-episode-return	std-test-episode-return	max-test-episode-return	min-test-episode-return	test-episode-length	total-env-interacts
1	-15.868277	1.9099809	13.435103	11.480396	70.82667	-17.304604	18.429537	15.289001	90.111015	5.8011017	22.346369	38.7539	0.7870628	40.10504	37.136356	22.1	4000
2	-62.48259	23.980036	56.188114	49.06452	201.16307	-95.77196	23.662493	15.721167	90.111015	4.6009927	22.408964	38.61736	0.8474686	40.17628	36.992	22.0	8000
3	-66.152016	22.236603	62.224335	50.40552	214.09747	-95.77196	28.850842	14.787749	90.111015	4.6009927	22.38806	38.718582	0.9581397	40.239227	36.939	22.066668	12000
4	-56.093185	16.806986	53.141293	46.24999	214.09747	-95.77196	31.420654	13.617542	90.111015	4.6009927	22.377623	38.723385	0.9027434	40.2502	36.939	22.05	16000
5	-49.6927	13.503672	47.29547	42.958755	214.09747	-95.77196	32.9347	12.604096	90.111015	3.304948	22.346369	38.783802	0.88470834	40.727753	36.939	22.08	20000
6	-45.355824	11.32252	43.324844	40.273285	214.09747	-95.77196	33.938198	11.774057	90.111015	3.1181245	22.32558	38.779415	0.8959106	40.727753	36.84546	22.083334	24000
7	-42.248653	9.780353	40.481586	38.049812	214.09747	-95.77196	34.65646	11.075341	90.111015	3.1181245	22.310757	38.74862	0.89470863	40.727753	36.824223	22.071428	28000
8	-39.908726	8.632477	38.341393	36.181408	214.09747	-95.77196	35.19408	10.493793	90.111015	3.1181245	22.299652	38.761818	0.88251644	40.727753	36.824223	22.0625	32000
9	-38.07811	7.739614	36.66711	34.58977	214.09747	-95.77196	35.609318	9.996353	90.111015	3.1181245	22.291021	38.814354	0.88536006	40.727753	36.824223	22.088888	36000
10	-36.60337	7.0283866	35.318367	33.217014	214.09747	-95.77196	35.943996	9.579447	90.111015	2.260886	22.284122	38.820827	0.90170515	40.727753	36.824223	22.1	40000
11	-35.381104	6.438218	34.200745	32.0177	214.09747	-95.77196	36.21735	9.195455	90.111015	2.260886	22.27848	38.83706	0.91128266	40.727753	36.824223	22.10909	44000
12	-34.347294	5.943199	33.255367	30.957956	214.09747	-95.77196	36.463356	8.846816	90.111015	2.260886	22.284122	38.85931	0.9441541	40.727753	36.824223	22.116667	48000
13	-33.468975	5.52078	32.45241	30.013638	214.09747	-95.77196	36.650734	8.539113	90.111015	2.260886	22.279348	38.80621	0.9651262	40.727753	36.702057	22.084616	52000
14	-32.709213	5.1626563	31.757483	29.165783	214.09747	-95.77196	36.813812	8.281056	90.111015	2.260886	22.275259	38.813137	0.9492019	40.727753	36.702057	22.092857	56000
15	-32.046204	4.8503604	31.151114	28.401133	214.09747	-95.77196	36.954887	8.051634	90.111015	2.234043	22.271715	38.81037	0.9459704	40.727753	36.702057	22.093334	60000
16	-31.463879	4.5795436	30.618683	27.7063	214.09747	-95.77196	37.091446	7.8202457	90.111015	2.234043	22.276365	38.849983	0.95505023	40.727753	36.702057	22.11875	64000
17	-30.948935	4.3359723	30.14836	27.069906	214.09747	-95.77196	37.21217	7.60856	90.111015	2.234043	22.280472	38.81168	0.9584277	40.727753	36.702057	22.094118	68000
18	-30.484188	4.116174	29.723886	26.485844	214.09747	-95.77196	37.307358	7.422445	90.111015	2.234043	22.277227	38.793938	0.9668813	40.727753	36.702057	22.083334	72000
19	-30.065046	3.9211068	29.340637	25.946007	214.09747	-95.77196	37.392735	7.247918	90.111015	2.234043	22.274326	38.785404	0.9567005	40.727753	36.702057	22.078947	76000
20	-29.68346	3.7431717	28.991577	25.44661	214.09747	-95.77196	37.469917	7.095317	90.111015	2.234043	22.271715	38.78173	0.95618784	40.727753	36.702057	22.08	80000
21	-29.336498	3.5807447	28.674122	24.983284	214.09747	-95.77196	37.541355	6.961872	90.111015	1.0967233	22.269354	38.80472	0.9530635	40.727753	36.702057	22.090477	84000
22	-29.018501	3.433054	28.383045	24.551125	214.09747	-95.77196	37.60461	6.830273	90.111015	1.0967233	22.267206	38.787403	0.9469553	40.727753	36.702057	22.077272	88000
23	-28.728313	3.2973816	28.117506	24.147383	214.09747	-95.77196	37.672848	6.6924276	90.111015	1.0967233	22.270638	38.773403	0.94536954	40.727753	36.702057	22.069565	92000
24	-28.457575	3.172838	27.869566	23.76926	214.09747	-95.77196	37.72562	6.5780754	90.111015	1.0967233	22.268616	38.771008	0.92689824	40.727753	36.702057	22.066668	96000
25	-28.207193	3.056594	27.640182	23.413797	214.09747	-95.77196	37.78412	6.454712	90.111015	1.0967233	22.271715	38.75523	0.922377	40.727753	36.702057	22.056	100000
26	-27.974049	2.9498794	27.426699	23.078827	214.09747	-95.77196	37.83771	6.338587	90.111015	1.0967233	22.274576	38.76973	0.9290879	40.727753	36.702057	22.061539	104000
27	-27.756355	2.8496194	27.227385	22.76296	214.09747	-95.77196	37.879288	6.246237	90.111015	1.0967233	22.272633	38.784515	0.9280762	40.727753	36.702057	22.07037	108000
28	-27.553568	2.757708	27.041763	22.463673	214.09747	-95.77196	37.9254	6.144176	90.111015	1.0967233	22.275259	38.78264	0.9267294	40.727753	36.702057	22.071428	112000
29	-27.362906	2.6731303	26.867088	22.18052	214.09747	-95.77196	37.960247	6.0521235	90.111015	1.0967233	22.273426	38.7892	0.91904354	40.727753	36.702057	22.075863	116000
30	-27.184082	2.5931273	26.703423	21.912342	214.09747	-95.77196	38.000168	5.957264	90.111015	1.0967233	22.275848	38.774826	0.9345934	40.727753	36.702057	22.066668	120000
31	-27.016317	2.5165067	26.54983	21.65655	214.09747	-95.77196	38.030872	5.884397	90.111015	1.0967233	22.274115	38.773174	0.92811733	40.727753	36.702057	22.064516	124000
32	-26.858517	2.4458482	26.405226	21.414345	214.09747	-95.77196	38.058903	5.8063684	90.111015	1.0967233	22.27249	38.786602	0.9486067	40.727753	36.702057	22.071875	128000
33	-26.710402	2.3801997	26.26973	21.1832	214.09747	-95.77196	38.08514	5.7344713	90.111015	1.0967233	22.270964	38.774742	0.94463027	40.727753	36.702057	22.063637	132000
34	-26.569326	2.3166974	26.140564	20.96178	214.09747	-95.77196	38.11586	5.656455	90.111015	1.0967233	22.273174	38.776478	0.9445019	40.727753	36.702057	22.064707	136000
35	-26.43621	2.2569304	26.01848	20.750309	214.09747	-95.77196	38.14566	5.580233	90.111015	1.0967233	22.275259	38.783924	0.9448114	40.727753	36.702057	22.068571	140000
36	-26.310656	2.2004209	25.903458	20.547735	214.09747	-95.77196	38.167526	5.5263753	90.111015	1.0490842	22.273783	38.77912	0.94187164	40.727753	36.702057	22.063889	144000
37	-26.190693	2.1467593	25.79345	20.352896	214.09747	-95.77196	38.188587	5.471783	90.111015	1.0490842	22.272385	38.78066	0.932922	40.727753	36.702057	22.064865	148000
38	-26.075226	2.0958178	25.687674	20.16648	214.09747	-95.77196	38.209087	5.404887	90.111015	1.0490842	22.271063	38.775436	0.93506795	40.727753	36.702057	22.063158	152000
39	-25.965942	2.0471826	25.587551	19.987152	214.09747	-95.77196	38.227936	5.344435	90.111015	1.0490842	22.269808	38.77018	0.9303522	40.727753	36.702057	22.061539	156000
40	-25.862131	2.0012383	25.492523	19.81478	214.09747	-95.77196	38.246365	5.2969875	90.111015	1.0490842	22.268616	38.778496	0.9366796	40.727753	36.702057	22.0675	160000
41	-25.762192	1.9578295	25.400986	19.649307	214.09747	-95.77196	38.26427	5.2390037	90.111015	1.0490842	22.26748	38.78229	0.93512154	40.727753	36.702057	22.068293	164000
42	-25.666515	1.9157408	25.313286	19.489676	214.09747	-95.77196	38.280235	5.1850915	90.111015	1.0490842	22.266401	38.779037	0.9376098	40.727753	36.702057	22.066668	168000
43	-25.57437	1.8754984	25.228844	19.336197	214.09747	-95.77196	38.295715	5.128335	90.111015	1.0490842	22.265371	38.790096	0.9354957	40.727753	36.702057	22.072094	172000
44	-25.485992	1.8369377	25.147831	19.187843	214.09747	-95.77196	38.31095	5.0903807	90.111015	1.0490842	22.264389	38.79428	0.9299643	40.727753	36.702057	22.075	176000
45	-25.401045	1.7993484	25.069939	19.04453	214.09747	-95.77196	38.324886	5.052013	90.111015	1.0490842	22.26345	38.800903	0.92689395	40.727753	36.702057	22.08	180000
46	-25.319967	1.7633473	24.995642	18.906013	214.09747	-95.77196	38.33835	5.0119567	90.111015	1.0490842	22.262552	38.794796	0.930856	40.727753	36.702057	22.07826	184000
47	-25.242098	1.7290407	24.924198	18.772284	214.09747	-95.77196	38.35139	4.977336	90.111015	1.0490842	22.261694	38.791306	0.93256706	40.727753	36.702057	22.076595	188000
48	-25.1668	1.6961237	24.855108	18.643202	214.09747	-95.77196	38.36841	4.9290805	90.111015	1.0490842	22.26345	38.78872	0.94183177	40.727753	36.702057	22.075	192000
49	-25.09427	1.6648881	24.788506	18.51843	214.09747	-95.77196	38.379505	4.89132	90.111015	1.0490842	22.262608	38.791676	0.9438633	40.727753	36.702057	22.07755	196000
